"Date","Price","Open","High","Low","Vol.","Change %"
"07/08/2008","515.92","535.71","538.08","505.58","561.05K","-3.42%"
"07/07/2008","534.17","535.79","537.22","530.60","430.26K","-0.77%"
"07/04/2008","538.30","547.96","551.70","538.30","427.07K","-1.50%"
"07/03/2008","546.49","544.12","548.77","530.72","548.22K","-1.85%"
"07/02/2008","556.79","582.01","582.54","549.76","640.66K","-4.13%"
"07/01/2008","580.77","591.21","592.25","579.59","586.16K","-1.60%"
"06/30/2008","590.19","593.92","596.26","589.61","463.11K","-0.75%"
"06/27/2008","594.63","590.58","595.45","589.08","525.98K","-1.35%"
"06/26/2008","602.74","604.33","608.62","602.65","493.61K","0.17%"
"06/25/2008","601.72","601.94","603.67","599.41","510.64K","0.23%"
"06/24/2008","600.36","606.01","606.08","599.24","508.93K","-0.88%"
"06/23/2008","605.71","602.34","605.85","600.09","465.78K","-0.57%"
"06/20/2008","609.16","615.00","616.04","608.66","465.00K","-0.30%"
"06/19/2008","610.99","612.86","614.51","609.16","479.53K","-0.62%"
"06/18/2008","614.83","611.63","614.91","611.51","529.76K","0.40%"
"06/17/2008","612.41","622.76","623.42","610.95","538.57K","-1.39%"
"06/16/2008","621.02","626.51","626.75","620.98","516.16K","-0.18%"
"06/13/2008","622.15","628.80","630.10","619.12","551.38K","-0.33%"
"06/12/2008","624.20","623.93","627.50","621.40","550.09K","-0.71%"
"06/11/2008","628.67","629.49","630.82","623.92","553.85K","0.42%"
"06/10/2008","626.01","639.59","640.25","624.82","523.71K","-1.73%"
"06/09/2008","637.00","631.17","638.35","629.95","429.58K","-1.10%"
"06/05/2008","644.09","648.15","648.39","643.03","466.11K","-0.27%"
"06/04/2008","645.85","642.14","645.91","640.98","479.91K","0.34%"
"06/03/2008","643.67","648.54","648.70","642.29","588.84K","-1.14%"
"06/02/2008","651.11","654.94","655.00","650.22","397.09K","-0.16%"
"05/30/2008","652.15","650.73","652.27","646.57","460.77K","0.83%"
"05/29/2008","646.80","644.21","646.80","643.97","444.41K","0.91%"
"05/28/2008","640.96","648.18","649.56","640.94","437.71K","-0.53%"
"05/27/2008","644.38","641.94","644.52","641.94","414.55K","0.51%"
"05/26/2008","641.10","647.17","647.58","639.92","379.96K","-1.22%"
"05/23/2008","649.00","650.49","651.68","648.91","403.86K","0.29%"
"05/22/2008","647.15","642.79","647.23","640.48","400.58K","0.26%"
"05/21/2008","645.48","645.97","648.70","644.80","437.84K","-0.71%"
"05/20/2008","650.10","654.93","655.36","648.08","445.19K","-0.39%"
"05/19/2008","652.65","655.54","656.58","651.92","485.08K","0.01%"
"05/16/2008","652.56","656.64","657.58","651.13","514.37K","-0.15%"
"05/15/2008","653.54","654.26","654.49","652.48","460.27K","0.21%"
"05/14/2008","652.14","656.92","657.95","651.70","457.22K","-0.50%"
"05/13/2008","655.44","655.57","656.22","653.20","421.39K","0.33%"
"05/09/2008","653.29","654.63","655.10","651.18","417.60K","0.62%"
"05/08/2008","649.29","641.84","649.53","641.12","396.80K","0.57%"
"05/07/2008","645.62","653.92","655.35","644.44","515.05K","-1.12%"
"05/06/2008","652.91","657.74","657.74","652.80","376.57K","-0.44%"
"05/02/2008","655.80","653.79","656.19","653.27","417.55K","1.36%"
"04/30/2008","647.02","646.93","647.34","642.96","396.64K","0.41%"
"04/29/2008","644.40","650.74","651.69","643.70","454.52K","-0.49%"
"04/28/2008","647.60","658.11","659.08","647.56","418.98K","-1.08%"
"04/25/2008","654.70","652.31","655.62","652.31","404.83K","0.91%"
"04/24/2008","648.79","653.80","653.99","648.63","497.00K","-0.29%"
"04/23/2008","650.68","649.44","653.19","648.53","527.61K","0.02%"
"04/22/2008","650.58","651.34","653.93","647.90","507.99K","0.08%"
"04/21/2008","650.06","651.69","652.54","650.06","505.77K","0.98%"
"04/18/2008","643.75","646.04","646.40","640.93","558.55K","0.34%"
"04/17/2008","641.60","648.15","649.10","639.34","503.83K","-0.02%"
"04/16/2008","641.71","645.81","646.79","640.61","492.29K","-0.02%"
"04/15/2008","641.87","642.59","644.11","639.58","476.33K","0.13%"
"04/14/2008","641.03","644.78","645.69","641.03","473.11K","-1.66%"
"04/11/2008","651.87","655.25","656.60","649.01","546.15K","-0.12%"
"04/10/2008","652.68","651.02","654.89","649.18","494.05K","0.13%"
"04/08/2008","651.83","657.02","657.47","650.87","584.15K","-0.35%"
"04/07/2008","654.10","651.15","655.49","651.10","526.45K","0.87%"
"04/04/2008","648.49","652.27","652.41","646.59","501.31K","-0.12%"
"04/03/2008","649.26","649.61","650.18","647.69","486.40K","0.21%"
"04/02/2008","647.92","653.17","653.71","647.89","563.18K","0.69%"
"04/01/2008","643.46","649.01","649.26","643.46","500.68K","-0.15%"
"03/31/2008","644.45","641.98","645.11","640.85","460.51K","1.22%"
"03/28/2008","636.67","629.36","636.73","629.36","600.54K","1.12%"
"03/27/2008","629.61","627.27","629.78","623.88","491.66K","0.20%"
"03/26/2008","628.38","629.35","630.02","625.22","519.28K","0.03%"
"03/25/2008","628.22","627.39","630.23","626.24","515.45K","1.39%"
"03/24/2008","619.60","621.15","621.94","619.03","382.62K","0.60%"
"03/21/2008","615.93","616.31","618.42","614.61","458.12K","1.08%"
"03/20/2008","609.32","607.11","609.58","604.98","372.37K","-0.46%"
"03/19/2008","612.13","612.40","613.37","610.10","418.01K","2.00%"
"03/18/2008","600.10","602.76","605.21","596.23","414.50K","-0.10%"
"03/17/2008","600.68","613.57","613.57","591.40","368.37K","-2.76%"
"03/14/2008","617.71","628.18","630.03","610.21","447.84K","-0.66%"
"03/13/2008","621.81","632.84","633.37","618.78","505.12K","-1.50%"
"03/12/2008","631.29","641.82","642.59","631.26","501.58K","0.66%"
"03/11/2008","627.14","616.40","627.16","614.33","442.75K","0.73%"
"03/10/2008","622.60","637.12","640.36","622.55","493.20K","-3.29%"
"03/07/2008","643.75","644.35","646.95","641.04","483.15K","-1.35%"
"03/06/2008","652.55","649.14","652.55","649.14","464.61K","1.10%"
"03/05/2008","645.43","648.20","649.19","643.43","497.00K","0.01%"
"03/04/2008","645.39","649.70","650.64","643.01","501.56K","0.14%"
"03/03/2008","644.51","644.06","645.25","642.28","477.60K","-1.74%"
"02/29/2008","655.94","657.44","658.96","654.95","468.26K","-0.51%"
"02/28/2008","659.28","658.56","659.82","655.04","506.25K","0.65%"
"02/27/2008","655.05","662.19","662.21","655.01","527.51K","-0.21%"
"02/26/2008","656.43","659.62","660.40","654.87","541.55K","0.40%"
"02/25/2008","653.83","659.35","660.66","653.58","477.93K","0.11%"
"02/22/2008","653.12","650.93","653.52","647.90","489.30K","-0.20%"
"02/21/2008","654.41","660.53","660.76","654.11","547.68K","0.25%"
"02/20/2008","652.76","661.12","661.20","651.23","520.21K","-1.21%"
"02/19/2008","660.75","659.56","660.82","655.80","588.66K","0.92%"
"02/18/2008","654.71","655.71","657.35","650.95","504.74K","0.48%"
"02/15/2008","651.57","646.29","652.64","643.89","437.42K","0.31%"
"02/14/2008","649.53","643.56","650.07","643.56","539.62K","2.15%"
"02/13/2008","635.89","643.37","644.49","635.78","576.23K","-0.06%"
"02/12/2008","636.29","636.96","638.74","634.27","481.67K","1.01%"
"02/11/2008","629.94","629.17","633.13","626.62","421.58K","-1.93%"
"02/05/2008","642.35","637.36","642.35","635.11","443.60K","0.62%"
"02/04/2008","638.38","621.04","638.45","621.04","444.36K","4.21%"
"02/01/2008","612.57","616.32","619.79","608.69","515.21K","0.61%"
"01/31/2008","608.84","599.09","610.36","594.47","469.96K","0.95%"
"01/30/2008","603.11","639.04","639.09","602.99","604.32K","-4.67%"
"01/29/2008","632.67","644.36","646.05","629.20","587.37K","-0.29%"
"01/28/2008","634.52","648.93","651.09","632.45","519.67K","-2.95%"
"01/25/2008","653.78","648.22","653.82","645.52","549.68K","2.32%"
"01/24/2008","638.98","632.20","639.02","632.20","529.10K","3.06%"
"01/23/2008","619.98","629.01","635.02","614.63","493.16K","0.84%"
"01/22/2008","614.80","636.20","636.84","597.62","622.76K","-5.69%"
"01/21/2008","651.87","666.11","667.40","650.98","482.62K","-2.17%"
"01/18/2008","666.32","644.02","666.36","641.26","477.17K","2.21%"
"01/17/2008","651.91","657.52","662.14","643.30","440.37K","0.08%"
"01/16/2008","651.36","660.27","662.52","651.11","447.65K","-3.25%"
"01/15/2008","673.25","694.42","696.11","665.96","467.17K","-2.23%"
"01/14/2008","688.59","696.06","698.78","685.32","430.81K","-1.52%"
"01/11/2008","699.24","717.86","719.99","699.15","451.04K","-1.98%"
"01/10/2008","713.36","718.30","719.99","712.82","470.66K","0.09%"
"01/09/2008","712.71","705.59","712.99","705.47","473.76K","0.48%"
"01/08/2008","709.31","715.59","716.67","709.30","510.58K","-0.35%"
"01/07/2008","711.77","707.62","716.27","703.76","436.46K","-1.04%"
"01/04/2008","719.25","716.91","719.70","711.40","448.16K","0.74%"
"01/03/2008","714.00","702.57","714.06","701.86","470.35K","0.97%"
"01/02/2008","707.12","709.07","713.52","707.12","381.24K","0.41%"
"12/28/2007","704.23","697.14","704.92","697.14","383.21K","0.65%"
"12/27/2007","699.65","694.00","699.69","694.00","436.36K","1.10%"
"12/26/2007","692.02","701.97","702.67","691.95","429.92K","-0.96%"
"12/24/2007","698.73","703.79","704.23","698.49","433.65K","0.18%"
"12/21/2007","697.46","703.93","705.26","692.34","430.28K","-0.46%"
"12/20/2007","700.69","713.73","715.98","700.56","455.59K","-1.24%"
"12/18/2007","709.47","695.93","711.07","694.10","503.05K","0.99%"
"12/17/2007","702.49","721.18","721.18","702.49","480.32K","-3.18%"
"12/14/2007","725.53","734.41","734.48","723.58","632.39K","-1.11%"
"12/13/2007","733.68","733.75","735.24","730.56","534.82K","0.57%"
"12/12/2007","729.52","722.92","730.16","718.18","640.36K","-0.66%"
"12/11/2007","734.33","741.71","742.18","731.65","616.51K","-0.66%"
"12/10/2007","739.19","752.05","752.05","739.16","586.08K","-1.13%"
"12/07/2007","747.65","758.19","758.56","747.07","624.44K","-0.52%"
"12/06/2007","751.57","761.55","762.87","751.40","613.98K","0.22%"
"12/05/2007","749.95","746.93","752.53","745.85","575.77K","0.32%"
"12/04/2007","747.53","741.28","748.90","738.48","542.66K","1.44%"
"12/03/2007","736.93","746.84","747.65","736.93","479.39K","-0.66%"
"11/30/2007","741.84","738.90","742.86","736.26","460.67K","0.94%"
"11/29/2007","734.92","738.17","739.87","731.18","481.81K","1.57%"
"11/28/2007","723.54","735.91","737.46","723.46","462.01K","-0.28%"
"11/27/2007","725.55","707.58","725.56","704.33","491.14K","0.57%"
"11/26/2007","721.41","713.07","722.63","711.89","422.60K","2.96%"
"11/23/2007","700.68","722.80","726.81","692.23","479.95K","-2.96%"
"11/22/2007","722.04","723.18","732.04","714.53","401.36K","-0.73%"
"11/21/2007","727.33","744.04","749.43","727.29","436.43K","-1.64%"
"11/20/2007","739.47","739.14","739.47","723.61","415.65K","-1.51%"
"11/19/2007","750.79","762.15","762.65","750.78","354.47K","-0.60%"
"11/16/2007","755.29","746.40","755.34","735.45","379.36K","0.54%"
"11/15/2007","751.27","764.69","765.06","747.51","449.02K","-1.69%"
"11/14/2007","764.15","773.31","774.65","763.30","414.86K","1.00%"
"11/13/2007","756.59","757.04","760.45","741.26","465.57K","0.25%"
"11/12/2007","754.73","770.90","770.90","742.61","425.55K","-3.12%"
"11/09/2007","779.04","790.11","792.93","775.46","473.42K","-0.08%"
"11/08/2007","779.65","785.40","789.93","775.61","497.55K","-1.82%"
"11/07/2007","794.08","808.78","809.29","794.08","512.76K","-0.85%"
"11/06/2007","800.92","797.89","801.65","796.57","470.61K","0.79%"
"11/05/2007","794.65","805.33","808.53","792.82","411.63K","-0.38%"
"11/02/2007","797.66","792.07","799.49","790.12","459.15K","-1.46%"
"11/01/2007","809.50","820.39","820.39","808.12","498.88K","-0.07%"
"10/31/2007","810.07","810.18","811.62","804.94","539.90K","0.63%"
"10/30/2007","804.99","812.34","812.61","802.08","430.80K","-0.29%"
"10/29/2007","807.31","809.41","811.29","804.35","456.53K","1.03%"
"10/26/2007","799.06","798.22","799.41","791.24","485.97K","0.68%"
"10/25/2007","793.70","792.60","798.24","786.59","471.68K","1.52%"
"10/24/2007","781.79","799.09","801.84","779.20","596.22K","-0.91%"
"10/23/2007","789.00","786.42","789.03","780.90","502.03K","2.61%"
"10/22/2007","768.90","747.11","769.40","742.13","472.46K","-2.29%"
"10/19/2007","786.93","797.55","797.96","786.92","497.21K","-0.67%"
"10/18/2007","792.20","786.06","793.38","784.80","430.64K","1.54%"
"10/17/2007","780.22","789.49","791.56","764.99","587.58K","-1.58%"
"10/16/2007","792.73","807.66","808.29","789.64","621.50K","-2.60%"
"10/15/2007","813.93","815.65","816.75","811.56","570.83K","0.90%"
"10/12/2007","806.69","812.56","813.00","802.41","611.23K","-1.30%"
"10/11/2007","817.28","817.21","820.65","812.30","694.09K","-0.12%"
"10/10/2007","818.26","822.81","823.41","815.10","645.11K","0.67%"
"10/09/2007","812.80","819.89","823.46","804.54","648.56K","-0.45%"
"10/08/2007","816.47","823.50","828.83","815.84","651.63K","0.36%"
"10/05/2007","813.51","818.01","818.12","812.02","685.67K","-0.15%"
"10/04/2007","814.72","810.39","816.92","808.51","636.29K","0.54%"
"10/02/2007","810.32","813.94","816.88","810.20","657.13K","0.90%"
"10/01/2007","803.12","798.29","804.27","797.23","573.16K","1.08%"
"09/28/2007","794.56","793.21","794.60","787.70","556.31K","0.31%"
"09/27/2007","792.13","797.31","799.11","789.03","533.79K","0.47%"
"09/21/2007","788.41","783.90","788.41","781.02","621.14K","0.82%"
"09/20/2007","781.96","787.52","788.24","781.88","756.42K","-0.35%"
"09/19/2007","784.67","793.89","796.02","783.56","862.31K","1.19%"
"09/18/2007","775.45","784.75","784.96","775.43","869.14K","-1.19%"
"09/17/2007","784.75","789.17","790.15","782.65","676.55K","0.19%"
"09/14/2007","783.27","775.53","783.79","775.53","735.12K","2.07%"
"09/13/2007","767.39","758.89","767.42","755.72","751.05K","1.26%"
"09/12/2007","757.83","774.72","776.27","757.83","816.50K","-1.24%"
"09/11/2007","767.32","766.24","768.02","762.88","703.50K","0.87%"
"09/10/2007","760.72","759.58","762.60","753.32","602.76K","-1.95%"
"09/07/2007","775.85","780.51","781.94","773.35","705.59K","-0.14%"
"09/06/2007","776.90","769.78","776.90","767.12","542.59K","0.43%"
"09/05/2007","773.54","783.62","784.32","773.28","681.44K","-0.29%"
"09/04/2007","775.76","782.48","782.75","773.55","726.57K","-0.40%"
"09/03/2007","778.89","783.49","783.70","776.68","596.98K","0.49%"
"08/31/2007","775.13","769.21","775.20","766.99","618.56K","1.24%"
"08/30/2007","765.60","773.96","775.12","765.58","558.44K","0.92%"
"08/29/2007","758.64","736.20","758.65","734.43","607.99K","-0.24%"
"08/28/2007","760.43","760.10","763.17","755.99","705.55K","-0.03%"
"08/27/2007","760.63","769.51","770.76","760.62","596.74K","0.86%"
"08/24/2007","754.16","756.02","757.74","749.41","682.36K","-0.28%"
"08/23/2007","756.27","757.21","761.02","755.80","768.21K","2.00%"
"08/22/2007","741.43","733.98","743.03","733.98","826.41K","1.86%"
"08/21/2007","727.88","729.04","732.80","721.49","577.27K","0.87%"
"08/20/2007","721.59","700.18","721.71","700.18","567.36K","7.14%"
"08/17/2007","673.48","689.53","694.38","669.30","646.57K","-2.26%"
"08/16/2007","689.07","733.78","733.78","688.28","774.94K","-10.15%"
"08/14/2007","766.92","787.95","789.53","761.79","646.12K","-2.45%"
"08/13/2007","786.20","795.15","796.01","783.23","556.51K","-0.28%"
"08/10/2007","788.41","796.18","801.06","782.71","670.14K","-2.99%"
"08/09/2007","812.69","816.57","817.54","807.31","643.66K","0.59%"
"08/08/2007","807.96","807.17","808.85","802.24","595.25K","0.89%"
"08/07/2007","800.83","807.85","808.38","796.65","575.81K","0.63%"
"08/06/2007","795.85","786.44","796.43","784.13","438.55K","-0.38%"
"08/03/2007","798.86","797.33","800.86","795.22","527.01K","1.57%"
"08/02/2007","786.52","801.51","804.57","772.60","598.17K","-0.37%"
"08/01/2007","789.46","807.66","809.71","788.18","552.66K","-2.72%"
"07/31/2007","811.52","803.25","811.54","800.92","539.47K","2.18%"
"07/30/2007","794.19","788.67","794.50","785.91","450.35K","0.27%"
"07/27/2007","792.06","803.18","805.78","783.25","530.05K","-3.09%"
"07/26/2007","817.28","826.24","828.87","817.28","566.55K","-0.28%"
"07/25/2007","819.60","808.65","820.60","806.59","589.98K","0.75%"
"07/24/2007","813.47","824.65","824.69","805.90","642.44K","-0.65%"
"07/23/2007","818.79","824.04","827.96","818.79","593.19K","-0.79%"
"07/20/2007","825.33","826.02","826.42","820.41","546.27K","0.73%"
"07/19/2007","819.32","822.58","824.24","816.18","554.74K","0.05%"
"07/18/2007","818.92","826.06","826.79","818.91","558.05K","-0.12%"
"07/16/2007","819.91","829.45","829.51","815.51","502.72K","-0.67%"
"07/13/2007","825.40","840.83","841.09","821.97","561.70K","-0.34%"
"07/12/2007","828.22","828.50","831.17","826.27","509.81K","1.00%"
"07/11/2007","820.02","810.29","820.79","809.20","474.04K","0.63%"
"07/10/2007","814.85","820.44","820.70","809.78","467.29K","0.15%"
"07/09/2007","813.59","819.17","820.98","810.23","506.89K","0.31%"
"07/06/2007","811.06","809.88","811.07","801.73","456.18K","1.02%"
"07/05/2007","802.87","809.49","810.72","802.85","486.09K","-0.14%"
"07/04/2007","804.02","805.22","806.47","800.61","514.50K","0.92%"
"07/03/2007","796.71","794.65","797.44","793.21","512.90K","1.54%"
"07/02/2007","784.61","781.42","784.90","779.40","384.11K","0.76%"
"06/29/2007","778.69","782.27","786.82","776.60","438.26K","0.02%"
"06/28/2007","778.50","770.11","778.58","767.94","490.40K","2.30%"
"06/27/2007","761.03","780.78","780.91","759.41","549.73K","-2.47%"
"06/26/2007","780.31","802.61","804.49","769.09","711.66K","-2.07%"
"06/25/2007","796.80","803.67","810.92","793.59","653.28K","-1.58%"
"06/22/2007","809.58","820.31","822.20","804.21","747.58K","-0.10%"
"06/21/2007","810.36","794.26","811.13","793.74","744.30K","1.64%"
"06/20/2007","797.27","826.22","828.08","794.56","811.95K","-2.77%"
"06/19/2007","819.97","824.18","824.18","814.76","856.55K","0.23%"
"06/18/2007","818.11","812.43","818.88","811.94","801.18K","2.19%"
"06/15/2007","800.61","791.39","800.76","790.29","745.81K","2.25%"
"06/14/2007","783.02","775.13","783.09","773.30","629.67K","2.28%"
"06/13/2007","765.53","763.07","766.65","758.23","548.61K","0.33%"
"06/12/2007","763.05","763.79","764.75","757.21","647.68K","0.57%"
"06/11/2007","758.69","770.46","771.44","758.65","651.74K","-0.26%"
"06/08/2007","760.63","758.51","763.85","752.02","582.38K","-0.16%"
"06/07/2007","761.84","746.26","761.85","745.06","585.45K","1.57%"
"06/05/2007","750.08","748.84","752.07","744.05","549.92K","0.62%"
"06/04/2007","745.49","751.65","752.74","738.94","526.92K","0.39%"
"06/01/2007","742.61","754.07","754.48","742.02","600.17K","-0.70%"
"05/31/2007","747.87","743.31","748.04","739.69","654.45K","1.67%"
"05/30/2007","735.60","741.00","742.11","729.01","632.50K","0.11%"
"05/29/2007","734.82","736.03","737.20","733.23","654.26K","0.78%"
"05/28/2007","729.16","726.67","729.44","725.92","591.10K","1.34%"
"05/25/2007","719.54","712.43","720.27","711.56","597.53K","0.38%"
"05/23/2007","716.83","716.28","717.26","713.23","611.77K","0.84%"
"05/22/2007","710.86","712.90","713.55","709.40","708.72K","0.23%"
"05/21/2007","709.23","708.32","710.27","706.13","614.90K","-0.26%"
"05/18/2007","711.08","713.04","713.20","705.69","590.10K","0.06%"
"05/17/2007","710.67","708.34","710.94","707.34","638.61K","1.32%"
"05/16/2007","701.40","700.58","702.94","697.02","567.46K","0.55%"
"05/15/2007","697.53","705.65","706.89","697.49","603.09K","-0.90%"
"05/14/2007","703.83","714.44","714.58","702.57","554.18K","-0.58%"
"05/11/2007","707.97","699.82","707.97","696.64","558.52K","0.50%"
"05/10/2007","704.44","708.78","709.82","702.94","606.22K","0.42%"
"05/09/2007","701.50","701.23","702.11","698.67","546.72K","0.47%"
"05/08/2007","698.25","705.97","706.14","697.77","560.34K","-0.64%"
"05/07/2007","702.76","699.42","703.25","699.42","574.51K","1.34%"
"05/04/2007","693.44","690.93","693.47","689.71","569.87K","1.01%"
"05/03/2007","686.53","687.33","688.73","685.71","607.30K","0.65%"
"05/02/2007","682.07","680.26","682.65","677.52","566.47K","0.92%"
"04/30/2007","675.88","676.63","679.42","674.56","540.76K","0.05%"
"04/27/2007","675.52","684.84","685.01","675.20","631.27K","-0.94%"
"04/26/2007","681.93","688.36","690.40","681.93","656.34K","-0.25%"
"04/25/2007","683.66","693.62","693.91","679.48","763.10K","-1.15%"
"04/24/2007","691.60","692.67","693.02","688.39","757.66K","-0.06%"
"04/23/2007","692.01","697.98","699.53","692.00","784.62K","0.07%"
"04/20/2007","691.56","685.05","691.58","685.05","799.68K","1.28%"
"04/19/2007","682.85","692.03","692.65","680.67","725.89K","-1.03%"
"04/18/2007","689.95","689.37","692.99","688.72","840.87K","-0.03%"
"04/17/2007","690.16","698.24","698.55","687.93","868.56K","-0.99%"
"04/16/2007","697.09","690.24","697.09","689.11","851.10K","1.73%"
"04/13/2007","685.22","683.95","685.96","682.23","893.23K","0.59%"
"04/12/2007","681.19","676.38","682.16","676.22","861.55K","0.66%"
"04/11/2007","676.70","677.53","678.67","676.57","897.13K","0.34%"
"04/10/2007","674.41","674.29","674.82","670.11","861.73K","0.58%"
"04/09/2007","670.54","669.26","671.32","669.07","850.01K","0.68%"
"04/06/2007","666.00","667.34","667.39","665.26","803.98K","0.30%"
"04/05/2007","663.98","664.00","664.40","662.03","901.93K","0.48%"
"04/04/2007","660.81","660.89","662.33","659.09","846.97K","0.85%"
"04/03/2007","655.22","654.18","655.80","650.38","722.61K","0.53%"
"04/02/2007","651.78","651.53","653.88","650.51","714.04K","0.43%"
"03/30/2007","648.99","648.72","649.38","646.89","750.19K","0.56%"
"03/29/2007","645.37","637.56","645.42","637.56","697.43K","1.34%"
"03/28/2007","636.82","641.07","644.10","635.76","725.19K","-0.68%"
"03/27/2007","641.20","643.83","643.83","639.81","748.69K","0.05%"
"03/26/2007","640.88","642.43","643.70","640.49","663.95K","0.00%"
"03/23/2007","640.89","647.12","647.87","639.10","691.71K","-0.76%"
"03/22/2007","645.77","649.57","650.14","645.77","732.64K","0.30%"
"03/21/2007","643.82","649.03","649.77","641.64","800.08K","-0.24%"
"03/20/2007","645.37","650.50","651.55","644.49","966.40K","0.23%"
"03/19/2007","643.89","635.12","643.93","635.12","797.74K","1.98%"
"03/16/2007","631.39","629.04","632.81","626.99","770.43K","1.07%"
"03/15/2007","624.70","620.16","625.41","620.16","764.83K","1.86%"
"03/14/2007","613.31","609.70","615.35","608.12","746.19K","-1.14%"
"03/13/2007","620.41","622.73","622.82","619.47","849.59K","0.13%"
"03/12/2007","619.62","616.59","619.70","616.42","761.16K","1.01%"
"03/09/2007","613.41","615.80","616.28","611.45","673.88K","0.28%"
"03/08/2007","611.69","608.03","613.03","608.03","656.68K","0.91%"
"03/07/2007","606.19","608.84","610.23","605.34","699.80K","0.70%"
"03/06/2007","601.96","595.68","602.13","595.56","713.19K","1.33%"
"03/05/2007","594.03","605.19","607.20","594.03","720.22K","-2.14%"
"03/02/2007","606.99","599.20","609.97","599.19","733.98K","1.01%"
"02/28/2007","600.93","586.41","600.95","581.84","636.85K","-1.73%"
"02/27/2007","611.52","615.34","616.64","611.38","687.37K","-0.24%"
"02/26/2007","613.01","612.02","615.32","610.93","672.87K","0.36%"
"02/23/2007","610.83","612.75","613.60","609.77","598.25K","0.07%"
"02/22/2007","610.41","610.01","611.92","609.73","624.46K","0.37%"
"02/21/2007","608.16","608.77","609.09","606.04","590.64K","0.11%"
"02/20/2007","607.48","607.37","608.17","605.87","529.25K","0.40%"
"02/16/2007","605.07","605.72","605.89","602.58","533.62K","0.15%"
"02/15/2007","604.17","607.91","608.27","603.84","598.10K","0.23%"
"02/14/2007","602.78","601.11","603.12","601.11","594.65K","1.02%"
"02/13/2007","596.71","600.09","602.45","596.35","599.90K","-0.41%"
"02/12/2007","599.19","600.24","600.24","595.49","519.36K","-0.45%"
"02/09/2007","601.89","602.49","604.81","601.58","561.43K","0.01%"
"02/08/2007","601.82","602.90","604.21","600.77","600.95K","0.21%"
"02/07/2007","600.56","598.63","600.65","596.99","618.59K","0.73%"
"02/06/2007","596.22","596.37","597.34","594.62","604.04K","0.27%"
"02/05/2007","594.61","595.77","596.23","593.32","534.14K","0.49%"
"02/02/2007","591.72","584.91","592.01","584.91","608.00K","1.59%"
"02/01/2007","582.46","580.03","583.75","578.87","617.72K","1.06%"
"01/31/2007","576.37","583.21","584.20","576.35","610.13K","-0.80%"
"01/30/2007","581.04","583.16","584.34","578.06","598.90K","-0.25%"
"01/29/2007","582.48","587.06","588.11","582.47","604.97K","-0.11%"
"01/26/2007","583.15","579.05","583.66","578.10","569.79K","-0.07%"
"01/25/2007","583.58","585.78","587.22","583.33","628.41K","0.57%"
"01/24/2007","580.27","573.80","580.27","573.78","604.29K","1.62%"
"01/23/2007","571.04","573.49","577.48","569.99","635.28K","-1.05%"
"01/22/2007","577.12","584.56","585.06","574.85","673.48K","-1.11%"
"01/19/2007","583.62","594.34","594.34","582.41","670.26K","-2.25%"
"01/18/2007","597.05","597.57","602.43","596.48","639.89K","-0.19%"
"01/17/2007","598.17","605.19","605.22","596.67","819.79K","-1.21%"
"01/16/2007","605.50","610.33","610.57","604.47","678.16K","-0.49%"
"01/15/2007","608.47","612.49","613.38","608.20","701.95K","0.08%"
"01/12/2007","608.01","605.37","608.06","605.21","694.26K","1.18%"
"01/11/2007","600.94","600.43","604.20","600.09","759.85K","0.70%"
"01/10/2007","596.78","603.15","603.40","591.75","557.03K","-0.86%"
"01/09/2007","601.95","600.46","602.51","598.22","673.79K","0.69%"
"01/08/2007","597.83","601.18","601.61","596.82","594.14K","-0.75%"
"01/05/2007","602.35","607.05","608.20","592.29","684.05K","-0.26%"
"01/04/2007","603.94","604.86","605.87","600.30","604.71K","0.21%"
"01/03/2007","602.69","610.81","610.84","601.87","564.04K","-0.99%"
"01/02/2007","608.72","610.03","610.14","608.23","475.86K","0.42%"
"12/28/2006","606.15","596.43","606.15","596.43","562.48K","2.36%"
"12/27/2006","592.18","591.56","593.42","590.53","558.48K","0.35%"
"12/26/2006","590.12","600.70","601.32","588.12","629.61K","-1.91%"
"12/22/2006","601.60","608.51","609.14","601.35","696.02K","-1.16%"
"12/21/2006","608.69","615.73","615.78","608.55","605.34K","-0.91%"
"12/20/2006","614.27","615.29","617.17","612.86","639.88K","0.14%"
"12/19/2006","613.43","617.08","617.89","613.11","604.74K","-0.51%"
"12/18/2006","616.59","616.02","617.50","615.85","550.65K","0.70%"
"12/15/2006","612.29","609.72","613.39","609.72","516.75K","1.06%"
"12/14/2006","605.89","599.86","606.03","599.35","503.92K","1.26%"
"12/13/2006","598.35","596.67","600.41","595.24","528.14K","0.15%"
"12/12/2006","597.46","611.29","611.29","595.27","593.59K","-2.06%"
"12/11/2006","610.03","609.63","611.94","609.63","534.34K","0.27%"
"12/08/2006","608.39","612.81","613.14","606.29","594.40K","-0.98%"
"12/07/2006","614.43","615.38","617.37","613.38","629.40K","-0.09%"
"12/06/2006","614.99","621.31","622.51","610.61","569.79K","-0.79%"
"12/05/2006","619.87","621.77","623.55","619.61","639.33K","0.28%"
"12/04/2006","618.13","619.07","620.31","618.11","553.88K","-0.26%"
"12/01/2006","619.76","623.49","624.04","619.65","616.40K","-0.39%"
"11/30/2006","622.17","621.20","622.25","620.17","672.95K","0.81%"
"11/29/2006","617.19","616.20","618.29","615.48","671.03K","0.70%"
