,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,다우존스,다우존스,다우존스,다우존스,다우존스,다우존스,나스닥,나스닥,나스닥,나스닥,나스닥,나스닥,S&P500,S&P500,S&P500,S&P500,S&P500,S&P500,VIX지수,VIX지수,VIX지수,VIX지수,VIX지수,VIX지수,항셍지수,항셍지수,항셍지수,항셍지수,항셍지수,항셍지수,닛케이,닛케이,닛케이,닛케이,닛케이,닛케이,FTSE100,FTSE100,FTSE100,FTSE100,FTSE100,FTSE100,CAC 40,CAC 40,CAC 40,CAC 40,CAC 40,CAC 40,달러인덱스,달러인덱스,달러인덱스,달러인덱스,달러인덱스,달러인덱스
,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-20,3043.13,3047.24,3012.97,3013.13,680326898.0,-0.0053,2.0,-15.91,11178213476930.0,2191094043358948.0,1009.11,1011.55,1001.1,1001.62,1552193249.0,-0.0037,2.0,-3.73,11827293635053.0,427826189364811.0,397.48,398.09,393.6,393.74,129247377.0,-0.0042,2.0,-1.67,7570788391002.0,1873734296435625.0,35475.160156,35669.691406,35465.710938,35609.339844,35609.339844,265750000.0,15160.0,15178.389648,15071.150391,15121.679688,15121.679688,4117050000.0,4524.419922,4540.870117,4524.399902,4536.189941,4536.189941,3670760000.0,15.82,15.89,15.29,15.49,15.49,0.0,26074.199219,26214.630859,25915.619141,26136.019531,26136.019531,1823605200.0,29385.949219,29489.109375,29222.320313,29255.550781,29255.550781,66100000.0,7217.5,7229.299805,7199.299805,7223.100098,7223.100098,655710900.0,6636.609863,6715.52002,6636.609863,6705.609863,6705.609863,65963400.0,93.809998,93.879997,93.540001,93.559998,93.559998,0.0
2021-10-21,3012.28,3025.88,3002.74,3007.33,887369794.0,-0.0019,2.0,-5.8,10572398217802.0,2185679891266018.0,1003.48,1004.61,992.04,993.7,1559956716.0,-0.0079,2.0,-7.92,11817299443322.0,424749090561410.0,393.56,395.51,392.38,393.18,136385949.0,-0.0014000000000000002,2.0,-0.56,7176122525200.0,1870082912321625.0,35520.320313,35612.359375,35442.53125,35603.078125,35603.078125,298390000.0,15104.799805,15222.25,15094.139648,15215.700195,15215.700195,4961860000.0,4532.240234,4551.439941,4526.890137,4549.779785,4549.779785,3822330000.0,16.059999,16.110001,14.92,15.01,15.01,0.0,26141.849609,26229.800781,25840.589844,26017.529297,26017.529297,2085122100.0,29152.740234,29220.820313,28688.779297,28708.580078,28708.580078,59100000.0,7223.100098,7227.100098,7181.700195,7190.299805,7190.299805,615511300.0,6673.140137,6699.209961,6658.950195,6686.169922,6686.169922,63926300.0,93.580002,93.790001,93.5,93.769997,93.769997,0.0
2021-10-22,3005.36,3018.7,2996.26,3006.16,695272936.0,-0.0004,2.0,-1.17,9047262545950.0,2184542201010108.0,992.22,1000.15,989.43,995.07,1161757809.0,0.0014000000000000002,1.0,1.37,10771157419543.0,425781067107259.0,392.82,394.91,391.54,393.34,108298947.0,0.0004,1.0,0.16,6160691257463.0,1869785049975050.0,35607.71875,35765.019531,35533.949219,35677.019531,35677.019531,346290000.0,15158.070313,15193.009766,15021.019531,15090.200195,15090.200195,5775770000.0,4546.120117,4559.669922,4524.0,4544.899902,4544.899902,3758220000.0,15.35,16.389999,14.84,15.43,15.43,0.0,26114.839844,26195.289063,25976.029297,26126.929688,26126.929688,1699583700.0,28578.529297,28989.5,28546.570313,28804.849609,28804.849609,60200000.0,7190.299805,7235.200195,7190.299805,7204.600098,7204.600098,482745100.0,6720.919922,6765.459961,6716.149902,6733.689941,6733.689941,65949700.0,93.75,93.790001,93.540001,93.610001,93.610001,0.0
2021-10-25,3001.1,3025.27,2983.29,3020.54,791795966.0,0.0048,1.0,14.38,10489293804156.0,2194484567353427.0,994.75,995.39,986.55,994.31,1061836072.0,-0.0008,2.0,-0.76,8737161207277.0,425437548603624.0,392.45,395.99,390.02,395.01,152055691.0,0.0042,1.0,1.67,7619706859903.0,1878585769143085.0,35692.621094,35787.039063,35629.371094,35741.148438,35741.148438,267220000.0,15142.919922,15259.629883,15070.75,15226.709961,15226.709961,5750200000.0,4553.689941,4572.620117,4537.359863,4566.47998,4566.47998,3899400000.0,16.139999,16.33,15.1,15.24,15.24,0.0,26020.779297,26212.900391,25929.669922,26132.029297,26132.029297,1455214700.0,28527.130859,28668.699219,28472.550781,28600.410156,28600.410156,62700000.0,7204.600098,7247.5,7204.600098,7222.799805,7222.799805,590620500.0,6752.97998,6752.97998,6707.319824,6712.870117,6712.870117,58586000.0,93.660004,93.959999,93.480003,93.809998,93.809998,0.0
2021-10-26,3039.82,3051.65,3030.53,3049.08,564559805.0,0.009399999999999999,1.0,28.54,9512681741122.0,2215757779840433.0,1000.32,1011.76,1000.29,1011.76,1330616766.0,0.0175,1.0,17.45,9991541408685.0,432990292153404.0,397.75,399.67,396.28,399.07,135398751.0,0.0103,1.0,4.06,6954036069869.0,1897336624177870.0,35791.050781,35892.921875,35734.730469,35756.878906,35756.878906,321910000.0,15317.5,15384.0,15198.230469,15235.709961,15235.709961,7173230000.0,4578.689941,4598.529785,4569.169922,4574.790039,4574.790039,3879740000.0,15.02,16.709999,14.9,15.98,15.98,0.0,26234.939453,26234.939453,25905.080078,26038.269531,26038.269531,1533464400.0,28927.609375,29160.759766,28893.949219,29106.009766,29106.009766,72800000.0,7222.799805,7281.200195,7222.799805,7277.600098,7277.600098,683335400.0,6723.060059,6775.819824,6711.209961,6766.509766,6766.509766,79339600.0,93.839996,94.019997,93.709999,93.949997,93.949997,0.0
2021-10-27,3045.83,3049.02,3019.0,3025.49,607875370.0,-0.0077,2.0,-23.59,10220672977011.0,2198753266106801.0,1012.91,1013.17,1006.03,1008.95,1273224675.0,-0.0028000000000000004,2.0,-2.81,11207852223318.0,431939999325316.0,398.31,398.82,394.41,395.48,193851338.0,-0.009000000000000001,2.0,-3.59,7592190324502.0,1882185903849160.0,35835.429688,35835.429688,35490.429688,35490.691406,35490.691406,354180000.0,15276.0,15364.540039,15235.839844,15235.839844,15235.839844,6130110000.0,4580.220215,4584.569824,4551.660156,4551.680176,4551.680176,4226050000.0,15.79,17.290001,15.54,16.98,16.98,0.0,25795.169922,25795.169922,25555.169922,25628.740234,25628.740234,1620780100.0,29056.009766,29139.220703,28870.25,29098.240234,29098.240234,70600000.0,7277.600098,7280.5,7247.299805,7253.299805,7253.299805,606503800.0,6755.629883,6771.189941,6731.859863,6753.52002,6753.52002,68739200.0,93.970001,94.010002,93.690002,93.860001,93.860001,0.0
2021-10-28,3023.17,3034.42,3009.55,3009.55,617256798.0,-0.0053,2.0,-15.94,12367618427652.0,2188063339084740.0,1008.93,1011.5,999.59,1000.13,1311944369.0,-0.0087,2.0,-8.82,11407407913073.0,428184000016564.0,394.87,397.79,393.89,393.89,180654911.0,-0.004,2.0,-1.59,9623791584527.0,1872583762351535.0,35545.410156,35742.25,35545.410156,35730.480469,35730.480469,337400000.0,15304.740234,15452.299805,15290.30957,15448.120117,15448.120117,5714890000.0,4562.839844,4597.549805,4562.839844,4596.419922,4596.419922,4132950000.0,17.059999,17.16,16.23,16.530001,16.530001,0.0,25648.419922,25736.380859,25473.160156,25555.730469,25555.730469,2021051100.0,28871.609375,28895.109375,28693.060547,28820.089844,28820.089844,142800000.0,7253.299805,7257.899902,7219.700195,7249.5,7249.5,677063000.0,6750.779785,6804.220215,6750.779785,6804.220215,6804.220215,75981000.0,93.879997,93.970001,93.279999,93.349998,93.349998,0.0
2021-10-29,3025.67,3030.17,2965.4,2970.68,545833755.0,-0.0129,2.0,-38.87,11035682384856.0,2159375927406380.0,1004.91,1005.19,991.03,992.33,1318558678.0,-0.0078000000000000005,2.0,-7.8,10407000817514.0,425205954505588.0,396.08,396.92,387.82,388.47,146473425.0,-0.0138,2.0,-5.42,8268182364899.0,1846243548533785.0,35712.28125,35852.53125,35633.199219,35819.558594,35819.558594,399400000.0,15323.290039,15504.120117,15323.290039,15498.389648,15498.389648,5338290000.0,4572.870117,4608.080078,4567.589844,4605.379883,4605.379883,4510200000.0,17.4,18.059999,16.129999,16.26,16.26,0.0,25466.859375,25516.220703,25314.240234,25377.240234,25377.240234,2051346200.0,28819.160156,29000.650391,28475.060547,28892.689453,28892.689453,104500000.0,7249.5,7249.5,7192.100098,7237.600098,7237.600098,875049200.0,6778.790039,6830.339844,6748.529785,6830.339844,6830.339844,89550100.0,93.360001,94.300003,93.32,94.120003,94.120003,0.0
2021-11-01,2984.18,2991.81,2976.87,2978.94,475382111.0,0.0028000000000000004,1.0,8.26,9410799387549.0,2166070209519305.0,995.56,1001.25,994.28,998.57,1173729999.0,0.0063,1.0,6.24,10938622668484.0,429084558556825.0,390.34,391.65,389.14,389.81,121440446.0,0.0034000000000000002,1.0,1.34,6602017141770.0,1852259821146155.0,35833.648438,36009.738281,35797.96875,35913.839844,35913.839844,292880000.0,15541.259766,15598.950195,15470.820313,15595.919922,15595.919922,5273950000.0,4610.620117,4620.339844,4595.060059,4613.669922,4613.669922,3971540000.0,16.85,17.700001,16.32,16.41,16.41,0.0,25268.349609,25270.410156,24972.5,25154.320313,25154.320313,1586722800.0,29330.679688,29666.830078,29267.630859,29647.080078,29647.080078,76700000.0,7237.600098,7303.399902,7237.600098,7288.600098,7288.600098,644379600.0,6870.279785,6908.649902,6859.439941,6893.290039,6893.290039,67294100.0,94.129997,94.309998,93.860001,93.879997,93.879997,0.0
2021-11-02,2995.58,3034.3,2995.58,3013.49,525853038.0,0.0116,1.0,34.55,9662968105172.0,2191376531144535.0,1000.96,1012.2,1000.96,1009.44,1399930759.0,0.0109,1.0,10.87,10826784587141.0,433942487239632.0,392.18,398.1,392.18,394.82,126751528.0,0.0129,1.0,5.01,7009440084415.0,1874898766802865.0,35935.109375,36088.808594,35884.128906,36052.628906,36052.628906,304510000.0,15583.980469,15656.599609,15569.269531,15649.599609,15649.599609,5129370000.0,4613.339844,4635.149902,4613.339844,4630.649902,4630.649902,3975250000.0,16.540001,16.65,15.89,16.030001,16.030001,0.0,25609.009766,25639.660156,25030.689453,25099.669922,25099.669922,1964593300.0,29462.400391,29599.570313,29457.179688,29520.900391,29520.900391,71100000.0,7288.600098,7288.600098,7240.0,7274.799805,7274.799805,788360700.0,6883.060059,6933.350098,6879.689941,6927.029785,6927.029785,64187800.0,93.93,94.129997,93.82,94.089996,94.089996,0.0
2021-11-03,3020.36,3020.87,2969.01,2975.71,658648364.0,-0.0125,2.0,-37.78,12438267928860.0,2189540503438221.0,1011.2,1013.68,1003.66,1005.0,1099571601.0,-0.0044,2.0,-4.44,10258777705298.0,432055399313600.0,395.73,395.85,388.52,389.48,137221704.0,-0.013500000000000002,2.0,-5.34,6989417940309.0,1849642174263025.0,36059.089844,36178.511719,35891.730469,36157.578125,36157.578125,262540000.0,15658.519531,15821.570313,15616.44043,15811.580078,15811.580078,5325110000.0,4630.649902,4663.459961,4621.189941,4660.569824,4660.569824,4319660000.0,16.110001,16.389999,14.9,15.1,15.1,0.0,25060.929688,25187.089844,24808.589844,25024.75,25024.75,1690457100.0,29462.400391,29599.570313,29457.179688,29520.900391,29520.900391,71100000.0,7274.799805,7277.600098,7235.299805,7248.899902,7248.899902,729024900.0,6919.470215,6955.100098,6917.75,6950.649902,6950.649902,65516400.0,94.120003,94.209999,93.82,93.860001,93.860001,0.0
2021-11-04,3000.92,3011.56,2978.07,2983.22,772023904.0,0.0025,1.0,7.51,14658519584987.0,2195428830265029.0,1012.62,1015.72,995.73,1001.43,1227813093.0,-0.0036,2.0,-3.57,11418124829686.0,430353454538720.0,393.16,395.15,390.75,391.54,185410670.0,0.0053,1.0,2.06,10359146196992.0,1859474433549960.0,36107.460938,36168.03125,35986.480469,36124.230469,36124.230469,307640000.0,15849.740234,15966.089844,15827.660156,15940.30957,15940.30957,5297250000.0,4662.930176,4683.0,4662.589844,4680.060059,4680.060059,4462300000.0,15.06,16.139999,14.73,15.44,15.44,0.0,25141.099609,25244.980469,25010.359375,25225.189453,25225.189453,1639485100.0,29859.740234,29880.810547,29718.779297,29794.369141,29794.369141,90400000.0,7248.899902,7293.0,7247.600098,7279.899902,7279.899902,988387200.0,6977.620117,6993.009766,6962.009766,6987.790039,6987.790039,76559800.0,93.860001,94.470001,93.830002,94.349998,94.349998,0.0
2021-11-05,3003.53,3003.53,2953.96,2969.27,688027918.0,-0.004699999999999999,2.0,-13.95,12669722983462.0,2185189385744004.0,1006.04,1006.04,995.35,1001.35,1253704592.0,-0.0001,2.0,-0.08,11271591794126.0,430421532035926.0,394.65,394.81,387.66,389.86,139113487.0,-0.0043,2.0,-1.68,8175681356500.0,1850489636640835.0,36268.75,36484.75,36190.199219,36327.949219,36327.949219,344600000.0,16003.55957,16053.389648,15900.780273,15971.589844,15971.589844,5566400000.0,4699.259766,4718.5,4681.319824,4697.529785,4697.529785,4467180000.0,15.59,17.02,14.95,16.48,16.48,0.0,24950.679688,25049.369141,24724.390625,24870.509766,24870.509766,2020689200.0,29840.730469,29840.730469,29504.070313,29611.570313,29611.570313,73500000.0,7279.899902,7331.299805,7270.0,7304.0,7304.0,829628100.0,6983.799805,7063.399902,6983.799805,7040.790039,7040.790039,79993700.0,94.339996,94.620003,94.190002,94.32,94.32,0.0
2021-11-08,2965.36,2968.18,2930.9,2960.2,560205356.0,-0.0031,2.0,-9.07,10388089493103.0,2178020380431059.0,999.08,1003.18,988.36,1002.5,1254164590.0,0.0011,1.0,1.15,10375408483886.0,430895728191855.0,390.1,390.71,385.5,389.59,126068904.0,-0.0007000000000000001,2.0,-0.27,7561868853951.0,1845572097116260.0,36416.460938,36565.730469,36334.421875,36432.21875,36432.21875,284400000.0,15995.719727,16038.230469,15961.80957,15982.360352,15982.360352,5723650000.0,4701.47998,4714.919922,4694.390137,4701.700195,4701.700195,4269710000.0,17.23,17.690001,16.440001,17.219999,17.219999,0.0,24743.539063,24837.769531,24633.570313,24763.769531,24763.769531,1762623700.0,29735.449219,29735.449219,29507.050781,29507.050781,29507.050781,68300000.0,7304.0,7316.5,7293.5,7300.399902,7300.399902,617444100.0,7041.600098,7067.100098,7037.669922,7047.47998,7047.47998,66513600.0,94.25,94.379997,93.989998,94.050003,94.050003,0.0
2021-11-09,2958.15,2987.28,2949.17,2962.46,708773471.0,0.0008,1.0,2.26,9684977252764.0,2180787959345307.0,1002.51,1010.79,1002.51,1008.68,1245497354.0,0.0062,1.0,6.18,11659256395296.0,433588443941298.0,389.17,393.13,388.25,390.36,127585302.0,0.002,1.0,0.77,7083502826325.0,1849890497454890.0,36404.53125,36416.980469,36173.070313,36319.980469,36319.980469,258020000.0,16024.129883,16035.209961,15836.679688,15886.540039,15886.540039,5574660000.0,4707.25,4708.529785,4670.870117,4685.25,4685.25,4117080000.0,17.43,18.57,17.209999,17.780001,17.780001,0.0,24952.820313,24956.369141,24678.660156,24813.130859,24813.130859,1154696200.0,29557.550781,29750.460938,29240.310547,29285.460938,29285.460938,65000000.0,7300.399902,7314.100098,7268.799805,7274.0,7274.0,780375900.0,7023.580078,7079.580078,7016.72998,7043.27002,7043.27002,71276900.0,94.089996,94.150002,93.879997,93.959999,93.959999,0.0
2021-11-10,2947.46,2958.61,2924.36,2930.17,570931752.0,-0.0109,2.0,-32.29,9663221463613.0,2157022729552783.0,1006.59,1006.9,983.82,987.75,1476502817.0,-0.0207,2.0,-20.93,14354186393141.0,425780255167798.0,388.37,390.36,385.57,386.24,117561127.0,-0.0106,2.0,-4.12,6908340557195.0,1830220199655275.0,36299.25,36346.609375,36009.5,36079.941406,36079.941406,278390000.0,15753.839844,15867.240234,15543.679688,15622.709961,15622.709961,5369110000.0,4670.259766,4684.850098,4630.859863,4646.709961,4646.709961,4503720000.0,17.74,19.9,17.219999,18.73,18.73,0.0,24787.439453,25013.109375,24481.259766,24996.140625,24996.140625,1688052600.0,29209.060547,29296.880859,29079.769531,29106.779297,29106.779297,63900000.0,7274.0,7340.200195,7270.100098,7340.200195,7340.200195,908302100.0,7046.169922,7053.27002,7014.939941,7045.160156,7045.160156,85630200.0,93.980003,94.900002,93.970001,94.849998,94.849998,0.0
2021-11-11,2911.41,2925.19,2903.72,2924.92,572859058.0,-0.0018,2.0,-5.25,13468395643103.0,2153082343088190.0,981.42,994.69,979.68,992.65,1108639885.0,0.005,1.0,4.9,12919701760092.0,427847548553403.0,383.84,386.03,382.57,385.97,212910236.0,-0.0007000000000000001,2.0,-0.27,11150759419546.0,1828338041758920.0,36038.78125,36108.171875,35915.269531,35921.230469,35921.230469,270320000.0,15752.080078,15768.030273,15695.769531,15704.280273,15704.280273,4570460000.0,4659.390137,4664.549805,4648.310059,4649.27002,4649.27002,3926870000.0,18.34,18.389999,17.27,17.66,17.66,0.0,24856.109375,25324.660156,24836.210938,25247.990234,25247.990234,2001862500.0,29046.189453,29336.029297,29040.080078,29277.859375,29277.859375,60600000.0,7340.200195,7394.399902,7329.700195,7384.200195,7384.200195,672658500.0,7038.839844,7072.629883,7032.350098,7059.549805,7059.549805,74342900.0,94.839996,95.199997,94.839996,95.18,95.18,0.0
2021-11-12,2945.95,2973.84,2938.27,2968.8,665733196.0,0.015,1.0,43.88,12472956374638.0,2185439467790075.0,999.29,1009.15,998.14,1009.07,856017580.0,0.0165,1.0,16.42,11961657280067.0,435405394416065.0,389.13,391.77,387.46,390.38,166336516.0,0.011399999999999999,1.0,4.41,9337283685300.0,1853774691370370.0,35963.78125,36147.628906,35934.589844,36100.308594,36100.308594,293180000.0,15752.620117,15874.570313,15705.379883,15860.959961,15860.959961,5446540000.0,4655.240234,4688.470215,4650.77002,4682.850098,4682.850098,3728600000.0,17.49,17.690001,16.15,16.290001,16.290001,0.0,25522.830078,25527.130859,25210.560547,25327.970703,25327.970703,1632112200.0,29381.449219,29661.220703,29381.449219,29609.970703,29609.970703,68400000.0,7384.200195,7402.700195,7340.5,7347.899902,7347.899902,766415500.0,7062.540039,7097.459961,7056.930176,7091.399902,7091.399902,64249000.0,95.18,95.269997,95.0,95.129997,95.129997,0.0
2021-11-15,2989.68,3003.71,2979.96,2999.52,639395683.0,0.0103,1.0,30.72,11402053251342.0,2207950545172823.0,1016.35,1029.07,1016.16,1029.03,932602849.0,0.019799999999999998,1.0,19.96,11727310938119.0,444075252174115.0,393.36,395.56,392.16,394.36,174938581.0,0.0102,1.0,3.98,8537189868311.0,1872837901530370.0,36128.828125,36236.070313,36031.78125,36087.449219,36087.449219,280660000.0,15894.820313,15918.450195,15778.30957,15853.849609,15853.849609,5020180000.0,4689.299805,4697.419922,4672.859863,4682.799805,4682.799805,3488410000.0,17.030001,17.459999,16.49,16.49,16.49,0.0,25437.990234,25483.259766,25230.330078,25390.910156,25390.910156,1155801200.0,29807.369141,29861.880859,29718.210938,29776.800781,29776.800781,60400000.0,7347.899902,7363.5,7324.100098,7351.899902,7351.899902,604752800.0,7090.959961,7136.129883,7088.709961,7128.629883,7128.629883,64255100.0,95.120003,95.599998,94.970001,95.410004,95.410004,0.0
2021-11-16,2995.68,3011.88,2985.34,2997.21,579646335.0,-0.0008,2.0,-2.31,11101212743890.0,2208638226067564.0,1029.35,1035.98,1027.07,1035.46,995271359.0,0.0062,1.0,6.43,13408979760445.0,446578961130180.0,393.94,396.49,392.62,394.07,134392007.0,-0.0007000000000000001,2.0,-0.29,8246106054114.0,1873783343258855.0,36076.179688,36316.609375,36076.179688,36142.21875,36142.21875,308290000.0,15840.320313,15989.610352,15825.0,15973.860352,15973.860352,5533020000.0,4679.419922,4714.950195,4679.419922,4700.899902,4700.899902,3972640000.0,16.860001,17.08,16.030001,16.370001,16.370001,0.0,25446.650391,25746.710938,25410.869141,25713.779297,25713.779297,1528784400.0,29749.710938,29960.929688,29681.25,29808.119141,29808.119141,62000000.0,7351.899902,7368.299805,7324.100098,7327.0,7327.0,849713500.0,7146.370117,7164.27002,7136.299805,7152.600098,7152.600098,69021700.0,95.470001,95.980003,95.400002,95.919998,95.919998,0.0
2021-11-17,3004.02,3004.67,2957.7,2962.42,541489534.0,-0.0116,2.0,-34.79,10661680483275.0,2183852304105739.0,1039.36,1039.36,1028.02,1031.26,1410240728.0,-0.0040999999999999995,2.0,-4.2,16138328944504.0,445377127450418.0,394.88,395.25,388.7,389.44,146332515.0,-0.011699999999999999,2.0,-4.63,8067205547275.0,1851043923928145.0,36159.699219,36159.699219,35909.480469,35931.050781,35931.050781,358310000.0,15973.620117,15998.570313,15909.389648,15921.570313,15921.570313,5049320000.0,4701.5,4701.5,4684.410156,4688.669922,4688.669922,3969070000.0,16.360001,17.190001,16.280001,17.110001,17.110001,0.0,25667.810547,25667.810547,25520.669922,25650.080078,25650.080078,1193809400.0,29906.679688,29909.970703,29623.789063,29688.330078,29688.330078,63900000.0,7327.0,7327.0,7290.0,7291.200195,7291.200195,980280900.0,7149.299805,7167.799805,7147.009766,7156.850098,7156.850098,68243500.0,95.940002,96.239998,95.730003,95.830002,95.830002,0.0
2021-11-18,2959.26,2964.48,2937.53,2947.38,541652823.0,-0.0051,2.0,-15.04,10119317376788.0,2173103104811822.0,1033.16,1034.51,1018.13,1032.77,1467430336.0,0.0015,1.0,1.51,14920600398097.0,446203604074411.0,388.86,390.0,386.31,387.44,130465730.0,-0.0051,2.0,-2.0,7398204484037.0,1840789631883580.0,35901.691406,35952.628906,35654.390625,35870.949219,35870.949219,435080000.0,15973.389648,16010.879883,15848.830078,15993.709961,15993.709961,5391360000.0,4700.720215,4708.799805,4672.779785,4704.540039,4704.540039,4226410000.0,16.809999,18.15,16.379999,17.59,17.59,0.0,25369.880859,25414.210938,25222.599609,25319.720703,25319.720703,1342851200.0,29597.929688,29715.949219,29402.570313,29598.660156,29598.660156,65400000.0,7291.200195,7291.299805,7242.0,7256.0,7256.0,590225200.0,7155.049805,7181.549805,7136.859863,7141.97998,7141.97998,75845600.0,95.800003,95.839996,95.519997,95.540001,95.540001,0.0
2021-11-19,2951.06,2974.64,2948.07,2971.02,657093788.0,0.008,1.0,23.64,11002168877105.0,2192237374729624.0,1032.07,1042.4,1029.54,1041.92,1268957422.0,0.0089,1.0,9.15,13397520463189.0,450938406584796.0,387.97,391.24,387.31,390.53,130759482.0,0.008,1.0,3.09,7982879139873.0,1857881244964200.0,35879.089844,35879.089844,35555.371094,35601.980469,35601.980469,408840000.0,16042.160156,16121.120117,16017.230469,16057.44043,16057.44043,4875310000.0,4708.439941,4717.75,4694.220215,4697.959961,4697.959961,4253180000.0,17.360001,19.01,17.23,17.91,17.91,0.0,24934.400391,25077.150391,24825.429688,25049.970703,25049.970703,1640364600.0,29641.050781,29768.539063,29589.189453,29745.869141,29745.869141,65600000.0,7256.0,7289.5,7198.799805,7223.600098,7223.600098,1174484200.0,7172.720215,7183.080078,7068.430176,7112.290039,7112.290039,117988000.0,95.589996,96.239998,95.580002,96.07,96.07,0.0
2021-11-22,2983.38,3018.01,2980.73,3013.25,530959176.0,0.014199999999999999,1.0,42.23,12945532600397.0,2225325424858351.0,1043.55,1045.36,1023.13,1032.31,1320324223.0,-0.0092,2.0,-9.61,14537344182526.0,447133257664301.0,393.16,399.88,392.75,399.07,144700874.0,0.0219,1.0,8.54,9890187946500.0,1889978597789620.0,35631.410156,35929.660156,35615.550781,35619.25,35619.25,420810000.0,16120.919922,16212.230469,15851.040039,15854.759766,15854.759766,5567830000.0,4712.0,4743.830078,4682.169922,4682.939941,4682.939941,4441100000.0,18.200001,19.59,17.35,19.17,19.17,0.0,25057.060547,25099.949219,24869.939453,24951.339844,24951.339844,1510358900.0,29618.550781,29806.490234,29542.289063,29774.109375,29774.109375,58800000.0,7223.600098,7272.600098,7207.799805,7255.5,7255.5,638191500.0,7130.240234,7143.600098,7087.669922,7105.0,7105.0,85214100.0,96.07,96.550003,96.040001,96.5,96.5,0.0
2021-11-23,3013.16,3016.36,2992.14,2997.33,524233416.0,-0.0053,2.0,-15.92,10830503621150.0,2213806547623649.0,1024.33,1029.08,1012.95,1013.72,1037747986.0,-0.018000000000000002,2.0,-18.59,11656504011083.0,439265359557293.0,399.43,399.52,395.58,396.44,124508890.0,-0.0066,2.0,-2.63,8064804581460.0,1877313574045055.0,35619.921875,35841.519531,35542.871094,35813.800781,35813.800781,392520000.0,15809.5,15895.860352,15601.459961,15775.139648,15775.139648,5434380000.0,4678.47998,4699.390137,4652.660156,4690.700195,4690.700195,4277590000.0,20.24,20.91,19.030001,19.379999,19.379999,0.0,24688.990234,24794.720703,24618.740234,24651.580078,24651.580078,1486270300.0,29618.550781,29806.490234,29542.289063,29774.109375,29774.109375,58800000.0,7255.5,7293.100098,7204.399902,7266.700195,7266.700195,624614500.0,7064.379883,7112.490234,7002.560059,7044.620117,7044.620117,73747800.0,96.459999,96.610001,96.309998,96.489998,96.489998,0.0
2021-11-24,3006.34,3017.9,2981.02,2994.29,556640473.0,-0.001,2.0,-3.04,10963458592619.0,2210804289074574.0,1015.23,1021.13,1003.19,1020.13,1023600040.0,0.0063,1.0,6.41,11197105285054.0,442042985564224.0,397.88,399.38,393.27,395.4,128293474.0,-0.0026,2.0,-1.04,7758092136175.0,1873428556808725.0,35752.308594,35825.46875,35591.03125,35804.378906,35804.378906,280960000.0,15677.879883,15848.55957,15591.360352,15845.230469,15845.230469,4197090000.0,4675.779785,4702.870117,4659.890137,4701.459961,4701.459961,3418430000.0,19.17,20.959999,18.52,18.58,18.58,0.0,24672.099609,24851.529297,24557.630859,24685.5,24685.5,1791031000.0,29663.449219,29758.050781,29212.929688,29302.660156,29302.660156,69500000.0,7266.700195,7307.899902,7246.0,7286.299805,7286.299805,661514300.0,7052.180176,7089.109863,6983.97998,7042.22998,7042.22998,75264400.0,96.529999,96.940002,96.440002,96.839996,96.839996,0.0
2021-11-25,2996.74,2996.74,2973.24,2980.27,595969686.0,-0.004699999999999999,2.0,-14.02,9401090529106.0,2199950623164321.0,1023.41,1025.9,1015.62,1015.66,1097455962.0,-0.0044,2.0,-4.47,11633756355210.0,439680919576126.0,395.67,395.73,391.69,391.93,117213378.0,-0.0088,2.0,-3.47,6741120432411.0,1859801460699150.0,35752.308594,35825.46875,35591.03125,35804.378906,35804.378906,280960000.0,15677.879883,15848.55957,15591.360352,15845.230469,15845.230469,4197090000.0,4675.779785,4702.870117,4659.890137,4701.459961,4701.459961,3418430000.0,19.17,20.959999,18.52,18.58,18.58,0.0,24699.689453,24762.609375,24532.820313,24740.160156,24740.160156,1188635100.0,29469.650391,29570.419922,29444.449219,29499.279297,29499.279297,50700000.0,7286.299805,7311.899902,7286.299805,7310.399902,7310.399902,487924100.0,7067.609863,7079.490234,7047.859863,7075.870117,7075.870117,57485800.0,96.529999,96.940002,96.440002,96.839996,96.839996,0.0
