,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,KOSPI 200,다우존스,다우존스,다우존스,다우존스,다우존스,다우존스,나스닥,나스닥,나스닥,나스닥,나스닥,나스닥,S&P500,S&P500,S&P500,S&P500,S&P500,S&P500,VIX지수,VIX지수,VIX지수,VIX지수,VIX지수,VIX지수,항셍지수,항셍지수,항셍지수,항셍지수,항셍지수,항셍지수,닛케이,닛케이,닛케이,닛케이,닛케이,닛케이,FTSE100,FTSE100,FTSE100,FTSE100,FTSE100,FTSE100,CAC 40,CAC 40,CAC 40,CAC 40,CAC 40,CAC 40,달러인덱스,달러인덱스,달러인덱스,달러인덱스,달러인덱스,달러인덱스
,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,2201.21,2202.32,2171.84,2175.17,494677752.0,-0.0102,2.0,-22.5,4638167309579.0,1461424793589993.0,672.53,674.3,666.62,674.02,783730760.0,0.0063,1.0,4.19,4476504857524.0,242768147795532.0,294.19,294.57,289.96,290.35,66161346.0,-0.0116,2.0,-3.42,3179607127060.0,1261453309933690.0,28638.970703,28872.800781,28627.769531,28868.800781,28868.800781,251820000.0,9039.459961,9093.429688,9010.889648,9092.19043,9092.19043,2862700000.0,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3459930000.0,13.46,13.72,12.42,12.47,12.47,0.0,28249.369141,28543.519531,28245.970703,28543.519531,28543.519531,1262732800.0,,,,,,,7542.399902,7624.799805,7542.399902,7604.299805,7604.299805,482206700.0,6016.609863,6062.919922,6011.209961,6041.5,6041.5,63958300.0,96.480003,96.870003,96.43,96.849998,96.849998,0.0
2020-01-03,2192.58,2203.38,2165.39,2176.46,631562785.0,0.0006,1.0,1.29,5763662746548.0,1462298971774498.0,677.57,679.37,668.1,669.93,903858876.0,-0.0060999999999999995,2.0,-4.09,5540086126762.0,241357675885325.0,293.1,294.88,289.04,290.74,79773386.0,0.0013,1.0,0.39,3786974299485.0,1262242214935285.0,28553.330078,28716.310547,28500.359375,28634.880859,28634.880859,239590000.0,8976.429688,9065.759766,8976.429688,9020.769531,9020.769531,2586520000.0,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3484700000.0,15.01,16.200001,13.13,14.02,14.02,0.0,28828.359375,28883.300781,28428.169922,28451.5,28451.5,1797904800.0,,,,,,,7604.299805,7626.399902,7551.0,7622.399902,7622.399902,475628900.0,6007.959961,6044.160156,5994.589844,6044.160156,6044.160156,60488000.0,96.790001,97.110001,96.709999,96.839996,96.839996,0.0
2020-01-06,2154.97,2164.42,2149.95,2155.07,592670719.0,-0.0098,2.0,-21.39,5156540935534.0,1448385085188395.0,660.08,663.1,653.61,655.31,884278619.0,-0.0218,2.0,-14.62,4961872077526.0,236177411592074.0,287.73,289.41,287.49,288.43,69955469.0,-0.0079,2.0,-2.31,3021821664326.0,1250784113174805.0,28465.5,28708.019531,28418.630859,28703.380859,28703.380859,252760000.0,8943.5,9072.410156,8943.5,9071.469727,9071.469727,2810450000.0,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3702460000.0,15.45,16.389999,13.54,13.85,13.85,0.0,28326.5,28367.869141,28054.289063,28226.189453,28226.189453,1793426600.0,23319.759766,23365.359375,23148.529297,23204.859375,23204.859375,72800000.0,7622.399902,7622.399902,7528.100098,7575.299805,7575.299805,516783400.0,6001.209961,6017.970215,5955.25,6013.589844,6013.589844,69063700.0,96.900002,96.900002,96.540001,96.669998,96.669998,0.0
2020-01-07,2166.6,2181.62,2164.27,2175.54,568235609.0,0.0095,1.0,20.47,5143511908278.0,1462298814406954.0,660.87,664.21,659.18,663.44,970306788.0,0.0124,1.0,8.13,5302183281958.0,239161960485498.0,290.01,292.26,289.64,291.23,65345566.0,0.0097,1.0,2.8,3198886938282.0,1263417989590910.0,28639.179688,28685.5,28565.279297,28583.679688,28583.679688,258900000.0,9076.639648,9091.929688,9042.549805,9068.580078,9068.580078,2381740000.0,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3435910000.0,13.84,14.46,13.39,13.79,13.79,0.0,28352.679688,28473.080078,28264.070313,28322.060547,28322.060547,1302687200.0,23320.119141,23577.439453,23299.919922,23575.720703,23575.720703,64300000.0,7575.299805,7604.600098,7562.100098,7573.899902,7573.899902,511576100.0,6033.220215,6065.740234,6000.0,6012.350098,6012.350098,69593800.0,96.650002,97.089996,96.620003,96.980003,96.980003,0.0
2020-01-08,2156.27,2162.32,2137.72,2151.31,913830628.0,-0.0111,2.0,-24.23,8750722208310.0,1446631314388659.0,657.24,658.14,637.43,640.94,1379708008.0,-0.0339,2.0,-22.5,7034355004943.0,231058476164510.0,288.94,291.01,287.3,289.42,124529390.0,-0.0062,2.0,-1.81,5688121940953.0,1251655072925540.0,28556.140625,28866.179688,28522.509766,28745.089844,28745.089844,291750000.0,9068.030273,9168.889648,9059.379883,9129.240234,9129.240234,2472620000.0,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3726840000.0,15.16,15.24,12.83,13.45,13.45,0.0,27999.580078,28198.609375,27857.730469,28087.919922,28087.919922,1709241600.0,23217.490234,23303.210938,22951.179688,23204.759766,23204.759766,79400000.0,7573.899902,7579.5,7525.0,7574.899902,7574.899902,606225000.0,5986.810059,6031.0,5972.77002,6031.0,6031.0,71431600.0,96.830002,97.330002,96.82,97.300003,97.300003,0.0
2020-01-09,2182.2,2186.45,2172.16,2186.45,592603655.0,0.0163,1.0,35.14,7261591245997.0,1470805018622162.0,657.01,666.09,656.25,666.09,980618698.0,0.0392,1.0,25.15,5261765806520.0,240120847246063.0,293.83,294.41,292.1,294.41,111792014.0,0.0172,1.0,4.99,5341389662069.0,1271818024384210.0,28851.970703,28988.009766,28844.310547,28956.900391,28956.900391,275060000.0,9202.269531,9215.950195,9158.5,9203.429688,9203.429688,2540960000.0,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3641230000.0,12.95,13.24,12.53,12.54,12.54,0.0,28367.650391,28561.0,28325.859375,28561.0,28561.0,1692786200.0,23530.289063,23767.089844,23506.150391,23739.869141,23739.869141,62200000.0,7574.899902,7627.799805,7574.899902,7598.100098,7598.100098,653838100.0,6066.75,6071.660156,6034.149902,6042.549805,6042.549805,67961100.0,97.269997,97.559998,97.25,97.449997,97.449997,0.0
2020-01-10,2189.48,2206.92,2188.1,2206.39,594536948.0,0.0091,1.0,19.94,6459299778577.0,1484063380523097.0,668.79,673.03,665.92,673.03,837389583.0,0.0104,1.0,6.94,4913661593203.0,242702877200386.0,294.8,297.17,294.17,297.06,94157266.0,0.009000000000000001,1.0,2.65,4483974821322.0,1282977600516255.0,28977.519531,29009.070313,28789.099609,28823.769531,28823.769531,237830000.0,9232.950195,9235.200195,9164.660156,9178.860352,9178.860352,2382900000.0,3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3214580000.0,12.42,12.87,12.09,12.56,12.56,0.0,28665.140625,28665.140625,28504.269531,28638.199219,28638.199219,1448401000.0,23813.279297,23903.289063,23761.080078,23850.570313,23850.570313,55900000.0,7598.100098,7632.0,7585.100098,7587.899902,7587.899902,651315600.0,6056.740234,6057.830078,6028.290039,6037.109863,6037.109863,64393300.0,97.43,97.580002,97.300003,97.360001,97.360001,0.0
2020-01-13,2204.49,2230.43,2204.49,2229.26,488288759.0,0.0104,1.0,22.87,6214780461727.0,1499967180669582.0,673.76,679.22,673.23,679.22,894402015.0,0.0092,1.0,6.19,4843152895175.0,245066837935631.0,296.62,300.31,296.53,300.13,81682664.0,0.0103,1.0,3.07,3990278991212.0,1296689251010565.0,28869.009766,28909.910156,28819.429688,28907.050781,28907.050781,249830000.0,9213.719727,9274.490234,9193.05957,9273.929688,9273.929688,2536820000.0,3271.129883,3288.129883,3268.429932,3288.129883,3288.129883,3459390000.0,12.84,13.09,12.32,12.32,12.32,0.0,28772.369141,28971.400391,28671.839844,28954.939453,28954.939453,1765055700.0,23813.279297,23903.289063,23761.080078,23850.570313,23850.570313,55900000.0,7587.899902,7635.799805,7582.5,7617.600098,7617.600098,659019400.0,6040.910156,6058.689941,6018.330078,6036.140137,6036.140137,65192400.0,97.349998,97.529999,97.309998,97.349998,97.349998,0.0
2020-01-14,2243.06,2250.79,2232.94,2238.88,835899254.0,0.0043,1.0,9.62,7294227861325.0,1506534496285997.0,682.14,685.88,676.78,678.71,897262055.0,-0.0008,2.0,-0.51,5205779468611.0,244889130461349.0,302.2,303.61,300.69,301.53,92120109.0,0.004699999999999999,1.0,1.4,4623084030942.0,1302723821648340.0,28895.5,29054.160156,28872.269531,28939.669922,28939.669922,287440000.0,9270.610352,9298.330078,9226.490234,9251.330078,9251.330078,2553160000.0,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3687620000.0,12.72,13.82,12.05,12.39,12.39,0.0,29149.529297,29149.529297,28790.490234,28885.140625,28885.140625,1643504700.0,23969.039063,24059.859375,23951.660156,24025.169922,24025.169922,64200000.0,7617.600098,7650.700195,7588.799805,7622.399902,7622.399902,697648200.0,6037.450195,6046.120117,5980.049805,6040.890137,6040.890137,75439500.0,97.360001,97.559998,97.330002,97.370003,97.370003,0.0
2020-01-15,2229.8,2238.21,2223.39,2230.98,746156323.0,-0.0034999999999999996,2.0,-7.9,5946351320652.0,1501047629018491.0,678.83,681.39,676.91,679.16,908209030.0,0.0007000000000000001,1.0,0.45,4233510087479.0,245115557824536.0,299.91,301.13,298.82,299.74,71766733.0,-0.0059,2.0,-1.79,3530078753328.0,1296739503964610.0,28901.800781,29127.589844,28897.349609,29030.220703,29030.220703,260270000.0,9253.759766,9298.820313,9231.139648,9258.700195,9258.700195,2443220000.0,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3721490000.0,12.79,12.83,11.95,12.42,12.42,0.0,28891.070313,28972.679688,28619.099609,28773.589844,28773.589844,1240120700.0,23923.480469,23997.390625,23875.820313,23916.580078,23916.580078,57200000.0,7622.399902,7642.799805,7609.399902,7642.799805,7642.799805,730575200.0,6042.720215,6053.009766,6011.279785,6032.609863,6032.609863,79851500.0,97.379997,97.440002,97.160004,97.230003,97.230003,0.0
2020-01-16,2231.93,2249.09,2225.41,2248.05,808331797.0,0.0077,1.0,17.07,6204474418701.0,1513149909207655.0,679.67,686.52,679.49,686.52,880290516.0,0.0108,1.0,7.36,5239369411283.0,247712207619104.0,299.93,302.91,298.95,302.78,85707638.0,0.0101,1.0,3.04,3913796987292.0,1307442169936930.0,29131.949219,29300.320313,29131.949219,29297.640625,29297.640625,252110000.0,9313.450195,9357.919922,9301.320313,9357.129883,9357.129883,2312110000.0,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3540580000.0,12.2,12.42,11.78,12.32,12.32,0.0,28806.119141,28987.730469,28709.570313,28883.039063,28883.039063,1620926200.0,23960.199219,23975.380859,23905.380859,23933.130859,23933.130859,55400000.0,7642.799805,7653.600098,7595.299805,7609.799805,7609.799805,573564200.0,6039.620117,6058.970215,6021.029785,6039.029785,6039.029785,76032900.0,97.18,97.360001,97.089996,97.32,97.32,0.0
2020-01-17,2261.57,2268.71,2245.58,2250.57,580816395.0,0.0011,1.0,2.52,5444383530119.0,1515299753695611.0,689.73,690.61,686.68,688.41,1028709944.0,0.0028000000000000004,1.0,1.89,5544314335430.0,248533214454011.0,305.07,306.05,302.51,303.3,81541749.0,0.0017000000000000001,1.0,0.52,3747835662416.0,1309251213241225.0,29313.310547,29373.619141,29289.910156,29348.099609,29348.099609,321820000.0,9392.370117,9393.480469,9346.80957,9388.94043,9388.94043,2542540000.0,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3726220000.0,12.21,12.48,11.75,12.1,12.1,0.0,28988.160156,29101.150391,28813.130859,29056.419922,29056.419922,1545082800.0,24103.449219,24115.949219,24013.75,24041.259766,24041.259766,59400000.0,7609.799805,7689.700195,7609.799805,7674.600098,7674.600098,631970100.0,6066.290039,6109.810059,6066.290039,6100.720215,6100.720215,79316600.0,97.309998,97.660004,97.269997,97.610001,97.610001,0.0
2020-01-20,2261.4,2277.23,2258.09,2262.64,545491231.0,0.0054,1.0,12.07,5950403033200.0,1524384083509849.0,690.85,691.17,682.48,683.47,1019250129.0,-0.0072,2.0,-4.94,5916227176847.0,246894427722961.0,304.99,307.54,304.77,305.58,78037041.0,0.0075,1.0,2.28,4015899532878.0,1317679741740555.0,29313.310547,29373.619141,29289.910156,29348.099609,29348.099609,321820000.0,9392.370117,9393.480469,9346.80957,9388.94043,9388.94043,2542540000.0,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3726220000.0,12.21,12.48,11.75,12.1,12.1,0.0,29169.119141,29174.919922,28795.419922,28795.910156,28795.910156,1633383900.0,24080.679688,24108.109375,24061.669922,24083.509766,24083.509766,38300000.0,7674.600098,7682.799805,7639.600098,7651.399902,7651.399902,358980900.0,6092.970215,6094.089844,6071.169922,6078.540039,6078.540039,41270000.0,97.309998,97.660004,97.269997,97.610001,97.610001,0.0
2020-01-21,2259.81,2266.31,2238.25,2239.69,770319899.0,-0.0101,2.0,-22.95,5569550564922.0,1508408627687428.0,683.82,685.89,675.48,676.52,1032065677.0,-0.0102,2.0,-6.95,5569469276494.0,244458961690645.0,304.94,306.09,301.85,302.11,67631709.0,-0.011399999999999999,2.0,-3.47,3428121382642.0,1303150736734315.0,29269.050781,29341.210938,29146.470703,29196.039063,29196.039063,320640000.0,9361.070313,9397.580078,9350.200195,9370.80957,9370.80957,2686610000.0,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4104840000.0,13.23,13.33,12.32,12.85,12.85,0.0,28449.380859,28492.029297,27980.5,27985.330078,27985.330078,2236521700.0,24072.810547,24081.75,23843.480469,23864.560547,23864.560547,44600000.0,7651.399902,7651.399902,7550.5,7610.700195,7610.700195,656519300.0,6034.240234,6045.990234,5994.169922,6045.990234,6045.990234,63922800.0,97.629997,97.660004,97.389999,97.529999,97.529999,0.0
2020-01-22,2238.53,2269.27,2235.13,2267.25,608509908.0,0.0123,1.0,27.56,6365617281303.0,1526798959055386.0,677.05,688.28,677.05,688.25,1012722625.0,0.0173,1.0,11.73,4631042812298.0,248680112428119.0,301.79,306.52,301.16,306.08,79333567.0,0.0131,1.0,3.97,4167142026529.0,1320110970202985.0,29263.630859,29320.199219,29172.259766,29186.269531,29186.269531,283440000.0,9413.610352,9439.290039,9375.129883,9383.769531,9383.769531,2454580000.0,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3623780000.0,12.45,13.01,12.31,12.91,12.91,0.0,28116.5,28393.929688,27937.679688,28341.039063,28341.039063,1343288100.0,23835.490234,24040.869141,23831.099609,24031.349609,24031.349609,49000000.0,7610.700195,7637.399902,7563.5,7571.899902,7571.899902,604636000.0,6053.850098,6069.259766,6005.77002,6010.97998,6010.97998,69408800.0,97.620003,97.690002,97.440002,97.529999,97.529999,0.0
2020-01-23,2254.54,2260.63,2241.94,2246.13,509608911.0,-0.009300000000000001,2.0,-21.12,6790103967147.0,1512629061905415.0,685.94,687.71,683.52,685.57,957782058.0,-0.0039000000000000003,2.0,-2.68,5009218101843.0,247897515122218.0,303.77,304.72,301.71,302.33,86908213.0,-0.0123,2.0,-3.75,4680581087009.0,1306977360948070.0,29111.019531,29190.470703,28966.980469,29160.089844,29160.089844,307060000.0,9377.719727,9409.200195,9334.129883,9402.480469,9402.480469,2465850000.0,3315.77002,3326.879883,3301.870117,3325.540039,3325.540039,3766710000.0,13.26,14.15,12.94,12.98,12.98,0.0,28109.75,28133.029297,27706.369141,27909.119141,27909.119141,1753263000.0,23843.509766,23910.009766,23779.230469,23795.439453,23795.439453,55500000.0,7571.899902,7572.100098,7503.200195,7507.700195,7507.700195,668616300.0,5992.470215,6024.319824,5961.870117,5971.790039,5971.790039,90037200.0,97.480003,97.800003,97.43,97.690002,97.690002,0.0
2020-01-24,2254.54,2260.63,2241.94,2246.13,509608911.0,-0.009300000000000001,2.0,-21.12,6790103967147.0,1512629061905415.0,685.94,687.71,683.52,685.57,957782058.0,-0.0039000000000000003,2.0,-2.68,5009218101843.0,247897515122218.0,303.77,304.72,301.71,302.33,86908213.0,-0.0123,2.0,-3.75,4680581087009.0,1306977360948070.0,29230.390625,29288.789063,28843.310547,28989.730469,28989.730469,380010000.0,9446.209961,9451.429688,9273.230469,9314.910156,9314.910156,2622970000.0,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3708780000.0,12.75,15.98,12.62,14.56,14.56,0.0,27935.419922,27977.630859,27774.5,27949.640625,27949.640625,612128700.0,23850.119141,23869.380859,23755.320313,23827.179688,23827.179688,48700000.0,7507.700195,7642.200195,7507.600098,7586.0,7586.0,605760000.0,6019.600098,6064.549805,6016.77002,6024.259766,6024.259766,82330600.0,97.720001,97.949997,97.669998,97.849998,97.849998,0.0
2020-01-27,2254.54,2260.63,2241.94,2246.13,509608911.0,-0.009300000000000001,2.0,-21.12,6790103967147.0,1512629061905415.0,685.94,687.71,683.52,685.57,957782058.0,-0.0039000000000000003,2.0,-2.68,5009218101843.0,247897515122218.0,303.77,304.72,301.71,302.33,86908213.0,-0.0123,2.0,-3.75,4680581087009.0,1306977360948070.0,28542.490234,28671.789063,28440.470703,28535.800781,28535.800781,337270000.0,9092.459961,9185.450195,9088.040039,9139.30957,9139.30957,2593910000.0,3247.159912,3258.850098,3234.5,3243.629883,3243.629883,3831050000.0,17.42,19.02,16.82,18.23,18.23,0.0,27935.419922,27977.630859,27774.5,27949.640625,27949.640625,612128700.0,23427.900391,23463.890625,23317.320313,23343.509766,23343.509766,62400000.0,7586.0,7586.0,7392.799805,7412.100098,7412.100098,679457100.0,5924.060059,5942.830078,5851.0,5863.02002,5863.02002,104036300.0,97.879997,98.0,97.779999,97.959999,97.959999,0.0
2020-01-28,2192.22,2199.93,2166.23,2176.72,808878835.0,-0.030899999999999997,2.0,-69.41,8818232390840.0,1466083102897148.0,660.79,668.22,658.78,664.7,1161215976.0,-0.0304,2.0,-20.87,6991101823659.0,240463052434010.0,294.98,296.3,291.3,292.77,130172631.0,-0.0316,2.0,-9.56,6227848864250.0,1266063992946210.0,28594.279297,28823.230469,28575.75,28722.849609,28722.849609,330140000.0,9201.820313,9288.870117,9182.330078,9269.679688,9269.679688,2169020000.0,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3531570000.0,16.940001,18.030001,15.69,16.280001,16.280001,0.0,27935.419922,27977.630859,27774.5,27949.640625,27949.640625,612128700.0,23126.929688,23243.359375,23115.150391,23215.710938,23215.710938,64400000.0,7412.100098,7491.399902,7410.399902,7480.700195,7480.700195,535852000.0,5886.810059,5933.720215,5857.22998,5925.819824,5925.819824,84491600.0,97.949997,98.160004,97.900002,98.019997,98.019997,0.0
2020-01-29,2188.18,2195.45,2172.33,2185.28,692300723.0,0.0039000000000000003,1.0,8.56,6589949501296.0,1472171521931855.0,671.08,671.98,664.09,670.18,1056865386.0,0.008199999999999999,1.0,5.48,5573599516899.0,242425934306568.0,294.38,295.67,292.45,293.98,85731721.0,0.0040999999999999995,1.0,1.21,4532180797801.0,1270828072775055.0,28820.529297,28944.240234,28728.189453,28734.449219,28734.449219,302290000.0,9318.259766,9329.120117,9249.040039,9275.160156,9275.160156,2234620000.0,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3600250000.0,15.68,16.65,14.94,16.389999,16.389999,0.0,27101.539063,27333.300781,27101.539063,27160.630859,27160.630859,2203836100.0,23309.320313,23392.609375,23214.279297,23379.400391,23379.400391,54900000.0,7480.700195,7514.700195,7462.200195,7483.600098,7483.600098,525036700.0,5921.970215,5969.72998,5916.22998,5954.890137,5954.890137,74107000.0,97.949997,98.190002,97.940002,97.989998,97.989998,0.0
2020-01-30,2181.54,2187.45,2139.72,2148.0,602838388.0,-0.0171,2.0,-37.28,7105203082012.0,1446505817054810.0,670.65,673.17,652.42,656.39,1213886224.0,-0.0206,2.0,-13.79,6228414001644.0,237472764148828.0,293.27,294.11,287.09,288.37,101535382.0,-0.0191,2.0,-5.61,5041424591902.0,1248683976438405.0,28640.160156,28879.710938,28489.759766,28859.439453,28859.439453,326850000.0,9211.150391,9303.0,9185.179688,9298.929688,9298.929688,2345370000.0,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3790350000.0,17.82,18.389999,15.3,15.49,15.49,0.0,27030.609375,27134.550781,26330.050781,26449.130859,26449.130859,2223567800.0,23284.580078,23318.570313,22892.949219,22977.75,22977.75,69600000.0,7483.600098,7483.600098,7357.600098,7382.0,7382.0,685501900.0,5886.02002,5904.080078,5846.450195,5871.77002,5871.77002,89992200.0,98.029999,98.07,97.790001,97.870003,97.870003,0.0
2020-01-31,2160.6,2167.23,2119.01,2119.01,710507814.0,-0.013500000000000002,2.0,-28.99,7226687169037.0,1427047754939819.0,660.98,664.77,641.57,642.48,1343602255.0,-0.0212,2.0,-13.91,6458896895510.0,232461525068773.0,290.24,291.47,284.53,284.53,101455875.0,-0.013300000000000001,2.0,-3.84,4981464166273.0,1231627890649345.0,28813.039063,28813.039063,28169.529297,28256.029297,28256.029297,403890000.0,9324.330078,9324.799805,9123.219727,9150.94043,9150.94043,2696090000.0,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4529700000.0,16.25,19.99,16.18,18.84,18.84,0.0,26757.609375,26818.839844,26295.490234,26312.630859,26312.630859,1874255200.0,23148.919922,23421.589844,23139.980469,23205.179688,23205.179688,75400000.0,7382.0,7398.299805,7275.0,7286.0,7286.0,714049600.0,5891.709961,5894.689941,5799.040039,5806.339844,5806.339844,101862600.0,97.870003,97.970001,97.360001,97.389999,97.389999,0.0
2020-02-03,2086.61,2126.73,2082.74,2118.88,836699550.0,-0.0001,2.0,-0.13,8068704032225.0,1427133301985757.0,631.82,648.34,627.65,646.85,1193311562.0,0.0068000000000000005,1.0,4.37,6081593041160.0,234039520722233.0,280.17,286.24,279.78,285.05,111063423.0,0.0018,1.0,0.52,5340314145680.0,1231676572573780.0,28319.650391,28630.390625,28319.650391,28399.810547,28399.810547,307910000.0,9190.719727,9299.849609,9188.549805,9273.400391,9273.400391,2427320000.0,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3760460000.0,18.639999,18.879999,17.1,17.969999,17.969999,0.0,26189.609375,26512.580078,26145.589844,26356.980469,26356.980469,2421482700.0,22874.269531,23023.730469,22775.919922,22971.939453,22971.939453,72500000.0,7286.0,7360.0,7285.200195,7326.299805,7326.299805,645846700.0,5822.040039,5857.399902,5804.140137,5832.509766,5832.509766,75677800.0,97.370003,97.889999,97.370003,97.800003,97.800003,0.0
2020-02-04,2121.22,2162.32,2120.53,2157.9,624641660.0,0.0184,1.0,39.02,7791178403016.0,1454235584223968.0,650.72,661.24,649.22,661.24,938254924.0,0.0222,1.0,14.39,5073960091488.0,239254407386027.0,285.19,291.38,285.11,290.68,105451846.0,0.019799999999999998,1.0,5.63,5490239355299.0,1254754457903370.0,28696.740234,28904.880859,28696.740234,28807.630859,28807.630859,332750000.0,9398.389648,9485.379883,9374.049805,9467.969727,9467.969727,2447340000.0,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3996900000.0,16.450001,16.459999,15.63,16.049999,16.049999,0.0,26491.660156,26730.259766,26491.660156,26675.980469,26675.980469,2500238100.0,22881.130859,23118.130859,22854.449219,23084.589844,23084.589844,67900000.0,7326.299805,7442.100098,7326.299805,7439.799805,7439.799805,696703600.0,5863.359863,5935.049805,5862.819824,5935.049805,5935.049805,85595000.0,97.82,98.010002,97.790001,97.959999,97.959999,0.0
2020-02-05,2177.26,2181.52,2154.88,2165.63,574395954.0,0.0036,1.0,7.73,7736275092053.0,1460243894885127.0,666.74,668.91,658.03,661.32,991276604.0,0.0001,1.0,0.08,5266753341740.0,239361588048135.0,293.57,294.26,290.3,292.02,102639669.0,0.0046,1.0,1.34,5439113078670.0,1259351863882230.0,29048.730469,29308.890625,29000.849609,29290.849609,29290.849609,357540000.0,9574.099609,9574.94043,9454.929688,9508.679688,9508.679688,2470240000.0,3324.909912,3337.580078,3313.75,3334.689941,3334.689941,4121480000.0,16.290001,16.32,15.02,15.15,15.15,0.0,26869.320313,26926.119141,26641.919922,26786.740234,26786.740234,2498930800.0,23351.470703,23414.689453,23241.640625,23319.560547,23319.560547,70300000.0,7439.799805,7512.399902,7408.5,7482.5,7482.5,818911400.0,5919.060059,6004.330078,5912.490234,5985.399902,5985.399902,107839000.0,97.940002,98.32,97.900002,98.269997,98.269997,0.0
2020-02-06,2184.77,2229.99,2182.25,2227.94,695216238.0,0.0288,1.0,62.31,8334737832306.0,1501460505978003.0,665.94,672.69,665.88,672.69,946334024.0,0.0172,1.0,11.37,4609410422953.0,243440170558289.0,294.74,300.98,294.32,300.65,110215624.0,0.0296,1.0,8.63,5560837664826.0,1297969704456055.0,29388.580078,29408.050781,29246.929688,29379.769531,29379.769531,263700000.0,9540.980469,9575.660156,9505.679688,9572.150391,9572.150391,2313860000.0,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3887250000.0,15.13,15.66,14.7,14.96,14.96,0.0,27174.529297,27608.220703,27029.490234,27493.699219,27493.699219,2249533900.0,23641.099609,23995.369141,23625.130859,23873.589844,23873.589844,95100000.0,7482.5,7533.600098,7482.5,7504.799805,7504.799805,673947900.0,6045.040039,6050.939941,6008.549805,6038.180176,6038.180176,106153100.0,98.290001,98.57,98.209999,98.5,98.5,0.0
2020-02-07,2221.49,2223.92,2198.14,2211.95,800342334.0,-0.0072,2.0,-15.99,8813174418003.0,1491013321310687.0,673.11,674.03,667.93,672.63,1024735295.0,-0.0001,2.0,-0.06,5232691970056.0,243475160024523.0,299.59,300.05,296.01,298.21,108113022.0,-0.008100000000000001,2.0,-2.44,6108929462072.0,1287844252585945.0,29286.919922,29286.919922,29056.980469,29102.509766,29102.509766,252860000.0,9526.639648,9570.089844,9496.530273,9520.509766,9520.509766,2243720000.0,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3733920000.0,15.07,16.16,14.81,15.47,15.47,0.0,27356.279297,27410.580078,27224.119141,27404.269531,27404.269531,1464514700.0,23899.009766,23943.449219,23759.419922,23827.980469,23827.980469,65400000.0,7504.799805,7506.299805,7441.100098,7466.700195,7466.700195,705974200.0,6027.540039,6044.970215,5999.950195,6029.75,6029.75,82348500.0,98.459999,98.709999,98.419998,98.68,98.68,0.0
