현재가,거래량,체결시간,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
-79600,1295998,20240327130000,-79600,-79700,-79500,,,,,,,
-79500,1149374,20240327120000,-79600,-79700,-79500,,,,,,,
-79700,1395712,20240327110000,-79800,-79800,-79500,,,,,,,
-79700,2315366,20240327100000,-79700,79900,-79500,,,,,,,
-79700,6054163,20240327090000,-79200,+80000,-79200,,,,,,,
+79900,3580783,20240326150000,+79800,+79900,+79500,,,,,,,
+79700,2629752,20240326140000,+79700,+79900,+79600,,,,,,,
+79800,1656352,20240326130000,+79600,+79800,+79400,,,,,,,
+79500,2047774,20240326120000,+79800,+79900,+79500,,,,,,,
+79800,2207263,20240326110000,+79800,+80000,+79800,,,,,,,
+79800,9426926,20240326100000,+79600,+80100,+79500,,,,,,,
+79500,8434055,20240326090000,+79700,+79700,+79200,,,,,,,
-78200,1886709,20240325150000,-78200,-78600,-78200,,,,,,,
-78200,1997289,20240325140000,-78000,-78600,-77900,,,,,,,
-78100,3195878,20240325130000,-78300,-78400,-77800,,,,,,,
-78300,1589341,20240325120000,-78600,-78700,-78300,,,,,,,
-78600,996017,20240325110000,-78700,78900,-78600,,,,,,,
-78800,2396321,20240325100000,-78800,78900,-78600,,,,,,,
-78800,6557780,20240325090000,+79600,+79800,-78800,,,,,,,
-78900,1692282,20240322150000,-78800,-79000,-78700,,,,,,,
-78900,1979244,20240322140000,-78600,-79000,-78600,,,,,,,
-78600,3382923,20240322130000,-78000,-79000,-77900,,,,,,,
-78000,1442451,20240322120000,-78000,-78100,-77800,,,,,,,
-78000,3386619,20240322110000,-78300,-78400,-77900,,,,,,,
-78300,3483458,20240322100000,-78800,-79000,-78300,,,,,,,
-78900,11213510,20240322090000,+79600,+79900,-78400,,,,,,,
+79300,3686902,20240321150000,+79100,+79300,+79000,,,,,,,
+79200,5875199,20240321140000,+79100,+79200,+78900,,,,,,,
+79000,3734626,20240321130000,+78800,+79100,+78800,,,,,,,
+78800,3489104,20240321120000,+79000,+79000,+78600,,,,,,,
+79000,6725232,20240321110000,+78600,+79100,+78500,,,,,,,
+78700,4719252,20240321100000,+77900,+78700,+77700,,,,,,,
+77900,16127647,20240321090000,+79200,+79200,+77700,,,,,,,
+76900,3643300,20240320150000,+76900,+77000,+76800,,,,,,,
+77000,4050161,20240320140000,+76700,+77000,+76600,,,,,,,
+76600,5625305,20240320130000,+76400,+76900,+76200,,,,,,,
+76300,3675642,20240320120000,+76600,+76700,+76200,,,,,,,
+76600,11279664,20240320110000,+76200,+77200,+75900,,,,,,,
+76100,15742988,20240320100000,+73900,+76200,+73800,,,,,,,
+73800,5735344,20240320090000,+73700,+73900,+73400,,,,,,,
72800,1949480,20240319150000,+73000,+73000,-72700,,,,,,,
+73000,2122627,20240319140000,-72200,+73000,-72000,,,,,,,
-72100,1370369,20240319130000,-71900,-72200,-71800,,,,,,,
-71900,1953229,20240319120000,-72000,-72000,-71800,,,,,,,
-72000,1008345,20240319110000,-71800,-72000,-71800,,,,,,,
-71900,1363238,20240319100000,-72000,-72000,-71800,,,,,,,
-72000,5521779,20240319090000,-72300,-72400,-71700,,,,,,,
+72800,1565514,20240318150000,+72900,+72900,+72800,,,,,,,
+72800,1859321,20240318140000,+72700,+73000,+72700,,,,,,,
+72700,1476135,20240318130000,+72700,+72900,+72600,,,,,,,
+72700,858394,20240318120000,+72600,+72800,+72600,,,,,,,
+72700,1259625,20240318110000,+72700,+72700,+72500,,,,,,,
+72600,1165637,20240318100000,+72800,+72800,+72600,,,,,,,
+72800,3268524,20240318090000,+72600,+72900,+72500,,,,,,,
-72300,6327497,20240315150000,-72800,-72900,-72300,,,,,,,
-72800,2021837,20240315140000,-72800,-72900,-72700,,,,,,,
-72900,1925750,20240315130000,-73100,-73100,-72800,,,,,,,
-73000,1315030,20240315120000,-73000,-73100,-72900,,,,,,,
-73100,1519720,20240315110000,-73200,-73300,-73000,,,,,,,
-73300,2618355,20240315100000,-73500,-73700,-73100,,,,,,,
-73600,6367901,20240315090000,-73400,-73700,-72900,,,,,,,
+74300,6800755,20240314150000,+74200,+74300,-74000,,,,,,,
74100,1708158,20240314140000,+74200,+74300,74100,,,,,,,
74100,1804318,20240314130000,+74200,+74300,-74000,,,,,,,
74100,1245389,20240314120000,+74400,+74400,-74000,,,,,,,
+74400,2143959,20240314110000,74100,+74400,-74000,,,,,,,
74100,2130713,20240314100000,-73800,+74200,-73700,,,,,,,
-73900,5443936,20240314090000,+74400,+74500,-73600,,,,,,,
+74100,2304878,20240313150000,+73900,+74100,+73900,,,,,,,
+74000,1482998,20240313140000,+73800,+74000,+73800,,,,,,,
+73800,1648163,20240313130000,+73900,+74000,+73700,,,,,,,
+73900,1967933,20240313120000,+74000,+74000,+73700,,,,,,,
+74000,1086587,20240313110000,+73800,+74000,+73700,,,,,,,
+73700,2109540,20240313100000,+73800,+74000,+73600,,,,,,,
+73900,4551928,20240313090000,+73700,+74100,+73500,,,,,,,
+73300,1650392,20240312150000,+73400,+73500,+73200,,,,,,,
+73400,2705418,20240312140000,+72800,+73400,+72800,,,,,,,
+72800,949732,20240312130000,+72800,+72900,+72700,,,,,,,
+72800,1154755,20240312120000,+72800,+72900,+72700,,,,,,,
+72800,1463883,20240312110000,+72500,+72900,72400,,,,,,,
+72500,1771693,20240312100000,-72300,+72500,-72200,,,,,,,
-72300,3251784,20240312090000,+72600,+72700,-72100,,,,,,,
-72400,1417600,20240311150000,-72400,-72500,-72300,,,,,,,
-72400,1682854,20240311140000,-72600,-72600,-72400,,,,,,,
-72600,1138505,20240311130000,-72700,-72800,-72500,,,,,,,
-72700,826921,20240311120000,-72800,-72900,-72700,,,,,,,
-72900,344196,20240311110000,-72900,-72900,-72800,,,,,,,
-72800,1171456,20240311100000,-72800,-73000,-72700,,,,,,,
-72700,3124819,20240311090000,-72900,-73100,-72500,,,,,,,
+73300,2269754,20240308150000,+73100,+73300,+72900,,,,,,,
+73000,1901928,20240308140000,+72900,+73200,+72800,,,,,,,
+72800,1844041,20240308130000,+72700,+73100,+72700,,,,,,,
+72700,909447,20240308120000,+72800,+72900,+72600,,,,,,,
+72800,1533751,20240308110000,+72900,+73100,+72800,,,,,,,
+73000,2903291,20240308100000,+72900,+73200,+72800,,,,,,,
+72900,6708526,20240308090000,+72800,+73400,+72700,,,,,,,
-72200,1732681,20240307150000,-72300,-72400,-72200,,,,,,,
-72400,2484180,20240307140000,-72500,-72600,-72200,,,,,,,
-72500,926688,20240307130000,-72600,-72600,-72500,,,,,,,
-72600,1225196,20240307120000,-72600,-72700,-72500,,,,,,,
-72600,1989583,20240307110000,-72800,+73000,-72500,,,,,,,
-72800,2132433,20240307100000,+73000,+73100,-72700,,,,,,,
+73000,3891496,20240307090000,+73100,+73300,-72600,,,,,,,
-72900,2102955,20240306150000,-72800,-72900,-72700,,,,,,,
-72800,2153403,20240306140000,-72800,-73000,-72700,,,,,,,
-72900,1189595,20240306130000,-72800,-73000,-72800,,,,,,,
-72800,1311492,20240306120000,-72800,-72900,-72700,,,,,,,
-72800,1641192,20240306110000,-72900,-73000,-72700,,,,,,,
-72800,2422145,20240306100000,-73000,-73000,-72700,,,,,,,
-73000,5266730,20240306090000,-73200,-73500,-72800,,,,,,,
-73700,2186453,20240305150000,-74000,-74000,-73700,,,,,,,
-73900,2298246,20240305140000,-74200,-74400,-73900,,,,,,,
-74200,2038724,20240305130000,-73900,-74300,-73900,,,,,,,
-73900,1599175,20240305120000,-74000,-74200,-73900,,,,,,,
-73900,1645528,20240305110000,-74200,-74200,-73900,,,,,,,
-74200,2261152,20240305100000,-74400,-74400,-74000,,,,,,,
-74300,6354799,20240305090000,-74600,-74800,-74100,,,,,,,
+74900,2124185,20240304150000,+74800,+74900,+74700,,,,,,,
+74800,2158354,20240304140000,+74800,+74900,+74700,,,,,,,
+74800,1688479,20240304130000,+74700,+74800,+74600,,,,,,,
+74600,1336337,20240304120000,+74500,+74700,+74300,,,,,,,
+74400,1726794,20240304110000,+74300,+74700,+74100,,,,,,,
+74300,3486016,20240304100000,+74700,+74700,+74100,,,,,,,
+74600,10153418,20240304090000,+74300,+75000,+74000,,,,,,,
+73400,7305359,20240229150000,-72900,+73400,-72800,,,,,,,
-72800,1460068,20240229140000,-73000,-73100,-72800,,,,,,,
-73000,1513307,20240229130000,-73100,+73300,-73000,,,,,,,
-73000,1391744,20240229120000,-72900,73200,-72600,,,,,,,
-72800,1965250,20240229110000,-72600,-73000,-72500,,,,,,,
-72600,1343357,20240229100000,-72400,-72600,-72300,,,,,,,
-72300,5469698,20240229090000,-72600,-72900,-72000,,,,,,,
+73200,1146617,20240228150000,+73300,+73400,+73200,,,,,,,
+73300,1186424,20240228140000,+73200,+73500,+73200,,,,,,,
+73200,1657349,20240228130000,+73600,+73700,+73200,,,,,,,
+73700,1186566,20240228120000,+73800,+73800,+73500,,,,,,,
+73800,814820,20240228110000,+73800,+73800,+73600,,,,,,,
+73800,2381869,20240228100000,+73600,+73900,+73400,,,,,,,
+73500,3259764,20240228090000,72900,+73700,-72800,,,,,,,
+72900,1706654,20240227150000,+72900,+73000,72800,,,,,,,
+73000,1528654,20240227140000,72800,+73000,-72700,,,,,,,
72800,1159412,20240227130000,+73000,+73000,72800,,,,,,,
+73000,2082878,20240227120000,+73100,+73100,-72700,,,,,,,
+73000,2504186,20240227110000,+73000,+73400,+72900,,,,,,,
+73100,1001320,20240227100000,+73000,+73200,+73000,,,,,,,
+73000,3025749,20240227090000,+73100,+73200,72800,,,,,,,
-72800,1487138,20240226150000,-72800,+73100,-72800,,,,,,,
-72800,1640398,20240226140000,+73100,+73100,-72700,,,,,,,
+73100,2446405,20240226130000,-72700,+73100,-72500,,,,,,,
-72700,1174623,20240226120000,-72700,72900,-72600,,,,,,,
-72800,1566857,20240226110000,72900,+73100,-72700,,,,,,,
72900,1570932,20240226100000,-72700,+73000,-72500,,,,,,,
-72700,4625263,20240226090000,-72300,+73200,-72200,,,,,,,
-72900,1248028,20240223150000,-73000,73100,-72900,,,,,,,
73100,2112577,20240223140000,+73200,+73200,-73000,,,,,,,
+73200,649141,20240223130000,+73200,+73200,73100,,,,,,,
+73200,1099232,20240223120000,+73200,+73300,73100,,,,,,,
+73200,1069382,20240223110000,+73200,+73400,73100,,,,,,,
+73300,1680565,20240223100000,+73300,+73400,73100,,,,,,,
+73300,8140528,20240223090000,+73600,+74200,73100,,,,,,,
+73100,1912779,20240222150000,73000,+73200,-72900,,,,,,,
+73100,2954769,20240222140000,-72700,+73100,-72700,,,,,,,
-72800,2535025,20240222130000,-72900,73000,-72700,,,,,,,
73000,1150775,20240222120000,73000,+73100,-72900,,,,,,,
+73100,1313576,20240222110000,73000,+73100,-72900,,,,,,,
73000,1493921,20240222100000,+73500,+73600,73000,,,,,,,
+73500,3690434,20240222090000,+73800,+73900,+73100,,,,,,,
-73000,1927021,20240221150000,-72900,-73200,-72900,,,,,,,
-73000,1279423,20240221140000,-73000,-73100,-72900,,,,,,,
-73100,799048,20240221130000,-73000,-73200,-73000,,,,,,,
-73000,491331,20240221120000,-73200,-73200,-73000,,,,,,,
-73100,941583,20240221110000,+73400,+73500,-73000,,,,,,,
+73400,1995544,20240221100000,-73100,+73500,-72900,,,,,,,
-73000,3877088,20240221090000,+73400,+73700,-73000,,,,,,,
-73300,2133596,20240220150000,-73100,-73300,-73100,,,,,,,
-73200,1957173,20240220140000,-73000,-73200,-72900,,,,,,,
-73000,2028676,20240220130000,-72900,-73200,-72900,,,,,,,
-73000,588955,20240220120000,-72900,-73000,-72900,,,,,,,
-73000,1334177,20240220110000,-72900,-73000,-72800,,,,,,,
-72900,2128440,20240220100000,-73200,-73400,-72800,,,,,,,
-73200,3416385,20240220090000,-73700,-73700,-73200,,,,,,,
+73800,1029410,20240219150000,+73800,+73900,+73700,,,,,,,
+73800,1698330,20240219140000,+73700,+73900,+73600,,,,,,,
+73700,1459014,20240219130000,+73600,+73900,+73600,,,,,,,
+73600,1061998,20240219120000,+73500,+73800,+73500,,,,,,,
+73500,1139675,20240219110000,+73600,+73700,+73400,,,,,,,
+73600,2238055,20240219100000,+73600,+73900,+73500,,,,,,,
+73600,3529803,20240219090000,72800,+73700,72800,,,,,,,
-72800,1497234,20240216150000,-72800,-72900,-72800,,,,,,,
-72900,1759355,20240216140000,-72700,73000,-72700,,,,,,,
-72800,1137043,20240216130000,-72800,-72900,-72700,,,,,,,
-72900,1013325,20240216120000,-72700,-72900,-72700,,,,,,,
-72800,901231,20240216110000,-72800,73000,-72700,,,,,,,
-72800,1873407,20240216100000,-72700,-72900,-72600,,,,,,,
-72800,5030453,20240216090000,+73300,+73400,-72500,,,,,,,
-73000,2152502,20240215150000,-73100,-73200,-73000,,,,,,,
-73100,1441693,20240215140000,-73100,-73300,-73100,,,,,,,
-73100,1839843,20240215130000,-73300,-73400,-73100,,,,,,,
-73300,1393789,20240215120000,-73200,-73600,-73200,,,,,,,
-73300,1198201,20240215110000,-73200,-73400,-73200,,,,,,,
-73300,3156109,20240215100000,-73800,-73900,-73200,,,,,,,
-73800,2883624,20240215090000,+74200,+74400,-73700,,,,,,,
-74000,1907409,20240214150000,-74000,-74200,-74000,,,,,,,
-74000,1040313,20240214140000,-74200,-74200,-74000,,,,,,,
-74100,832820,20240214130000,-74000,-74200,-73900,,,,,,,
-74000,843444,20240214120000,-73900,-74100,-73900,,,,,,,
-73900,1158978,20240214110000,-73900,-74200,-73800,,,,,,,
-73800,1674175,20240214100000,-74000,-74100,-73800,,,,,,,
-74000,4746630,20240214090000,-73700,-74300,-73700,,,,,,,
+75200,1772120,20240213150000,+74900,+75200,+74900,,,,,,,
+75000,2336175,20240213140000,+75000,+75100,+74900,,,,,,,
+74900,2008401,20240213130000,+74900,+75000,+74800,,,,,,,
+74900,1415508,20240213120000,+75000,+75000,+74800,,,,,,,
+75000,1731566,20240213110000,+75100,+75100,+74700,,,,,,,
+75000,2844575,20240213100000,+75000,+75200,+74900,,,,,,,
+75100,8399644,20240213090000,+74800,+75200,+74400,,,,,,,
-74100,3451814,20240208150000,-73800,-74100,-73700,,,,,,,
-73900,3048443,20240208140000,-73700,-74100,-73700,,,,,,,
-73800,2894990,20240208130000,-73900,-74100,-73600,,,,,,,
-74000,3885610,20240208120000,-74500,-74600,-73800,,,,,,,
-74500,1915047,20240208110000,-74700,-74900,-74500,,,,,,,
-74800,2160198,20240208100000,-74900,75000,-74600,,,,,,,
-74900,2890559,20240208090000,75000,+75200,-74800,,,,,,,
+75000,1225594,20240207150000,+74800,+75100,+74800,,,,,,,
+74800,1666661,20240207140000,+74500,+74900,+74500,,,,,,,
+74500,2073734,20240207130000,+74500,+74700,-74300,,,,,,,
+74500,1520705,20240207120000,+75000,+75100,+74500,,,,,,,
+75100,1937058,20240207110000,+75000,+75300,+74700,,,,,,,
+75000,3507444,20240207100000,+75200,+75500,+75000,,,,,,,
+75200,4587852,20240207090000,+74600,+75400,74400,,,,,,,
+74400,1560105,20240206150000,-74200,+74400,-74100,,,,,,,
-74200,2176224,20240206140000,+74500,+74700,-74100,,,,,,,
+74500,1049990,20240206130000,+74400,+74600,+74400,,,,,,,
+74400,1516745,20240206120000,-74000,+74600,-74000,,,,,,,
-74000,1282937,20240206110000,-73700,-74200,-73700,,,,,,,
-73700,1755726,20240206100000,-73300,-73900,-73300,,,,,,,
-73300,4601900,20240206090000,74300,+74700,-73300,,,,,,,
-74300,1734763,20240205150000,-74300,-74500,-74100,,,,,,,
-74200,2429415,20240205140000,-73900,-74400,-73800,,,,,,,
-73800,1567887,20240205130000,-74100,-74100,-73700,,,,,,,
-74000,1466539,20240205120000,-73900,-74200,-73900,,,,,,,
-73900,2145945,20240205110000,-73800,-74000,-73700,,,,,,,
-73900,2849072,20240205100000,-73700,-73900,-73500,,,,,,,
-73700,6693259,20240205090000,-74200,-74800,-73500,,,,,,,
+75200,2682148,20240202150000,+74900,+75200,+74800,,,,,,,
+75000,1852018,20240202140000,+74600,+75000,+74600,,,,,,,
+74700,989533,20240202130000,+74700,+74700,+74400,,,,,,,
+74700,1526950,20240202120000,+74600,+74800,+74400,,,,,,,
+74600,1621741,20240202110000,+74800,+74900,+74400,,,,,,,
+74800,1915136,20240202100000,+74800,+74900,+74600,,,,,,,
+74800,4262182,20240202090000,+74000,+74900,+73700,,,,,,,
+73600,2941668,20240201150000,+73100,+73700,+73100,,,,,,,
+73100,1744994,20240201140000,+73100,+73400,+73000,,,,,,,
+73100,2396471,20240201130000,+73500,+73500,+73000,,,,,,,
+73400,1725298,20240201120000,+73800,+73900,+73400,,,,,,,
+73800,1384312,20240201110000,+73700,+74000,+73600,,,,,,,
+73600,2155889,20240201100000,+74100,+74200,+73400,,,,,,,
+74000,7402108,20240201090000,+73000,+74200,+72900,,,,,,,
-72700,2709821,20240131150000,-72700,-72800,-72500,,,,,,,
-72600,2688853,20240131140000,-72900,-73000,-72600,,,,,,,
-72900,1458649,20240131130000,-73300,-73300,-72900,,,,,,,
-73200,1416994,20240131120000,-73300,-73400,-73000,,,,,,,
-73300,1519201,20240131110000,-73400,-73600,-73200,,,,,,,
-73400,1892496,20240131100000,-73700,-73800,-73300,,,,,,,
-73700,3206438,20240131090000,-73400,-74000,-73400,,,,,,,
-74300,1272897,20240130150000,-74200,74400,-74200,,,,,,,
-74200,1409101,20240130140000,-73900,+74500,-73800,,,,,,,
-73800,877997,20240130130000,-73800,-74000,-73700,,,,,,,
-73800,779026,20240130120000,-73800,-74100,-73800,,,,,,,
-73900,1611591,20240130110000,-74300,74400,-73800,,,,,,,
-74300,1580998,20240130100000,-74300,+74600,-74200,,,,,,,
-74300,4509963,20240130090000,+75000,+75300,-74200,,,,,,,
+74400,2357444,20240129150000,+75100,+75200,+74400,,,,,,,
+75000,2383185,20240129140000,+74900,+75100,+74700,,,,,,,
+74900,1560984,20240129130000,+74600,+74900,+74500,,,,,,,
+74500,1023646,20240129120000,+74500,+74700,+74300,,,,,,,
+74500,1199887,20240129110000,+74500,+74600,+74400,,,,,,,
+74500,2462674,20240129100000,+74100,+74800,+74000,,,,,,,
+74100,2874527,20240129090000,+73800,+74200,+73500,,,,,,,
-73400,1311275,20240126150000,-73700,-73800,-73400,,,,,,,
-73700,1154930,20240126140000,-73700,-73900,-73700,,,,,,,
-73700,1267682,20240126130000,74100,+74200,-73700,,,,,,,
+74200,654446,20240126120000,-74000,+74300,-74000,,,,,,,
-74000,1467734,20240126110000,+74200,+74500,-74000,,,,,,,
74100,1675566,20240126100000,-73800,+74300,-73800,,,,,,,
-73800,3443846,20240126090000,-73700,-74000,-73300,,,,,,,
+74100,1433094,20240125150000,-73900,+74100,-73700,,,,,,,
-73900,1578362,20240125140000,+74100,+74200,-73800,,,,,,,
+74100,874434,20240125130000,+74100,+74200,-73900,,,,,,,
+74100,899098,20240125120000,74000,+74100,-73800,,,,,,,
74000,1402439,20240125110000,+74100,+74300,-73700,,,,,,,
+74100,1523042,20240125100000,+74500,+74800,74000,,,,,,,
+74500,2949000,20240125090000,+74200,+74600,74000,,,,,,,
-74000,1495314,20240124150000,-73900,-74000,-73800,,,,,,,
-73900,1409720,20240124140000,-73700,-74100,-73600,,,,,,,
-73800,736322,20240124130000,-73700,-73800,-73600,,,,,,,
-73600,944216,20240124120000,-73700,-73800,-73600,,,,,,,
-73700,1375114,20240124110000,-73600,-73800,-73500,,,,,,,
-73600,1547776,20240124100000,-73800,-74000,-73600,,,,,,,
-73800,5182739,20240124090000,75200,75200,-73500,,,,,,,
+75200,1653033,20240123150000,+75200,+75300,75100,,,,,,,
+75200,1626439,20240123140000,-75000,+75400,-75000,,,,,,,
75100,703135,20240123130000,75100,+75200,-75000,,,,,,,
75100,1034096,20240123120000,-75000,+75200,-74800,,,,,,,
-75000,1399022,20240123110000,-74900,+75300,-74800,,,,,,,
-74900,1665442,20240123100000,-74800,75100,-74500,,,,,,,
-74800,6640679,20240123090000,+75700,+75800,-74300,,,,,,,
+75100,2091058,20240122150000,+75300,+75400,+75100,,,,,,,
+75400,1816575,20240122140000,+75300,+75600,+75200,,,,,,,
+75300,1493212,20240122130000,+75400,+75600,+75200,,,,,,,
+75400,1393436,20240122120000,+75600,+75600,+75300,,,,,,,
+75500,2059788,20240122110000,+75400,+75700,+75200,,,,,,,
+75300,3096545,20240122100000,+75700,+75900,+75100,,,,,,,
+75800,7668593,20240122090000,+75900,+76000,+75000,,,,,,,
+74700,3494670,20240119150000,+74400,+74700,+74300,,,,,,,
+74300,2416037,20240119140000,+74200,+74400,+73800,,,,,,,
+74200,2896235,20240119130000,+74200,+74500,+74100,,,,,,,
+74200,1638241,20240119120000,+74100,+74200,+74000,,,,,,,
+74100,2006908,20240119110000,+73900,+74200,+73800,,,,,,,
+74000,3180267,20240119100000,+73900,+74200,+73700,,,,,,,
+73900,7566074,20240119090000,+73500,+73900,+73000,,,,,,,
+71700,2999608,20240118150000,+71500,+72000,+71400,,,,,,,
+71400,1624558,20240118140000,+71200,+71500,+71100,,,,,,,
+71200,1691301,20240118130000,+71500,+71600,+71100,,,,,,,
+71500,1191012,20240118120000,+71300,+71600,+71300,,,,,,,
+71300,1817117,20240118110000,+71400,+71800,+71300,,,,,,,
+71500,2162782,20240118100000,+71100,+71500,71000,,,,,,,
+71100,6157119,20240118090000,+71600,+71700,-70700,,,,,,,
-71000,2367058,20240117150000,-71200,-71400,-71000,,,,,,,
-71200,3042860,20240117140000,-71500,-71500,-71000,,,,,,,
-71400,2307223,20240117130000,-71200,-71600,-71100,,,,,,,
-71200,2288998,20240117120000,-71200,-71500,-71100,,,,,,,
-71200,2622487,20240117110000,-71600,-71700,-71200,,,,,,,
-71500,4393751,20240117100000,-72300,-72400,-71500,,,,,,,
-72300,5019536,20240117090000,+73100,+73300,-72300,,,,,,,
-72600,2543295,20240116150000,-72500,-72700,-72500,,,,,,,
-72600,1887980,20240116140000,-72800,-72900,-72500,,,,,,,
-72800,1624100,20240116130000,-73100,-73100,-72600,,,,,,,
-73100,600338,20240116120000,-73000,-73200,-72900,,,,,,,
-72900,1120669,20240116110000,-73000,-73200,-72800,,,,,,,
-73000,2051290,20240116100000,-72500,-73100,-72500,,,,,,,
-72600,4563312,20240116090000,-73500,-73700,-72500,,,,,,,
+73900,2199186,20240115150000,+73600,+73900,+73400,,,,,,,
+73500,974779,20240115140000,+73500,+73600,+73400,,,,,,,
+73600,919739,20240115130000,+73600,+73600,+73400,,,,,,,
+73600,1328203,20240115120000,+73700,+73800,+73500,,,,,,,
+73700,1458062,20240115110000,+73500,+73900,+73500,,,,,,,
+73600,2137224,20240115100000,+73700,+74000,+73400,,,,,,,
+73700,3947855,20240115090000,+73200,+74000,+73200,,,,,,,
-73100,1262618,20240112150000,-72900,-73100,-72900,,,,,,,
-72900,1018355,20240112140000,-72900,-73100,-72900,,,,,,,
-73000,1927451,20240112130000,+73500,+73500,-72800,,,,,,,
+73400,507647,20240112120000,+73500,+73500,+73300,,,,,,,
+73500,1396227,20240112110000,+73600,+73800,+73400,,,,,,,
+73600,1934695,20240112100000,+73400,+73700,73200,,,,,,,
+73400,4920778,20240112090000,-73000,+74100,-73000,,,,,,,
-73200,5873514,20240111150000,-73300,-73400,-73200,,,,,,,
-73200,3454992,20240111140000,-73000,-73500,-73000,,,,,,,
-73000,1936168,20240111130000,-73000,-73100,-72800,,,,,,,
-73100,2329358,20240111120000,-73000,-73100,-72800,,,,,,,
-72900,2575680,20240111110000,-73300,-73400,-72900,,,,,,,
-73200,2455256,20240111100000,-73200,-73500,-73000,,,,,,,
-73300,9102463,20240111090000,-72900,73600,-72700,,,,,,,
-73600,1876938,20240110150000,-73800,-73900,-73600,,,,,,,
-73800,2039961,20240110140000,-73600,-73900,-73500,,,,,,,
-73700,1849120,20240110130000,-73600,-73800,-73500,,,,,,,
-73700,1892574,20240110120000,-73600,-73700,-73300,,,,,,,
-73700,3583268,20240110110000,-73700,-73800,-73200,,,,,,,
-73800,4221925,20240110100000,-74400,-74500,-73600,,,,,,,
-74500,4479903,20240110090000,+75000,+75200,-74300,,,,,,,
-74700,2455136,20240109150000,-74800,-75000,-74500,,,,,,,
-74900,3933191,20240109140000,-74900,-75100,-74300,,,,,,,
-75000,5139435,20240109130000,-75500,-75600,-74800,,,,,,,
-75600,1729818,20240109120000,-75600,-75800,-75500,,,,,,,
-75700,2016032,20240109110000,-75900,-76100,-75600,,,,,,,
-76000,3971130,20240109100000,+76800,+76900,-75800,,,,,,,
+76900,6582738,20240109090000,+77400,+77700,76500,,,,,,,
-76500,1303903,20240108150000,76600,+76700,-76500,,,,,,,
+76700,1277845,20240108140000,+76700,+76700,-76400,,,,,,,
76600,1125546,20240108130000,+76800,+76800,76600,,,,,,,
+76700,772642,20240108120000,+76800,+76900,+76700,,,,,,,
+76800,1407993,20240108110000,+77000,+77000,+76700,,,,,,,
+77000,1727684,20240108100000,+77400,+77500,+76900,,,,,,,
+77400,3401077,20240108090000,+77000,+77400,+76800,,,,,,,
76600,1463696,20240105150000,-76500,76600,-76400,,,,,,,
-76500,1532870,20240105140000,-76500,+76700,-76400,,,,,,,
-76500,1205776,20240105130000,+76800,+76800,-76500,,,,,,,
+76700,1043161,20240105120000,76600,+76800,-76500,,,,,,,
-76500,738759,20240105110000,76600,+76700,-76500,,,,,,,
76600,1011386,20240105100000,+76700,+76800,-76500,,,,,,,
76600,4201771,20240105090000,+76700,+77100,-76500,,,,,,,
-76600,1754681,20240104150000,-76600,-76800,-76500,,,,,,,
-76600,1159261,20240104140000,-76500,-76600,-76400,,,,,,,
-76600,1128408,20240104130000,-76600,-76700,-76400,,,,,,,
-76700,947038,20240104120000,-76800,-76900,-76500,,,,,,,
-76700,1845363,20240104110000,-76500,-76800,-76200,,,,,,,
-76600,2525858,20240104100000,+77200,+77200,-76400,,,,,,,
+77200,5687957,20240104090000,-76100,+77300,-76100,,,,,,,
-77000,2135320,20240103150000,-77400,-77400,-77000,,,,,,,
-77400,1693193,20240103140000,-77300,-77500,-77200,,,,,,,
-77400,1925348,20240103130000,-77700,-77700,-77300,,,,,,,
-77700,1620040,20240103120000,-77900,-78000,-77500,,,,,,,
-77900,2248052,20240103110000,-77900,-78200,-77800,,,,,,,
-77900,5713993,20240103100000,-77800,-78000,-77100,,,,,,,
-77800,6214940,20240103090000,-78500,-78800,-77800,,,,,,,
+79600,1945318,20240102150000,+79700,+79800,+79600,,,,,,,
+79700,4190518,20240102140000,+79500,+79800,+79400,,,,,,,
+79400,2026637,20240102130000,+79200,+79500,+79100,,,,,,,
+79300,2346939,20240102120000,+78700,+79300,+78700,,,,,,,
+78700,1500010,20240102110000,-78400,+78800,-78200,,,,,,,
-78400,4888235,20240102100000,-78200,+79400,-78200,,,,,,,
+78500,4009963,20231228150000,+78200,+78500,+78100,,,,,,,
+78200,2814533,20231228140000,-77800,+78200,-77800,,,,,,,
-77800,1966951,20231228130000,-77800,-77900,-77600,,,,,,,
-77800,1487155,20231228120000,78000,+78100,-77800,,,,,,,
-77900,3066360,20231228110000,-77900,+78200,-77800,,,,,,,
-77900,1802835,20231228100000,-77600,78000,-77600,,,,,,,
-77700,2576052,20231228090000,-77700,-77800,-77500,,,,,,,
+78000,1704897,20231227150000,+77800,+78000,+77800,,,,,,,
+77800,1510794,20231227140000,+77800,+77900,+77700,,,,,,,
+77900,3393540,20231227130000,+77600,+77900,+77500,,,,,,,
+77600,1642608,20231227120000,+77300,+77600,+77200,,,,,,,
+77300,1918471,20231227110000,+77500,+77600,+77300,,,,,,,
+77400,3885825,20231227100000,+77200,+77500,-76500,,,,,,,
+77200,6523682,20231227090000,+76700,+77800,76600,,,,,,,
+76600,2304990,20231226150000,+76600,+76700,+76500,,,,,,,
