현재가,거래량,체결시간,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
+78800,148171,20240613145000,+78800,+78800,+78700,,,,,,,
+78700,496237,20240613144500,+78700,+78800,+78600,,,,,,,
+78700,264800,20240613144000,+78600,+78800,+78600,,,,,,,
+78600,252329,20240613143500,+78500,+78700,+78500,,,,,,,
+78600,459062,20240613143000,+78600,+78700,+78500,,,,,,,
+78700,308383,20240613142500,+78600,+78700,+78600,,,,,,,
+78600,119615,20240613142000,+78600,+78700,+78600,,,,,,,
+78600,315224,20240613141500,+78800,+78800,+78600,,,,,,,
+78800,247243,20240613141000,+78800,+78800,+78700,,,,,,,
+78800,144380,20240613140500,+78800,+78800,+78700,,,,,,,
+78800,204494,20240613140000,+78800,+78800,+78700,,,,,,,
+78800,252216,20240613135500,+78700,+78800,+78600,,,,,,,
+78700,85072,20240613135000,+78600,+78700,+78600,,,,,,,
+78600,446928,20240613134500,+78700,+78800,+78600,,,,,,,
+78700,932587,20240613134000,+78600,+78700,+78500,,,,,,,
+78600,148265,20240613133500,+78600,+78600,+78500,,,,,,,
+78600,581462,20240613133000,+78400,+78600,+78400,,,,,,,
+78500,68644,20240613132500,+78500,+78500,+78400,,,,,,,
+78400,411378,20240613132000,+78500,+78500,+78400,,,,,,,
+78500,115960,20240613131500,+78500,+78500,+78400,,,,,,,
+78400,67514,20240613131000,+78400,+78500,+78400,,,,,,,
+78500,71857,20240613130500,+78500,+78500,+78400,,,,,,,
+78500,83004,20240613130000,+78500,+78500,+78400,,,,,,,
+78400,93459,20240613125500,+78400,+78500,+78400,,,,,,,
+78500,105079,20240613125000,+78500,+78500,+78400,,,,,,,
+78500,306118,20240613124500,+78400,+78500,+78300,,,,,,,
+78400,102088,20240613124000,+78300,+78400,+78300,,,,,,,
+78400,51333,20240613123500,+78400,+78400,+78300,,,,,,,
+78400,209978,20240613123000,+78300,+78400,+78300,,,,,,,
+78300,92771,20240613122500,+78300,+78400,+78300,,,,,,,
+78400,414830,20240613122000,+78400,+78400,+78200,,,,,,,
+78300,73064,20240613121500,+78400,+78400,+78300,,,,,,,
+78300,80925,20240613121000,+78400,+78400,+78300,,,,,,,
+78400,81597,20240613120500,+78400,+78400,+78300,,,,,,,
+78300,54156,20240613120000,+78400,+78400,+78300,,,,,,,
+78400,425512,20240613115500,+78400,+78400,+78200,,,,,,,
+78400,82286,20240613115000,+78300,+78400,+78300,,,,,,,
+78400,213509,20240613114500,+78500,+78500,+78300,,,,,,,
+78400,294702,20240613114000,+78500,+78500,+78400,,,,,,,
+78500,101163,20240613113500,+78500,+78500,+78400,,,,,,,
+78500,105365,20240613113000,+78500,+78500,+78400,,,,,,,
+78400,81122,20240613112500,+78500,+78500,+78400,,,,,,,
+78500,266097,20240613112000,+78400,+78500,+78400,,,,,,,
+78500,64744,20240613111500,+78500,+78500,+78400,,,,,,,
+78400,822215,20240613111000,+78500,+78600,+78400,,,,,,,
+78400,323663,20240613110500,+78500,+78500,+78400,,,,,,,
+78400,93553,20240613110000,+78500,+78500,+78400,,,,,,,
+78400,98007,20240613105500,+78400,+78500,+78400,,,,,,,
+78500,448919,20240613105000,+78500,+78500,+78400,,,,,,,
+78500,118357,20240613104500,+78400,+78500,+78400,,,,,,,
+78500,295501,20240613104000,+78400,+78500,+78300,,,,,,,
+78400,245682,20240613103500,+78400,+78500,+78300,,,,,,,
+78300,449258,20240613103000,+78300,+78500,+78300,,,,,,,
+78300,620123,20240613102500,+78500,+78500,+78200,,,,,,,
+78400,203319,20240613102000,+78500,+78500,+78400,,,,,,,
+78500,107107,20240613101500,+78400,+78500,+78400,,,,,,,
+78400,504854,20240613101000,+78400,+78500,+78300,,,,,,,
+78400,517219,20240613100500,+78400,+78500,+78300,,,,,,,
+78300,428749,20240613100000,+78300,+78400,+78200,,,,,,,
+78300,441789,20240613095500,+78300,+78300,+78200,,,,,,,
+78300,701073,20240613095000,+78100,+78300,+78100,,,,,,,
+78200,349509,20240613094500,+78100,+78200,+78000,,,,,,,
+78100,512160,20240613094000,+77900,+78200,+77900,,,,,,,
+77900,311020,20240613093500,+77900,+78000,+77900,,,,,,,
+77900,762846,20240613093000,+78100,+78200,+77900,,,,,,,
+78100,236350,20240613092500,+78100,+78200,+78100,,,,,,,
+78100,262667,20240613092000,+78100,+78200,+78100,,,,,,,
+78100,868147,20240613091500,+78200,+78300,+78000,,,,,,,
+78200,822479,20240613091000,+78000,+78300,+78000,,,,,,,
+78100,1005697,20240613090500,+77800,+78200,+77800,,,,,,,
+77900,3417678,20240613090000,+78400,+78400,+77800,,,,,,,
+76500,13878,20240612153500,+76500,+76500,+76500,,,,,,,
+76500,956242,20240612153000,+76500,+76500,+76500,,,,,,,
+76500,393983,20240612151500,+76400,+76500,+76300,,,,,,,
+76300,646299,20240612151000,+76600,+76700,+76200,,,,,,,
+76500,212361,20240612150500,+76400,+76600,+76300,,,,,,,
+76400,368452,20240612150000,+76700,+76700,+76200,,,,,,,
+76600,1019795,20240612145500,+77000,+77100,+76500,,,,,,,
+76900,1479054,20240612145000,+76000,+77000,+76000,,,,,,,
+76000,1141357,20240612144500,+75400,+76200,+75400,,,,,,,
+75500,128290,20240612144000,+75600,+75600,+75400,,,,,,,
+75600,72354,20240612143500,+75600,+75600,+75500,,,,,,,
+75600,38365,20240612143000,+75500,+75600,+75500,,,,,,,
+75600,96388,20240612142500,+75500,+75600,+75400,,,,,,,
+75500,446102,20240612142000,+75300,+75600,+75300,,,,,,,
+75400,54676,20240612141500,+75400,+75400,+75300,,,,,,,
+75300,41111,20240612141000,+75300,+75400,+75300,,,,,,,
+75400,67407,20240612140500,+75500,+75500,+75300,,,,,,,
+75500,225684,20240612140000,+75300,+75500,+75300,,,,,,,
+75400,165249,20240612135500,+75500,+75500,+75300,,,,,,,
+75500,21246,20240612135000,+75500,+75500,+75400,,,,,,,
+75500,215388,20240612134500,+75500,+75600,+75400,,,,,,,
+75500,24580,20240612134000,+75500,+75500,+75400,,,,,,,
+75500,407338,20240612133500,+75400,+75600,+75300,,,,,,,
+75400,51253,20240612133000,+75400,+75400,+75300,,,,,,,
+75300,198920,20240612132500,+75400,+75500,+75300,,,,,,,
+75400,46576,20240612132000,+75500,+75500,+75400,,,,,,,
+75500,29247,20240612131500,+75400,+75500,+75400,,,,,,,
+75500,54383,20240612131000,+75500,+75500,+75400,,,,,,,
+75400,29175,20240612130500,+75500,+75500,+75400,,,,,,,
+75500,46080,20240612130000,+75400,+75500,+75400,,,,,,,
+75500,217647,20240612125500,+75300,+75500,+75300,,,,,,,
+75300,34675,20240612125000,+75300,+75400,+75300,,,,,,,
+75400,28098,20240612124500,+75300,+75400,+75300,,,,,,,
+75400,109148,20240612124000,+75400,+75500,+75300,,,,,,,
+75400,26483,20240612123500,+75500,+75500,+75400,,,,,,,
+75400,25218,20240612123000,+75500,+75500,+75400,,,,,,,
+75500,28729,20240612122500,+75500,+75500,+75400,,,,,,,
+75500,17270,20240612122000,+75500,+75500,+75400,,,,,,,
+75500,173270,20240612121500,+75400,+75500,+75300,,,,,,,
+75400,179498,20240612121000,+75500,+75500,+75300,,,,,,,
+75500,27019,20240612120500,+75500,+75500,+75400,,,,,,,
+75500,21663,20240612120000,+75500,+75500,+75400,,,,,,,
+75400,35990,20240612115500,+75400,+75500,+75400,,,,,,,
+75400,26512,20240612115000,+75500,+75500,+75400,,,,,,,
+75400,48421,20240612114500,+75400,+75500,+75400,,,,,,,
+75400,124144,20240612114000,+75500,+75500,+75400,,,,,,,
+75400,77113,20240612113500,+75500,+75500,+75400,,,,,,,
+75400,38451,20240612113000,+75400,+75500,+75400,,,,,,,
+75400,46987,20240612112500,+75400,+75500,+75400,,,,,,,
+75400,99961,20240612112000,+75500,+75600,+75400,,,,,,,
+75500,36677,20240612111500,+75500,+75600,+75500,,,,,,,
+75600,160757,20240612111000,+75700,+75700,+75400,,,,,,,
+75700,37643,20240612110500,+75600,+75700,+75600,,,,,,,
+75700,143418,20240612110000,+75500,+75700,+75500,,,,,,,
+75600,116707,20240612105500,+75700,+75700,+75500,,,,,,,
+75700,162459,20240612105000,+75600,+75800,+75600,,,,,,,
+75600,111767,20240612104500,+75500,+75700,+75500,,,,,,,
+75600,80031,20240612104000,+75600,+75600,+75500,,,,,,,
+75600,130671,20240612103500,+75600,+75700,+75500,,,,,,,
+75600,150117,20240612103000,+75400,+75700,+75400,,,,,,,
+75400,89713,20240612102500,+75600,+75600,+75400,,,,,,,
+75500,188827,20240612102000,+75600,+75700,+75500,,,,,,,
+75700,178506,20240612101500,+75400,+75700,+75400,,,,,,,
+75400,334617,20240612101000,+75600,+75600,+75400,,,,,,,
+75600,114394,20240612100500,+75600,+75700,+75500,,,,,,,
+75700,119071,20240612100000,+75600,+75700,+75500,,,,,,,
+75700,293355,20240612095500,+75600,+75800,+75500,,,,,,,
+75700,265293,20240612095000,+75800,+75900,+75600,,,,,,,
+75800,275451,20240612094500,+75700,+75900,+75600,,,,,,,
+75700,214683,20240612094000,+75700,+75800,+75600,,,,,,,
+75800,248156,20240612093500,75200,+75800,75200,,,,,,,
+75300,207191,20240612093000,+75400,+75400,75200,,,,,,,
+75400,280672,20240612092500,+75400,+75400,75200,,,,,,,
+75400,269760,20240612092000,+75400,+75500,+75300,,,,,,,
+75500,287154,20240612091500,+75500,+75600,+75400,,,,,,,
+75600,241820,20240612091000,+75600,+75700,+75500,,,,,,,
+75600,557503,20240612090500,+75800,+75900,+75500,,,,,,,
+75800,1329781,20240612090000,+75300,+76100,+75300,,,,,,,
-75200,59872,20240611153500,-75200,-75200,-75200,,,,,,,
-75200,960942,20240611153000,-75200,-75200,-75200,,,,,,,
-75500,660582,20240611151500,-75400,-75500,-75200,,,,,,,
-75300,212791,20240611151000,-75400,-75400,-75300,,,,,,,
-75400,157584,20240611150500,-75400,-75400,-75300,,,,,,,
-75400,280806,20240611150000,-75500,-75600,-75300,,,,,,,
-75500,165706,20240611145500,75700,75700,-75500,,,,,,,
-75600,156708,20240611145000,75700,+75800,-75600,,,,,,,
-75600,342118,20240611144500,-75600,+75800,-75500,,,,,,,
-75600,103345,20240611144000,-75600,75700,-75500,,,,,,,
-75600,244365,20240611143500,75700,75700,-75500,,,,,,,
75700,235447,20240611143000,75700,+75800,-75600,,,,,,,
+75800,128190,20240611142500,+75900,+75900,75700,,,,,,,
+75900,436930,20240611142000,75700,+76000,75700,,,,,,,
75700,241671,20240611141500,+76000,+76000,75700,,,,,,,
+76000,368229,20240611141000,+75800,+76000,75700,,,,,,,
+75800,448924,20240611140500,-75400,+75800,-75400,,,,,,,
-75400,129225,20240611140000,-75300,-75500,-75300,,,,,,,
-75300,206243,20240611135500,-75300,-75500,-75200,,,,,,,
-75200,347121,20240611135000,-75200,-75300,-75100,,,,,,,
-75200,104252,20240611134500,-75300,-75300,-75200,,,,,,,
-75200,140988,20240611134000,-75200,-75300,-75200,,,,,,,
-75300,141613,20240611133500,-75200,-75300,-75200,,,,,,,
-75200,110313,20240611133000,-75200,-75300,-75200,,,,,,,
-75200,47458,20240611132500,-75300,-75300,-75200,,,,,,,
-75200,63670,20240611132000,-75300,-75300,-75200,,,,,,,
-75200,104962,20240611131500,-75300,-75400,-75200,,,,,,,
-75300,253683,20240611131000,-75200,-75400,-75100,,,,,,,
-75100,390754,20240611130500,-75200,-75300,-75100,,,,,,,
-75200,163267,20240611130000,-75200,-75300,-75200,,,,,,,
-75300,174365,20240611125500,-75300,-75400,-75200,,,,,,,
-75400,161581,20240611125000,-75300,-75400,-75300,,,,,,,
-75300,76996,20240611124500,-75400,-75400,-75300,,,,,,,
-75400,49737,20240611124000,-75300,-75400,-75300,,,,,,,
-75300,482674,20240611123500,-75300,-75400,-75200,,,,,,,
-75300,71582,20240611123000,-75400,-75400,-75300,,,,,,,
-75300,92118,20240611122500,-75300,-75400,-75300,,,,,,,
-75300,86247,20240611122000,-75400,-75400,-75300,,,,,,,
-75400,74133,20240611121500,-75400,-75400,-75300,,,,,,,
-75400,71465,20240611121000,-75300,-75400,-75300,,,,,,,
-75300,42450,20240611120500,-75300,-75400,-75300,,,,,,,
-75300,56545,20240611120000,-75400,-75400,-75300,,,,,,,
-75400,56215,20240611115500,-75400,-75500,-75300,,,,,,,
