,다우존스,다우존스,다우존스,다우존스,다우존스,다우존스,나스닥,나스닥,나스닥,나스닥,나스닥,나스닥,S&P500,S&P500,S&P500,S&P500,S&P500,S&P500,VIX지수,VIX지수,VIX지수,VIX지수,VIX지수,VIX지수,항셍지수,항셍지수,항셍지수,항셍지수,항셍지수,항셍지수,닛케이,닛케이,닛케이,닛케이,닛케이,닛케이,FTSE100,FTSE100,FTSE100,FTSE100,FTSE100,FTSE100,CAC 40,CAC 40,CAC 40,CAC 40,CAC 40,CAC 40,달러인덱스,달러인덱스,달러인덱스,달러인덱스,달러인덱스,달러인덱스
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
2000-01-03 00:00:00,11501.849609,11522.009766,11305.69043,11357.509766,11357.509766,169750000.0,4186.189941,4192.189941,3989.709961,4131.149902,4131.149902,1510070000.0,1469.25,1478.0,1438.359985,1455.219971,1455.219971,931800000.0,24.360001,26.15,23.98,24.209999,24.209999,0.0,17057.699219,17426.160156,17057.699219,17369.630859,17369.630859,0.0,,,,,,,,,,,,,6024.379883,6102.120117,5901.77002,5917.370117,5917.370117,0.0,101.669998,101.830002,100.190002,100.220001,100.220001,0.0
2000-01-04 00:00:00,11349.75,11350.05957,10986.450195,10997.929688,10997.929688,178420000.0,4020.0,4073.25,3898.22998,3901.689941,3901.689941,1511840000.0,1455.219971,1455.219971,1397.430054,1399.420044,1399.420044,1009000000.0,24.940001,27.18,24.799999,27.01,27.01,0.0,17303.0,17303.0,16933.519531,17072.820313,17072.820313,0.0,18937.449219,19187.609375,18937.449219,19002.859375,19002.859375,0.0,6930.200195,6930.200195,6662.899902,6665.899902,6665.899902,633449000.0,5922.22998,5925.069824,5657.200195,5672.02002,5672.02002,0.0,100.550003,100.860001,100.010002,100.410004,100.410004,0.0
2000-01-05 00:00:00,10989.370117,11215.099609,10938.669922,11122.650391,11122.650391,203190000.0,3854.350098,3924.209961,3734.870117,3877.540039,3877.540039,1735670000.0,1399.420044,1413.27002,1377.680054,1402.109985,1402.109985,1085500000.0,27.98,29.0,25.85,26.41,26.41,0.0,16608.550781,16608.550781,15688.490234,15846.719727,15846.719727,0.0,19003.509766,19003.509766,18221.820313,18542.550781,18542.550781,0.0,6665.899902,6665.899902,6500.399902,6535.899902,6535.899902,670234000.0,5521.830078,5589.5,5461.589844,5479.700195,5479.700195,0.0,100.419998,100.470001,99.709999,100.379997,100.379997,0.0
2000-01-06 00:00:00,11113.370117,11313.450195,11098.450195,11253.259766,11253.259766,176550000.0,3834.439941,3868.76001,3715.620117,3727.129883,3727.129883,1598320000.0,1402.109985,1411.900024,1392.099976,1403.449951,1403.449951,1092300000.0,26.68,26.709999,24.700001,25.73,25.73,0.0,15942.070313,15971.030273,14763.969727,15153.230469,15153.230469,0.0,18574.009766,18582.740234,18168.269531,18168.269531,18168.269531,0.0,6535.899902,6547.299805,6424.399902,6447.200195,6447.200195,785532000.0,5485.930176,5530.259766,5388.850098,5450.109863,5450.109863,0.0,100.309998,100.809998,99.809998,100.650002,100.650002,0.0
2000-01-07 00:00:00,11247.05957,11528.139648,11239.919922,11522.55957,11522.55957,184900000.0,3711.090088,3882.669922,3711.090088,3882.620117,3882.620117,1634930000.0,1403.449951,1441.469971,1400.72998,1441.469971,1441.469971,1225200000.0,25.139999,25.17,21.719999,21.719999,21.719999,0.0,15329.339844,15513.889648,15108.75,15405.629883,15405.629883,0.0,18194.050781,18285.730469,18068.099609,18193.410156,18193.410156,0.0,6447.200195,6532.399902,6438.799805,6504.799805,6504.799805,888306000.0,5423.879883,5561.689941,5423.879883,5539.609863,5539.609863,0.0,100.489998,100.93,100.440002,100.800003,100.800003,0.0
2000-01-10 00:00:00,11532.480469,11638.280273,11532.480469,11572.200195,11572.200195,168180000.0,4002.22998,4072.360107,3958.830078,4049.669922,4049.669922,1691710000.0,1441.469971,1464.359985,1441.469971,1457.599976,1457.599976,1064800000.0,21.889999,22.49,21.360001,21.709999,21.709999,0.0,15631.0,16065.089844,15631.0,15848.150391,15848.150391,0.0,18194.050781,18285.730469,18068.099609,18193.410156,18193.410156,0.0,6504.799805,6634.200195,6504.799805,6607.700195,6607.700195,735455000.0,5625.819824,5717.439941,5616.97998,5646.120117,5646.120117,0.0,100.699997,101.18,100.650002,100.989998,100.989998,0.0
2000-01-11 00:00:00,11568.469727,11663.099609,11502.700195,11511.080078,11511.080078,177300000.0,4031.379883,4066.659912,3904.820068,3921.189941,3921.189941,1694460000.0,1457.599976,1458.660034,1434.420044,1438.560059,1438.560059,1014000000.0,21.98,22.629999,21.690001,22.5,22.5,0.0,15981.129883,16196.089844,15736.169922,15862.099609,15862.099609,0.0,18246.099609,18887.560547,18246.099609,18850.919922,18850.919922,0.0,6607.700195,6638.100098,6510.799805,6518.899902,6518.899902,863011000.0,5726.509766,5726.509766,5571.990234,5613.899902,5613.899902,0.0,101.029999,101.099998,100.489998,100.559998,100.559998,0.0
2000-01-12 00:00:00,11506.730469,11612.530273,11505.179688,11551.099609,11551.099609,194060000.0,3950.949951,3950.97998,3834.530029,3850.02002,3850.02002,1525900000.0,1438.560059,1442.599976,1427.079956,1432.25,1432.25,974600000.0,23.049999,23.49,22.41,22.84,22.84,0.0,15691.730469,15744.040039,15545.669922,15714.200195,15714.200195,0.0,18780.169922,18811.869141,18626.919922,18677.419922,18677.419922,0.0,6518.899902,6532.799805,6470.299805,6532.799805,6532.799805,779904000.0,5541.22998,5628.72998,5536.5,5582.5,5582.5,0.0,100.510002,100.980003,100.239998,100.620003,100.620003,0.0
2000-01-13 00:00:00,11558.240234,11656.580078,11524.110352,11582.429688,11582.429688,174910000.0,3915.139893,3957.469971,3858.219971,3957.209961,3957.209961,1476970000.0,1432.25,1454.199951,1432.25,1449.680054,1449.680054,1030400000.0,22.73,23.1,21.32,21.709999,21.709999,0.0,15763.259766,15861.169922,15458.629883,15633.959961,15633.959961,0.0,18667.179688,18845.029297,18667.179688,18833.289063,18833.289063,0.0,6532.799805,6596.5,6509.399902,6531.5,6531.5,865831000.0,5586.25,5682.27002,5579.490234,5633.240234,5633.240234,0.0,100.690002,101.139999,100.57,101.0,101.0,0.0
2000-01-14 00:00:00,11619.349609,11750.280273,11612.530273,11722.980469,11722.980469,266830000.0,4045.719971,4091.949951,4045.719971,4064.27002,4064.27002,1656630000.0,1449.680054,1473.0,1449.680054,1465.150024,1465.150024,1085900000.0,19.83,20.15,19.51,19.66,19.66,0.0,15741.540039,15863.480469,15322.19043,15542.230469,15542.230469,0.0,18882.990234,19058.019531,18733.830078,18956.550781,18956.550781,0.0,6531.5,6666.799805,6531.5,6658.200195,6658.200195,1098626000.0,5669.140137,5804.160156,5664.709961,5787.439941,5787.439941,0.0,100.949997,101.970001,100.879997,101.720001,101.720001,0.0
2000-01-17 00:00:00,11619.349609,11750.280273,11612.530273,11722.980469,11722.980469,266830000.0,4045.719971,4091.949951,4045.719971,4064.27002,4064.27002,1656630000.0,1449.680054,1473.0,1449.680054,1465.150024,1465.150024,1085900000.0,19.83,20.15,19.51,19.66,19.66,0.0,15666.05957,15827.509766,15474.389648,15574.55957,15574.55957,0.0,19025.619141,19442.580078,19025.619141,19437.230469,19437.230469,0.0,6658.200195,6694.299805,6638.299805,6669.5,6669.5,923472000.0,5834.75,5857.359863,5740.189941,5842.779785,5842.779785,0.0,100.949997,101.970001,100.879997,101.720001,101.720001,0.0
2000-01-18 00:00:00,11719.19043,11720.120117,11546.450195,11560.719727,11560.719727,200220000.0,4059.649902,4148.0,4053.209961,4130.810059,4130.810059,1585230000.0,1465.150024,1465.150024,1451.300049,1455.140015,1455.140015,1056700000.0,21.389999,21.629999,20.969999,21.5,21.5,0.0,15575.679688,15801.070313,15508.080078,15789.200195,15789.200195,0.0,19412.470703,19412.470703,19145.169922,19196.570313,19196.570313,0.0,6669.5,6695.899902,6491.5,6504.600098,6504.600098,854700000.0,5859.439941,5859.439941,5670.27002,5672.950195,5672.950195,0.0,101.75,102.110001,101.639999,101.860001,101.860001,0.0
2000-01-19 00:00:00,11535.240234,11574.679688,11456.009766,11489.360352,11489.360352,193090000.0,4116.27002,4164.649902,4084.72998,4151.290039,4151.290039,1652210000.0,1455.140015,1461.390015,1448.680054,1455.900024,1455.900024,1087800000.0,22.15,22.16,21.440001,21.719999,21.719999,0.0,15719.040039,15719.040039,15192.280273,15275.339844,15275.339844,0.0,19181.869141,19181.869141,18897.75,18897.75,18897.75,0.0,6504.600098,6505.899902,6434.399902,6445.5,6445.5,863686000.0,5664.919922,5668.060059,5590.189941,5649.459961,5649.459961,0.0,101.669998,102.080002,101.559998,101.760002,101.760002,0.0
2000-01-20 00:00:00,11490.290039,11558.700195,11274.980469,11351.299805,11351.299805,191230000.0,4205.060059,4227.350098,4143.609863,4189.509766,4189.509766,1851300000.0,1455.900024,1465.709961,1438.540039,1445.569946,1445.569946,1100700000.0,21.309999,22.6,21.18,21.75,21.75,0.0,15347.700195,15347.700195,15078.030273,15215.30957,15215.30957,0.0,18930.259766,19167.029297,18921.109375,19008.009766,19008.009766,0.0,6445.399902,6492.700195,6328.299805,6348.700195,6348.700195,1008169000.0,5713.040039,5727.819824,5660.25,5709.740234,5709.740234,0.0,101.769997,102.07,101.220001,101.360001,101.360001,0.0
2000-01-21 00:00:00,11356.259766,11387.599609,11232.480469,11251.709961,11251.709961,205840000.0,4236.649902,4238.0,4168.299805,4235.399902,4235.399902,1923680000.0,1445.569946,1453.180054,1439.599976,1441.359985,1441.359985,1209800000.0,21.549999,21.91,20.5,20.82,20.82,0.0,15094.900391,15120.360352,14903.700195,15108.410156,15108.410156,0.0,18994.890625,18994.890625,18713.169922,18878.089844,18878.089844,0.0,6348.700195,6374.700195,6287.100098,6346.299805,6346.299805,1007934000.0,5656.100098,5738.160156,5630.629883,5681.319824,5681.319824,0.0,101.360001,102.050003,101.120003,101.760002,101.760002,0.0
2000-01-24 00:00:00,11251.94043,11366.5,10917.269531,11008.169922,11008.169922,202740000.0,4290.379883,4303.149902,4095.310059,4096.080078,4096.080078,1989050000.0,1441.359985,1454.089966,1395.420044,1401.530029,1401.530029,1115800000.0,21.43,24.440001,21.43,24.07,24.07,0.0,15233.790039,15413.75,15020.169922,15167.549805,15167.549805,0.0,18878.460938,19124.570313,18877.130859,19056.710938,19056.710938,0.0,6346.299805,6480.399902,6346.299805,6379.799805,6379.799805,672107000.0,5687.359863,5777.680176,5680.600098,5690.859863,5690.859863,0.0,102.230003,102.489998,101.910004,102.199997,102.199997,0.0
2000-01-25 00:00:00,11010.959961,11079.519531,10883.450195,11029.889648,11029.889648,209230000.0,4124.75,4167.629883,4028.51001,4167.410156,4167.410156,1743630000.0,1401.530029,1414.26001,1388.48999,1410.030029,1410.030029,1073700000.0,23.790001,24.280001,22.870001,23.02,23.02,0.0,15093.530273,15150.219727,14910.290039,15103.040039,15103.040039,0.0,19004.390625,19131.189453,18815.369141,18895.529297,18895.529297,0.0,6379.799805,6379.799805,6262.899902,6274.100098,6274.100098,805330000.0,5601.180176,5654.52002,5590.169922,5597.5,5597.5,0.0,102.019997,102.610001,101.839996,102.410004,102.410004,0.0
2000-01-26 00:00:00,11025.849609,11131.030273,11002.580078,11032.990234,11032.990234,188840000.0,4174.720215,4174.720215,4069.909912,4069.909912,4069.909912,1717000000.0,1410.030029,1412.72998,1400.160034,1404.089966,1404.089966,1117300000.0,22.91,23.190001,22.450001,23.030001,23.030001,0.0,15164.799805,15452.719727,15164.799805,15427.719727,15427.719727,0.0,18982.839844,19145.900391,18982.839844,19111.189453,19111.189453,0.0,6274.100098,6380.0,6270.399902,6375.600098,6375.600098,1021822000.0,5636.609863,5687.430176,5618.959961,5646.319824,5646.319824,0.0,102.410004,102.610001,102.139999,102.440002,102.440002,0.0
2000-01-27 00:00:00,11035.549805,11164.139648,10915.400391,11028.019531,11028.019531,194280000.0,4120.5,4140.089844,3973.590088,4039.560059,4039.560059,1798460000.0,1404.089966,1418.859985,1370.98999,1398.560059,1398.560059,1129500000.0,22.370001,24.389999,22.030001,23.540001,23.540001,0.0,15460.209961,15925.179688,15460.209961,15917.80957,15917.80957,0.0,19125.619141,19238.080078,18971.679688,19209.720703,19209.720703,0.0,6375.600098,6451.600098,6375.600098,6441.0,6441.0,816596000.0,5671.640137,5727.529785,5625.22998,5688.350098,5688.350098,0.0,102.57,103.279999,102.379997,103.169998,103.169998,0.0
2000-01-28 00:00:00,11024.919922,11024.919922,10735.769531,10738.870117,10738.870117,183090000.0,4010.139893,4048.310059,3856.22998,3887.070068,3887.070068,1616370000.0,1398.560059,1398.560059,1356.199951,1360.160034,1360.160034,1095800000.0,23.75,26.540001,23.17,26.139999,26.139999,0.0,16052.070313,16315.740234,16023.370117,16185.94043,16185.94043,0.0,19261.009766,19595.830078,19237.490234,19434.779297,19434.779297,0.0,6441.0,6475.100098,6354.799805,6375.600098,6375.600098,918227000.0,5743.200195,5813.279785,5696.089844,5731.049805,5731.049805,0.0,103.18,104.739998,103.139999,104.480003,104.480003,0.0
2000-01-31 00:00:00,10735.769531,10956.669922,10701.639648,10940.530273,10940.530273,191880000.0,3873.840088,3940.459961,3748.030029,3940.350098,3940.350098,1507630000.0,1360.160034,1394.47998,1350.140015,1394.459961,1394.459961,993800000.0,26.780001,27.43,24.940001,24.950001,24.950001,0.0,15889.049805,15889.049805,15444.820313,15532.339844,15532.339844,0.0,19375.109375,19539.699219,19224.470703,19539.699219,19539.699219,0.0,6375.600098,6375.600098,6246.799805,6268.5,6268.5,931453000.0,5677.790039,5707.879883,5625.720215,5659.810059,5659.810059,0.0,104.449997,105.279999,104.019997,105.129997,105.129997,0.0
2000-02-01 00:00:00,10937.740234,11073.320313,10907.959961,11041.049805,11041.049805,183110000.0,3961.070068,4053.159912,3911.840088,4051.97998,4051.97998,1398240000.0,1394.459961,1412.48999,1384.790039,1409.280029,1409.280029,981000000.0,24.43,24.74,23.290001,23.450001,23.450001,0.0,15600.259766,15764.400391,15580.459961,15653.860352,15653.860352,0.0,19536.679688,19553.679688,19266.960938,19423.380859,19423.380859,0.0,6268.5,6367.100098,6231.899902,6290.899902,6290.899902,1214559000.0,5700.870117,5798.470215,5700.870117,5773.419922,5773.419922,0.0,104.980003,105.309998,104.540001,104.919998,104.919998,0.0
2000-02-02 00:00:00,11037.639648,11118.929688,10987.070313,11003.200195,11003.200195,164170000.0,4059.030029,4125.75,4051.439941,4073.959961,4073.959961,1527880000.0,1409.280029,1420.609985,1403.48999,1409.119995,1409.119995,1038600000.0,23.02,24.74,22.620001,23.120001,23.120001,0.0,15747.55957,15957.919922,15747.55957,15789.820313,15789.820313,0.0,19522.330078,19860.259766,19522.330078,19578.910156,19578.910156,0.0,6290.899902,6345.200195,6241.600098,6302.799805,6302.799805,1336831000.0,5814.259766,5956.140137,5811.359863,5946.859863,5946.859863,0.0,104.970001,105.360001,104.440002,104.790001,104.790001,0.0
2000-02-03 00:00:00,11010.480469,11079.519531,10842.259766,11013.44043,11013.44043,178630000.0,4134.649902,4211.060059,4085.530029,4210.97998,4210.97998,1722330000.0,1409.119995,1425.780029,1398.52002,1424.969971,1424.969971,1146500000.0,22.719999,23.73,21.93,22.01,22.01,0.0,15795.589844,16010.030273,15702.849609,15968.120117,15968.120117,0.0,19648.349609,19878.830078,19648.349609,19786.419922,19786.419922,0.0,6302.799805,6393.5,6251.600098,6324.299805,6324.299805,1865400000.0,6025.839844,6149.669922,5979.060059,6149.669922,6149.669922,0.0,104.690002,105.199997,103.419998,103.800003,103.800003,0.0
2000-02-04 00:00:00,11014.370117,11089.450195,10943.019531,10963.799805,10963.799805,166590000.0,4242.149902,4294.839844,4229.200195,4244.140137,4244.140137,1751450000.0,1424.969971,1435.910034,1420.630005,1424.369995,1424.369995,1045100000.0,20.77,21.77,20.690001,21.540001,21.540001,0.0,15795.589844,16010.030273,15702.849609,15968.120117,15968.120117,0.0,19866.189453,20011.910156,19752.119141,19763.130859,19763.130859,0.0,6324.299805,6364.899902,6171.200195,6185.0,6185.0,2309287000.0,6197.399902,6312.419922,6192.859863,6275.720215,6275.720215,0.0,103.75,104.870003,103.5,104.290001,104.290001,0.0
2000-02-07 00:00:00,10965.969727,10970.94043,10846.219727,10905.790039,10905.790039,145660000.0,4274.029785,4321.959961,4244.740234,4321.77002,4321.77002,1625540000.0,1424.369995,1427.150024,1413.329956,1424.23999,1424.23999,918100000.0,22.969999,23.27,22.790001,22.790001,22.790001,0.0,15795.589844,16010.030273,15702.849609,15968.120117,15968.120117,0.0,19832.759766,19948.599609,19780.560547,19945.429688,19945.429688,0.0,6185.0,6232.100098,6100.700195,6118.600098,6118.600098,1230759000.0,6276.470215,6336.680176,6203.580078,6203.580078,6203.580078,0.0,104.300003,104.910004,104.199997,104.639999,104.639999,0.0
2000-02-08 00:00:00,10904.259766,11023.05957,10904.259766,10957.599609,10957.599609,168890000.0,4370.009766,4428.47998,4370.009766,4427.5,4427.5,1971180000.0,1424.23999,1441.829956,1424.23999,1441.719971,1441.719971,1047700000.0,21.68,22.08,21.17,21.25,21.25,0.0,16079.889648,16285.929688,15940.30957,16228.730469,16228.730469,0.0,19955.300781,19983.439453,19834.810547,19868.880859,19868.880859,0.0,6118.600098,6295.700195,6117.299805,6285.799805,6285.799805,2217462000.0,6252.310059,6396.390137,6232.950195,6297.660156,6297.660156,0.0,104.589996,104.769997,103.849998,104.220001,104.220001,0.0
2000-02-09 00:00:00,10948.820313,10948.820313,10698.849609,10699.160156,10699.160156,168550000.0,4460.180176,4460.759766,4362.740234,4363.240234,4363.240234,1775590000.0,1441.719971,1444.550049,1411.650024,1411.709961,1411.709961,1050500000.0,21.540001,22.9,21.290001,22.9,22.9,0.0,16456.869141,16967.900391,16456.869141,16819.460938,16819.460938,0.0,19930.410156,20046.140625,19925.640625,20007.769531,20007.769531,0.0,6285.799805,6450.899902,6271.5,6315.399902,6315.399902,1840149000.0,6390.790039,6396.970215,6240.069824,6271.600098,6271.600098,0.0,104.169998,104.230003,103.389999,103.68,103.68,0.0
2000-02-10 00:00:00,10697.919922,10738.25,10606.400391,10643.629883,10643.629883,156390000.0,4390.160156,4485.669922,4357.689941,4485.629883,4485.629883,1813590000.0,1411.699951,1422.099976,1406.430054,1416.829956,1416.829956,1058800000.0,23.360001,23.549999,22.75,23.07,23.07,0.0,16679.789063,16874.089844,16525.560547,16845.169922,16845.169922,0.0,19915.529297,19915.560547,19710.019531,19710.019531,19710.019531,0.0,6315.399902,6320.0,6199.799805,6279.799805,6279.799805,2218541000.0,6212.560059,6250.720215,6168.660156,6207.52002,6207.52002,0.0,103.57,104.339996,103.360001,104.129997,104.129997,0.0
2000-02-11 00:00:00,10638.639648,10638.639648,10356.959961,10425.209961,10425.209961,193540000.0,4489.330078,4489.790039,4360.540039,4395.450195,4395.450195,1738590000.0,1416.829956,1416.829956,1378.890015,1387.119995,1387.119995,1025700000.0,22.940001,24.799999,22.82,24.42,24.42,0.0,17024.369141,17653.650391,17024.369141,17380.300781,17380.300781,0.0,19915.529297,19915.560547,19710.019531,19710.019531,19710.019531,0.0,6279.799805,6325.700195,6127.399902,6193.299805,6193.299805,3433671000.0,6263.439941,6324.060059,6148.470215,6287.009766,6287.009766,0.0,104.199997,104.82,104.110001,104.190002,104.190002,0.0
2000-02-14 00:00:00,10431.650391,10549.0,10430.799805,10519.839844,10519.839844,167240000.0,4434.379883,4435.959961,4355.540039,4418.549805,4418.549805,1600850000.0,1387.119995,1394.930054,1380.530029,1389.939941,1389.939941,927300000.0,24.67,24.889999,24.27,24.379999,24.379999,0.0,17546.470703,17939.269531,17107.900391,17188.960938,17188.960938,0.0,19698.570313,19748.419922,19556.460938,19556.460938,19556.460938,0.0,6193.299805,6197.5,6027.5,6068.600098,6068.600098,1429935000.0,6241.910156,6270.600098,6191.759766,6268.319824,6268.319824,0.0,104.199997,104.93,103.830002,104.720001,104.720001,0.0
2000-02-15 00:00:00,10520.150391,10763.070313,10494.480469,10718.089844,10718.089844,183320000.0,4415.52002,4440.620117,4291.100098,4420.77002,4420.77002,1708930000.0,1389.939941,1407.719971,1376.25,1402.050049,1402.050049,1092100000.0,24.08,24.75,22.84,22.92,22.92,0.0,17257.369141,17296.970703,16548.75,16688.160156,16688.160156,0.0,19587.820313,19689.160156,19331.050781,19367.830078,19367.830078,0.0,6068.600098,6167.5,5972.700195,6005.200195,6005.200195,1510016000.0,6286.009766,6330.009766,6076.859863,6092.629883,6092.629883,0.0,104.849998,105.080002,104.309998,104.690002,104.690002,0.0
2000-02-16 00:00:00,10711.820313,10741.669922,10561.410156,10561.410156,10561.410156,163280000.0,4427.189941,4477.640137,4413.660156,4427.649902,4427.649902,1782130000.0,1402.050049,1404.550049,1385.579956,1387.670044,1387.670044,1018800000.0,23.200001,23.83,22.74,23.51,23.51,0.0,16771.099609,17144.949219,16732.810547,17043.390625,17043.390625,0.0,19418.560547,19612.599609,19300.140625,19599.179688,19599.179688,0.0,6005.200195,6147.399902,6002.5,6147.399902,6147.399902,1614733000.0,6160.419922,6178.069824,5997.77002,6046.27002,6046.27002,0.0,104.660004,104.839996,104.220001,104.279999,104.279999,0.0
2000-02-17 00:00:00,10565.759766,10671.860352,10454.610352,10514.570313,10514.570313,195830000.0,4483.009766,4553.140137,4444.75,4548.919922,4548.919922,2008440000.0,1387.670044,1399.880005,1380.069946,1388.26001,1388.26001,1034800000.0,22.9,23.48,22.629999,23.17,23.17,0.0,17075.900391,17229.150391,16770.140625,16981.230469,16981.230469,0.0,19646.369141,19803.689453,19518.080078,19791.400391,19791.400391,0.0,6147.399902,6262.200195,6102.899902,6209.299805,6209.299805,1522351000.0,6040.0,6222.870117,6027.220215,6154.959961,6154.959961,0.0,104.290001,104.610001,103.669998,104.269997,104.269997,0.0
2000-02-18 00:00:00,10514.570313,10517.75,10199.980469,10219.519531,10219.519531,208930000.0,4563.720215,4564.450195,4404.609863,4411.740234,4411.740234,1898410000.0,1388.26001,1388.589966,1345.319946,1346.089966,1346.089966,1042300000.0,23.370001,26.370001,23.370001,26.0,26.0,0.0,16985.300781,17027.949219,16468.949219,16599.160156,16599.160156,0.0,19852.179688,19862.939453,19670.050781,19789.029297,19789.029297,0.0,6209.299805,6264.100098,6151.399902,6165.0,6165.0,1098726000.0,6166.120117,6184.0,6044.220215,6062.720215,6062.720215,0.0,104.349998,104.940002,104.18,104.629997,104.629997,0.0
2000-02-21 00:00:00,10514.570313,10517.75,10199.980469,10219.519531,10219.519531,208930000.0,4563.720215,4564.450195,4404.609863,4411.740234,4411.740234,1898410000.0,1388.26001,1388.589966,1345.319946,1346.089966,1346.089966,1042300000.0,23.370001,26.370001,23.370001,26.0,26.0,0.0,16412.630859,16477.099609,16136.5,16322.370117,16322.370117,0.0,19736.150391,19763.509766,19543.75,19543.75,19543.75,0.0,6165.0,6193.600098,6029.899902,6081.600098,6081.600098,960304000.0,5979.129883,5994.040039,5928.040039,5967.279785,5967.279785,0.0,104.349998,104.940002,104.18,104.629997,104.629997,0.0
2000-02-22 00:00:00,10219.830078,10336.790039,10103.799805,10304.839844,10304.839844,194340000.0,4432.830078,4443.939941,4291.009766,4382.120117,4382.120117,1772290000.0,1346.089966,1358.109985,1331.880005,1352.170044,1352.170044,980000000.0,25.91,28.120001,25.469999,25.860001,25.860001,0.0,16294.94043,16442.580078,15776.349609,16255.169922,16255.169922,0.0,19553.619141,19712.369141,19353.400391,19390.580078,19390.580078,0.0,6081.600098,6172.799805,6002.700195,6014.700195,6014.700195,1830338000.0,5986.850098,6066.109863,5920.609863,5963.310059,5963.310059,0.0,104.419998,104.510002,102.989998,103.279999,103.279999,0.0
2000-02-23 00:00:00,10294.820313,10338.349609,10164.919922,10225.730469,10225.730469,185280000.0,4406.879883,4567.970215,4401.379883,4550.330078,4550.330078,1892800000.0,1352.170044,1370.109985,1342.439941,1360.689941,1360.689941,993700000.0,25.200001,25.370001,23.559999,23.889999,23.889999,0.0,16313.959961,16523.650391,16297.129883,16376.790039,16376.790039,0.0,19439.169922,19527.789063,19373.039063,19519.550781,19519.550781,0.0,6014.700195,6167.299805,6014.700195,6144.100098,6144.100098,1393864000.0,6038.859863,6064.209961,5992.02002,6031.25,6031.25,0.0,103.230003,103.650002,102.919998,103.529999,103.529999,0.0
2000-02-24 00:00:00,10242.480469,10248.05957,9942.780273,10092.629883,10092.629883,237540000.0,4583.890137,4620.029785,4495.200195,4617.649902,4617.649902,1944050000.0,1360.689941,1364.800049,1329.880005,1353.430054,1353.430054,1215000000.0,24.18,25.940001,24.15,24.379999,24.379999,0.0,16512.570313,17083.300781,16512.570313,17058.660156,17058.660156,0.0,19616.259766,19698.949219,19558.039063,19571.439453,19571.439453,0.0,6144.100098,6288.799805,6070.899902,6086.700195,6086.700195,1213197000.0,6106.319824,6177.589844,6069.509766,6078.779785,6078.779785,0.0,103.489998,104.419998,103.370003,104.010002,104.010002,0.0
2000-02-25 00:00:00,10090.769531,10132.419922,9836.05957,9862.120117,9862.120117,195240000.0,4618.830078,4662.930176,4576.189941,4590.5,4590.5,1825500000.0,1353.430054,1362.140015,1329.150024,1333.359985,1333.359985,1065200000.0,24.129999,25.370001,23.58,25.200001,25.200001,0.0,17279.509766,17414.460938,16905.400391,17200.980469,17200.980469,0.0,19623.380859,19817.880859,19539.0,19817.880859,19817.880859,0.0,6086.700195,6198.0,6086.700195,6198.0,6198.0,1181230000.0,6171.569824,6202.529785,6122.709961,6188.640137,6188.640137,0.0,104.220001,105.5,104.120003,105.260002,105.260002,0.0
2000-02-28 00:00:00,9854.660156,10156.540039,9842.570313,10038.650391,10038.650391,213230000.0,4575.069824,4626.720215,4466.419922,4577.850098,4577.850098,1798070000.0,1333.359985,1360.819946,1325.069946,1348.050049,1348.050049,1026500000.0,25.9,26.190001,24.09,24.68,24.68,0.0,17434.720703,17746.769531,16638.460938,16984.439453,16984.439453,0.0,19783.439453,19904.859375,19713.859375,19720.099609,19720.099609,0.0,6198.0,6271.100098,6054.100098,6099.600098,6099.600098,925049000.0,6181.049805,6229.600098,6031.689941,6102.72998,6102.72998,0.0,105.279999,106.860001,105.239998,105.269997,105.269997,0.0
2000-02-29 00:00:00,10039.580078,10204.94043,10029.959961,10128.30957,10128.30957,191360000.0,4646.640137,4698.459961,4637.169922,4696.689941,4696.689941,2088840000.0,1348.050049,1369.630005,1348.050049,1366.420044,1366.420044,1204300000.0,23.76,23.879999,23.24,23.370001,23.370001,0.0,17140.210938,17290.070313,17021.720703,17169.439453,17169.439453,0.0,19761.519531,19978.75,19747.019531,19959.519531,19959.519531,0.0,6099.600098,6245.5,6099.600098,6232.600098,6232.600098,1121708000.0,6167.040039,6264.25,6146.850098,6190.959961,6190.959961,0.0,105.629997,106.220001,105.040001,105.919998,105.919998,0.0
2000-03-01 00:00:00,10128.110352,10186.330078,10084.55957,10137.929688,10137.929688,216780000.0,4732.819824,4796.899902,4732.819824,4784.080078,4784.080078,2232340000.0,1366.420044,1383.459961,1366.420044,1379.189941,1379.189941,1274100000.0,22.65,22.719999,21.41,21.639999,21.639999,0.0,17267.269531,17275.439453,16617.949219,16843.589844,16843.589844,0.0,20030.080078,20165.509766,20007.640625,20081.669922,20081.669922,0.0,6232.600098,6387.299805,6232.600098,6364.899902,6364.899902,1499256000.0,6272.129883,6283.600098,6184.509766,6256.319824,6256.319824,0.0,106.220001,106.220001,104.660004,104.889999,104.889999,0.0
