,다우존스,다우존스,다우존스,다우존스,다우존스,다우존스,나스닥,나스닥,나스닥,나스닥,나스닥,나스닥,S&P500,S&P500,S&P500,S&P500,S&P500,S&P500,VIX지수,VIX지수,VIX지수,VIX지수,VIX지수,VIX지수,항셍지수,항셍지수,항셍지수,항셍지수,항셍지수,항셍지수,닛케이,닛케이,닛케이,닛케이,닛케이,닛케이,FTSE100,FTSE100,FTSE100,FTSE100,FTSE100,FTSE100,CAC 40,CAC 40,CAC 40,CAC 40,CAC 40,CAC 40,달러인덱스,달러인덱스,달러인덱스,달러인덱스,달러인덱스,달러인덱스
2020-01-14 00:00:00,28895.5,29054.160156,28872.269531,28939.669922,28939.669922,287440000.0,9270.610352,9298.330078,9226.490234,9251.330078,9251.330078,2553160000.0,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3687620000.0,12.72,13.82,12.05,12.39,12.39,0.0,29149.529297,29149.529297,28790.490234,28885.140625,28885.140625,1643504700.0,23969.039063,24059.859375,23951.660156,24025.169922,24025.169922,64200000.0,7617.600098,7650.700195,7588.799805,7622.399902,7622.399902,697648200.0,6037.450195,6046.120117,5980.049805,6040.890137,6040.890137,75439500.0,97.360001,97.559998,97.330002,97.370003,97.370003,0.0
2020-01-15 00:00:00,28901.800781,29127.589844,28897.349609,29030.220703,29030.220703,260270000.0,9253.759766,9298.820313,9231.139648,9258.700195,9258.700195,2443220000.0,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3721490000.0,12.79,12.83,11.95,12.42,12.42,0.0,28891.070313,28972.679688,28619.099609,28773.589844,28773.589844,1240120700.0,23923.480469,23997.390625,23875.820313,23916.580078,23916.580078,57200000.0,7622.399902,7642.799805,7609.399902,7642.799805,7642.799805,730575200.0,6042.720215,6053.009766,6011.279785,6032.609863,6032.609863,79851500.0,97.379997,97.440002,97.160004,97.230003,97.230003,0.0
2020-01-16 00:00:00,29131.949219,29300.320313,29131.949219,29297.640625,29297.640625,252110000.0,9313.450195,9357.919922,9301.320313,9357.129883,9357.129883,2312110000.0,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3540580000.0,12.2,12.42,11.78,12.32,12.32,0.0,28806.119141,28987.730469,28709.570313,28883.039063,28883.039063,1620926200.0,23960.199219,23975.380859,23905.380859,23933.130859,23933.130859,55400000.0,7642.799805,7653.600098,7595.299805,7609.799805,7609.799805,573564200.0,6039.620117,6058.970215,6021.029785,6039.029785,6039.029785,76032900.0,97.18,97.360001,97.089996,97.32,97.32,0.0
2020-01-17 00:00:00,29313.310547,29373.619141,29289.910156,29348.099609,29348.099609,321820000.0,9392.370117,9393.480469,9346.80957,9388.94043,9388.94043,2542540000.0,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3726220000.0,12.21,12.48,11.75,12.1,12.1,0.0,28988.160156,29101.150391,28813.130859,29056.419922,29056.419922,1545082800.0,24103.449219,24115.949219,24013.75,24041.259766,24041.259766,59400000.0,7609.799805,7689.700195,7609.799805,7674.600098,7674.600098,631970100.0,6066.290039,6109.810059,6066.290039,6100.720215,6100.720215,79316600.0,97.309998,97.660004,97.269997,97.610001,97.610001,0.0
2020-01-20 00:00:00,29313.310547,29373.619141,29289.910156,29348.099609,29348.099609,321820000.0,9392.370117,9393.480469,9346.80957,9388.94043,9388.94043,2542540000.0,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3726220000.0,12.21,12.48,11.75,12.1,12.1,0.0,29169.119141,29174.919922,28795.419922,28795.910156,28795.910156,1633383900.0,24080.679688,24108.109375,24061.669922,24083.509766,24083.509766,38300000.0,7674.600098,7682.799805,7639.600098,7651.399902,7651.399902,358980900.0,6092.970215,6094.089844,6071.169922,6078.540039,6078.540039,41270000.0,97.309998,97.660004,97.269997,97.610001,97.610001,0.0
2020-01-21 00:00:00,29269.050781,29341.210938,29146.470703,29196.039063,29196.039063,320640000.0,9361.070313,9397.580078,9350.200195,9370.80957,9370.80957,2686610000.0,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4104840000.0,13.23,13.33,12.32,12.85,12.85,0.0,28449.380859,28492.029297,27980.5,27985.330078,27985.330078,2236521700.0,24072.810547,24081.75,23843.480469,23864.560547,23864.560547,44600000.0,7651.399902,7651.399902,7550.5,7610.700195,7610.700195,656519300.0,6034.240234,6045.990234,5994.169922,6045.990234,6045.990234,63922800.0,97.629997,97.660004,97.389999,97.529999,97.529999,0.0
2020-01-22 00:00:00,29263.630859,29320.199219,29172.259766,29186.269531,29186.269531,283440000.0,9413.610352,9439.290039,9375.129883,9383.769531,9383.769531,2454580000.0,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3623780000.0,12.45,13.01,12.31,12.91,12.91,0.0,28116.5,28393.929688,27937.679688,28341.039063,28341.039063,1343288100.0,23835.490234,24040.869141,23831.099609,24031.349609,24031.349609,49000000.0,7610.700195,7637.399902,7563.5,7571.899902,7571.899902,604636000.0,6053.850098,6069.259766,6005.77002,6010.97998,6010.97998,69408800.0,97.620003,97.690002,97.440002,97.529999,97.529999,0.0
2020-01-23 00:00:00,29111.019531,29190.470703,28966.980469,29160.089844,29160.089844,307060000.0,9377.719727,9409.200195,9334.129883,9402.480469,9402.480469,2465850000.0,3315.77002,3326.879883,3301.870117,3325.540039,3325.540039,3766710000.0,13.26,14.15,12.94,12.98,12.98,0.0,28109.75,28133.029297,27706.369141,27909.119141,27909.119141,1753263000.0,23843.509766,23910.009766,23779.230469,23795.439453,23795.439453,55500000.0,7571.899902,7572.100098,7503.200195,7507.700195,7507.700195,668616300.0,5992.470215,6024.319824,5961.870117,5971.790039,5971.790039,90037200.0,97.480003,97.800003,97.43,97.690002,97.690002,0.0
2020-01-24 00:00:00,29230.390625,29288.789063,28843.310547,28989.730469,28989.730469,380010000.0,9446.209961,9451.429688,9273.230469,9314.910156,9314.910156,2622970000.0,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3708780000.0,12.75,15.98,12.62,14.56,14.56,0.0,27935.419922,27977.630859,27774.5,27949.640625,27949.640625,612128700.0,23850.119141,23869.380859,23755.320313,23827.179688,23827.179688,48700000.0,7507.700195,7642.200195,7507.600098,7586.0,7586.0,605760000.0,6019.600098,6064.549805,6016.77002,6024.259766,6024.259766,82330600.0,97.720001,97.949997,97.669998,97.849998,97.849998,0.0
2020-01-27 00:00:00,28542.490234,28671.789063,28440.470703,28535.800781,28535.800781,337270000.0,9092.459961,9185.450195,9088.040039,9139.30957,9139.30957,2593910000.0,3247.159912,3258.850098,3234.5,3243.629883,3243.629883,3831050000.0,17.42,19.02,16.82,18.23,18.23,0.0,27935.419922,27977.630859,27774.5,27949.640625,27949.640625,612128700.0,23427.900391,23463.890625,23317.320313,23343.509766,23343.509766,62400000.0,7586.0,7586.0,7392.799805,7412.100098,7412.100098,679457100.0,5924.060059,5942.830078,5851.0,5863.02002,5863.02002,104036300.0,97.879997,98.0,97.779999,97.959999,97.959999,0.0
2020-01-28 00:00:00,28594.279297,28823.230469,28575.75,28722.849609,28722.849609,330140000.0,9201.820313,9288.870117,9182.330078,9269.679688,9269.679688,2169020000.0,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3531570000.0,16.940001,18.030001,15.69,16.280001,16.280001,0.0,27935.419922,27977.630859,27774.5,27949.640625,27949.640625,612128700.0,23126.929688,23243.359375,23115.150391,23215.710938,23215.710938,64400000.0,7412.100098,7491.399902,7410.399902,7480.700195,7480.700195,535852000.0,5886.810059,5933.720215,5857.22998,5925.819824,5925.819824,84491600.0,97.949997,98.160004,97.900002,98.019997,98.019997,0.0
2020-01-29 00:00:00,28820.529297,28944.240234,28728.189453,28734.449219,28734.449219,302290000.0,9318.259766,9329.120117,9249.040039,9275.160156,9275.160156,2234620000.0,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3600250000.0,15.68,16.65,14.94,16.389999,16.389999,0.0,27101.539063,27333.300781,27101.539063,27160.630859,27160.630859,2203836100.0,23309.320313,23392.609375,23214.279297,23379.400391,23379.400391,54900000.0,7480.700195,7514.700195,7462.200195,7483.600098,7483.600098,525036700.0,5921.970215,5969.72998,5916.22998,5954.890137,5954.890137,74107000.0,97.949997,98.190002,97.940002,97.989998,97.989998,0.0
2020-01-30 00:00:00,28640.160156,28879.710938,28489.759766,28859.439453,28859.439453,326850000.0,9211.150391,9303.0,9185.179688,9298.929688,9298.929688,2345370000.0,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3790350000.0,17.82,18.389999,15.3,15.49,15.49,0.0,27030.609375,27134.550781,26330.050781,26449.130859,26449.130859,2223567800.0,23284.580078,23318.570313,22892.949219,22977.75,22977.75,69600000.0,7483.600098,7483.600098,7357.600098,7382.0,7382.0,685501900.0,5886.02002,5904.080078,5846.450195,5871.77002,5871.77002,89992200.0,98.029999,98.07,97.790001,97.870003,97.870003,0.0
2020-01-31 00:00:00,28813.039063,28813.039063,28169.529297,28256.029297,28256.029297,403890000.0,9324.330078,9324.799805,9123.219727,9150.94043,9150.94043,2696090000.0,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4529700000.0,16.25,19.99,16.18,18.84,18.84,0.0,26757.609375,26818.839844,26295.490234,26312.630859,26312.630859,1874255200.0,23148.919922,23421.589844,23139.980469,23205.179688,23205.179688,75400000.0,7382.0,7398.299805,7275.0,7286.0,7286.0,714049600.0,5891.709961,5894.689941,5799.040039,5806.339844,5806.339844,101862600.0,97.870003,97.970001,97.360001,97.389999,97.389999,0.0
2020-02-03 00:00:00,28319.650391,28630.390625,28319.650391,28399.810547,28399.810547,307910000.0,9190.719727,9299.849609,9188.549805,9273.400391,9273.400391,2427320000.0,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3760460000.0,18.639999,18.879999,17.1,17.969999,17.969999,0.0,26189.609375,26512.580078,26145.589844,26356.980469,26356.980469,2421482700.0,22874.269531,23023.730469,22775.919922,22971.939453,22971.939453,72500000.0,7286.0,7360.0,7285.200195,7326.299805,7326.299805,645846700.0,5822.040039,5857.399902,5804.140137,5832.509766,5832.509766,75677800.0,97.370003,97.889999,97.370003,97.800003,97.800003,0.0
2020-02-04 00:00:00,28696.740234,28904.880859,28696.740234,28807.630859,28807.630859,332750000.0,9398.389648,9485.379883,9374.049805,9467.969727,9467.969727,2447340000.0,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3996900000.0,16.450001,16.459999,15.63,16.049999,16.049999,0.0,26491.660156,26730.259766,26491.660156,26675.980469,26675.980469,2500238100.0,22881.130859,23118.130859,22854.449219,23084.589844,23084.589844,67900000.0,7326.299805,7442.100098,7326.299805,7439.799805,7439.799805,696703600.0,5863.359863,5935.049805,5862.819824,5935.049805,5935.049805,85595000.0,97.82,98.010002,97.790001,97.959999,97.959999,0.0
2020-02-05 00:00:00,29048.730469,29308.890625,29000.849609,29290.849609,29290.849609,357540000.0,9574.099609,9574.94043,9454.929688,9508.679688,9508.679688,2470240000.0,3324.909912,3337.580078,3313.75,3334.689941,3334.689941,4121480000.0,16.290001,16.32,15.02,15.15,15.15,0.0,26869.320313,26926.119141,26641.919922,26786.740234,26786.740234,2498930800.0,23351.470703,23414.689453,23241.640625,23319.560547,23319.560547,70300000.0,7439.799805,7512.399902,7408.5,7482.5,7482.5,818911400.0,5919.060059,6004.330078,5912.490234,5985.399902,5985.399902,107839000.0,97.940002,98.32,97.900002,98.269997,98.269997,0.0
2020-02-06 00:00:00,29388.580078,29408.050781,29246.929688,29379.769531,29379.769531,263700000.0,9540.980469,9575.660156,9505.679688,9572.150391,9572.150391,2313860000.0,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3887250000.0,15.13,15.66,14.7,14.96,14.96,0.0,27174.529297,27608.220703,27029.490234,27493.699219,27493.699219,2249533900.0,23641.099609,23995.369141,23625.130859,23873.589844,23873.589844,95100000.0,7482.5,7533.600098,7482.5,7504.799805,7504.799805,673947900.0,6045.040039,6050.939941,6008.549805,6038.180176,6038.180176,106153100.0,98.290001,98.57,98.209999,98.5,98.5,0.0
2020-02-07 00:00:00,29286.919922,29286.919922,29056.980469,29102.509766,29102.509766,252860000.0,9526.639648,9570.089844,9496.530273,9520.509766,9520.509766,2243720000.0,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3733920000.0,15.07,16.16,14.81,15.47,15.47,0.0,27356.279297,27410.580078,27224.119141,27404.269531,27404.269531,1464514700.0,23899.009766,23943.449219,23759.419922,23827.980469,23827.980469,65400000.0,7504.799805,7506.299805,7441.100098,7466.700195,7466.700195,705974200.0,6027.540039,6044.970215,5999.950195,6029.75,6029.75,82348500.0,98.459999,98.709999,98.419998,98.68,98.68,0.0
2020-02-10 00:00:00,28995.660156,29278.070313,28995.660156,29276.820313,29276.820313,250510000.0,9493.629883,9628.660156,9493.629883,9628.389648,9628.389648,2187520000.0,3318.280029,3352.26001,3317.77002,3352.090088,3352.090088,3462730000.0,15.88,16.43,15.01,15.04,15.04,0.0,27092.150391,27314.640625,27044.880859,27241.339844,27241.339844,1612017900.0,23631.789063,23788.25,23621.720703,23685.980469,23685.980469,56500000.0,7466.700195,7466.700195,7427.899902,7446.899902,7446.899902,612817500.0,6008.47998,6018.310059,5993.910156,6015.669922,6015.669922,65703100.0,98.699997,98.879997,98.599998,98.830002,98.830002,0.0
2020-02-11 00:00:00,29390.710938,29415.390625,29210.470703,29276.339844,29276.339844,279540000.0,9680.889648,9714.740234,9617.209961,9638.94043,9638.94043,2450070000.0,3365.870117,3375.629883,3352.719971,3357.75,3357.75,3762940000.0,14.91,15.27,14.38,15.18,15.18,0.0,27514.25,27674.810547,27436.990234,27583.880859,27583.880859,1868625400.0,23631.789063,23788.25,23621.720703,23685.980469,23685.980469,56500000.0,7446.899902,7529.5,7446.899902,7499.399902,7499.399902,700689800.0,6047.959961,6060.970215,6032.790039,6054.759766,6054.759766,81568400.0,98.860001,98.949997,98.709999,98.720001,98.720001,0.0
2020-02-12 00:00:00,29406.75,29568.570313,29406.75,29551.419922,29551.419922,309530000.0,9688.599609,9728.769531,9666.69043,9725.959961,9725.959961,2366510000.0,3370.5,3381.469971,3369.719971,3379.449951,3379.449951,3930910000.0,14.86,14.88,13.73,13.74,13.74,0.0,27717.220703,27892.480469,27614.830078,27823.660156,27823.660156,1796561200.0,23741.210938,23869.730469,23693.720703,23861.210938,23861.210938,74600000.0,7499.399902,7547.700195,7499.0,7534.399902,7534.399902,573044200.0,6064.25,6104.72998,6062.970215,6104.72998,6104.72998,92681200.0,98.769997,99.050003,98.709999,99.050003,99.050003,0.0
2020-02-13 00:00:00,29436.029297,29535.400391,29345.929688,29423.310547,29423.310547,291150000.0,9657.040039,9748.320313,9650.019531,9711.969727,9711.969727,2254870000.0,3365.899902,3385.090088,3360.52002,3373.939941,3373.939941,3500890000.0,14.43,15.44,14.0,14.15,14.15,0.0,27953.650391,27953.650391,27695.599609,27730.0,27730.0,1617010200.0,23849.759766,23908.849609,23784.310547,23827.730469,23827.730469,64500000.0,7534.399902,7534.399902,7406.899902,7452.0,7452.0,823565400.0,6076.919922,6098.259766,6028.279785,6093.140137,6093.140137,92665700.0,98.989998,99.110001,98.849998,99.07,99.07,0.0
2020-02-14 00:00:00,29440.470703,29463.039063,29283.179688,29398.080078,29398.080078,231000000.0,9728.900391,9746.360352,9693.049805,9731.179688,9731.179688,2226720000.0,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3419700000.0,14.12,14.54,13.38,13.68,13.68,0.0,27698.560547,27960.660156,27695.589844,27815.599609,27815.599609,1445335900.0,23714.519531,23738.419922,23603.480469,23687.589844,23687.589844,69100000.0,7452.0,7472.899902,7403.700195,7409.100098,7409.100098,629855000.0,6096.069824,6096.069824,6067.140137,6069.350098,6069.350098,77985500.0,99.120003,99.160004,99.0,99.120003,99.120003,0.0
2020-02-17 00:00:00,29440.470703,29463.039063,29283.179688,29398.080078,29398.080078,231000000.0,9728.900391,9746.360352,9693.049805,9731.179688,9731.179688,2226720000.0,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3419700000.0,14.12,14.54,13.38,13.68,13.68,0.0,27766.710938,28055.580078,27766.710938,27959.599609,27959.599609,1412999200.0,23489.779297,23561.980469,23335.990234,23523.240234,23523.240234,54000000.0,7409.100098,7450.0,7409.100098,7433.299805,7433.299805,394565700.0,6079.529785,6088.600098,6064.919922,6085.950195,6085.950195,58001900.0,99.120003,99.160004,99.0,99.120003,99.120003,0.0
2020-02-18 00:00:00,29282.779297,29330.160156,29116.810547,29232.189453,29232.189453,256600000.0,9679.040039,9747.679688,9675.799805,9732.740234,9732.740234,2279420000.0,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3750400000.0,14.98,15.49,14.53,14.83,14.83,0.0,27766.5,27771.300781,27496.25,27530.199219,27530.199219,1592221400.0,23398.570313,23402.009766,23133.599609,23193.800781,23193.800781,59500000.0,7433.299805,7433.299805,7353.399902,7382.0,7382.0,786827200.0,6042.379883,6079.5,6039.939941,6056.819824,6056.819824,89930300.0,99.190002,99.470001,99.139999,99.459999,99.459999,0.0
2020-02-19 00:00:00,29312.699219,29409.089844,29274.380859,29348.029297,29348.029297,240640000.0,9782.80957,9838.370117,9777.099609,9817.179688,9817.179688,2470860000.0,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3614200000.0,14.66,14.74,14.21,14.38,14.38,0.0,27486.460938,27697.460938,27448.599609,27655.810547,27655.810547,1471538100.0,23329.330078,23468.560547,23234.960938,23400.699219,23400.699219,61600000.0,7382.0,7462.0,7382.0,7457.0,7457.0,602975900.0,6086.109863,6111.410156,6072.660156,6111.240234,6111.240234,80156900.0,99.43,99.720001,99.379997,99.599998,99.599998,0.0
2020-02-20 00:00:00,29296.25,29368.449219,28959.650391,29219.980469,29219.980469,287780000.0,9799.200195,9820.860352,9636.94043,9750.969727,9750.969727,2745730000.0,3380.449951,3389.149902,3341.02002,3373.22998,3373.22998,4019180000.0,14.54,17.209999,14.49,15.56,15.56,0.0,27767.279297,27767.279297,27383.130859,27609.160156,27609.160156,1582073100.0,23666.580078,23806.560547,23426.419922,23479.150391,23479.150391,63300000.0,7457.0,7480.5,7436.600098,7436.600098,7436.600098,780481500.0,6105.169922,6110.950195,6062.299805,6062.299805,6062.299805,91055800.0,99.540001,99.910004,99.529999,99.870003,99.870003,0.0
2020-02-21 00:00:00,29146.529297,29146.529297,28892.699219,28992.410156,28992.410156,311210000.0,9708.009766,9715.950195,9542.330078,9576.589844,9576.589844,2750160000.0,3360.5,3360.76001,3328.449951,3337.75,3337.75,3908780000.0,17.33,18.209999,16.190001,17.08,17.08,0.0,27450.460938,27484.529297,27264.779297,27308.810547,27308.810547,1773613400.0,23427.769531,23588.550781,23378.330078,23386.740234,23386.740234,62100000.0,7436.600098,7436.700195,7370.600098,7403.899902,7403.899902,872594700.0,6035.029785,6067.290039,5995.140137,6029.720215,6029.720215,97327600.0,99.860001,99.870003,99.230003,99.260002,99.260002,0.0
2020-02-24 00:00:00,28402.929688,28402.929688,27912.439453,27960.800781,27960.800781,452580000.0,9188.44043,9322.879883,9166.009766,9221.280273,9221.280273,3188590000.0,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4851160000.0,22.25,26.35,22.0,25.030001,25.030001,0.0,27105.349609,27105.349609,26813.220703,26820.880859,26820.880859,2044657000.0,23427.769531,23588.550781,23378.330078,23386.740234,23386.740234,62100000.0,7403.899902,7403.899902,7114.5,7156.799805,7156.799805,1081479400.0,5875.859863,5884.859863,5765.169922,5791.870117,5791.870117,175269600.0,99.339996,99.639999,99.110001,99.290001,99.290001,0.0
2020-02-25 00:00:00,28037.650391,28149.199219,26997.619141,27081.359375,27081.359375,513270000.0,9301.200195,9315.259766,8940.490234,8965.610352,8965.610352,3595520000.0,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5596760000.0,23.280001,30.25,22.620001,27.85,27.85,0.0,26722.390625,26914.050781,26667.039063,26893.230469,26893.230469,1924042900.0,22949.369141,22950.230469,22335.210938,22605.410156,22605.410156,105800000.0,7156.799805,7198.200195,7004.899902,7017.899902,7017.899902,976469000.0,5825.370117,5828.459961,5670.709961,5679.680176,5679.680176,143623800.0,99.330002,99.389999,98.879997,98.970001,98.970001,0.0
2020-02-26 00:00:00,27159.460938,27542.779297,26890.970703,26957.589844,26957.589844,472450000.0,9011.549805,9148.320313,8927.799805,8980.780273,8980.780273,3587950000.0,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5484650000.0,26.629999,29.57,24.76,27.559999,27.559999,0.0,26479.900391,26776.060547,26479.900391,26696.490234,26696.490234,2040000000.0,22374.140625,22456.550781,22127.419922,22426.189453,22426.189453,99300000.0,7017.899902,7044.700195,6871.899902,7042.5,7042.5,982409600.0,5646.140137,5707.310059,5526.140137,5684.549805,5684.549805,161976300.0,99.080002,99.269997,98.910004,99.0,99.0,0.0
2020-02-27 00:00:00,26526.0,26775.310547,25752.820313,25766.640625,25766.640625,664980000.0,8744.030273,8904.110352,8562.049805,8566.480469,8566.480469,4559900000.0,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7064710000.0,32.139999,39.310001,29.370001,39.16,39.16,0.0,26529.169922,26849.570313,26419.970703,26778.619141,26778.619141,2110369700.0,22255.830078,22272.259766,21844.289063,21948.230469,21948.230469,106200000.0,7042.5,7042.5,6730.0,6796.399902,6796.399902,1224827000.0,5571.720215,5613.720215,5421.310059,5495.600098,5495.600098,216328100.0,99.019997,99.050003,98.360001,98.440002,98.440002,0.0
