,open,high,low,close,volume
20240822,98200,98900,97600,98100,265019
20240821,96700,98100,96000,97600,265101
20240820,98200,98500,96900,97400,285409
20240819,97300,98500,96800,97400,483361
20240816,97300,99000,96600,96600,478530
20240814,96000,96500,94500,95600,397437
20240813,95500,96100,94500,94800,346547
20240812,94400,96200,94300,95600,297869
20240809,96500,97000,94000,94200,457079
20240808,93500,95300,92100,94100,746389
20240807,90200,95700,90000,94700,941118
20240806,91100,92900,89100,89900,1402579
20240805,97500,97500,86500,89700,1343825
20240802,101800,102300,98800,99100,730066
20240801,104400,105100,103700,103700,365094
20240731,103600,104500,102300,104000,517504
20240730,103800,105600,102600,103200,593505
20240729,107600,107700,104700,104800,764725
20240726,111000,111300,106000,107100,1259536
20240725,110800,111400,109200,110200,895154
20240724,113500,114500,111900,112500,610385
20240723,111700,114600,111700,113900,986056
20240722,112400,113000,110500,111000,497171
20240719,110600,114400,110500,111800,907720
20240718,110900,112700,110500,110900,675749
20240717,112500,115400,112100,112100,1191385
20240716,110300,112100,109100,112000,983640
20240715,109600,110800,108900,109900,472733
20240712,110300,110500,107800,109400,649908
20240711,111000,111200,109800,111000,926544
20240710,109000,110400,108300,110300,574856
20240709,108900,109900,108300,109600,628472
20240708,110700,111000,108200,108300,837625
20240705,108900,112700,108300,110800,1771133
20240704,107900,108900,105700,107900,886576
20240703,108000,108300,106000,107200,629442
20240702,109100,109500,106100,107200,840689
20240701,111000,114900,108900,109600,1149549
20240628,110100,111000,108300,110900,625642
20240627,110700,111200,108500,109200,817680
20240626,109800,111600,108000,111400,1016808
20240625,111300,112000,109000,111100,914520
20240624,108600,111700,108400,110200,1751043
20240621,107300,108800,106700,108300,964295
20240620,107200,109000,106700,108400,1257874
20240619,103500,108700,103300,108000,3453496
20240618,100900,101900,99800,101800,843389
20240617,99400,100900,98500,100400,953639
20240614,98700,99300,97900,98900,725460
20240613,101100,101100,98700,98700,1290744
20240612,99900,101200,99000,100600,1143396
20240611,101200,101200,98100,98200,1238559
20240610,100300,102300,99400,100600,973905
20240607,101100,101800,99400,100700,1269757
20240605,101900,102200,99600,100700,963661
20240604,103100,103600,100200,101100,1245682
20240603,105600,107200,102000,103100,1699404
20240531,107500,109900,104800,104800,2070778
20240530,109500,111100,106200,106300,1667504
20240529,112500,113900,109000,110500,4855132
20240528,97300,109500,97200,109300,6852467
20240527,95500,97400,94700,96400,463903
20240524,94500,94800,93800,94100,297059
20240523,96000,97300,95400,95400,317313
20240522,96700,96900,95100,95300,385832
20240521,97000,97800,96000,96500,343275
20240520,98800,98900,97300,97500,318579
20240517,99000,99100,97800,97900,297028
20240516,99200,99800,97700,98800,657185
20240514,97600,99400,97200,98300,630411
20240513,97900,98000,96400,97600,546299
20240510,94400,97800,94300,97500,1642154
20240509,94000,94000,92600,93300,464569
20240508,93800,94100,93500,93900,328371
20240507,93200,93800,93000,93800,545231
20240503,92200,92900,92100,92400,540211
20240502,92300,92500,91300,91500,427617
20240430,93200,93500,92000,92900,590806
20240429,91200,92800,91200,92800,572860
20240426,91000,91200,90500,90800,723810
20240425,91900,92600,90500,90600,842782
20240424,93300,93400,92200,92200,487563
20240423,92100,92900,91800,92800,345656
20240422,92400,92400,91200,92000,347838
20240419,91800,92500,90300,91200,455832
20240418,91400,93200,91100,92600,357081
20240417,91700,92700,91000,91000,402786
20240416,92000,92500,90600,91800,651094
20240415,92800,93300,92400,92500,421493
20240412,96100,96100,93400,93500,910573
20240411,95200,96400,94200,96400,579703
20240409,95300,97300,95100,96200,573774
20240408,96600,96600,94200,94500,444924
20240405,94200,97600,93900,95900,603196
20240404,94900,95300,94000,94300,289992
20240403,96400,96500,93900,93900,720922
20240402,96500,97400,96100,96500,489530
