Date,close,volume,MACD,MACD_hist,MACD_signal,ADX,DMP,DMN,RSI,Stoch_D,Stoch_K,CCI,ROC,Momentum,BB_upper,BB_middle,BB_lower,ATR,OBV,A/D Line,VROC,Ultimate_Oscillator
2021-08-06,69800,59402373,,,,,,,,,,,,,,,,,59402373.0,59402373.0,,
2021-08-09,78500,44833696,,,,,,,,,,,,,,,,,104236069.0,56948787.64676617,,
2021-08-10,71400,26495122,,,,,,,,,,,,,,,,,77740947.0,40690417.32858435,,
2021-08-11,74400,21592734,,,,,,,,,,,,,,,,,99333681.0,48041135.28603116,,
2021-08-12,73800,5878196,,,,,,,,,,,,,,,,,93455485.0,46952580.47121634,,
2021-08-13,76600,10907993,,,,,,,,,,,,,,,,,104363478.0,49305284.84376536,,
2021-08-17,87400,24272931,,,,,,,,,,,,,,,,,128636409.0,69532727.34376536,,
2021-08-18,84500,21008684,,,,,,,,,,,,,,,,,107627725.0,51298775.192821965,,
2021-08-19,92000,13606690,,,,,,,,,,,,,,,,,121234415.0,63521734.00638129,,
2021-08-20,91000,15815275,,,,,,,,,,,,,,,,,105419140.0,61764481.22860351,,
2021-08-23,89800,4868621,,,,,,,,,,,,,,,,,100550519.0,60671525.493909635,,
2021-08-24,85400,6553145,,,,,,,,,,,,,,,,,93997374.0,55849399.9278719,,
2021-08-25,82100,6086152,,,,,,,,,,,,,,,,,87911222.0,52119177.73432351,,
2021-08-26,83400,4255489,,,,,,,,,,23.519389354596935,,,,,,,92166711.0,51321273.54682351,,
2021-08-27,83800,2174014,,,,,32.715900439276105,10.319147901203356,,,,11.445318525373999,,,,,,,94340725.0,52122226.073139295,,
2021-08-30,81900,1782049,,,,,31.217835446420185,11.372970203877273,,,62.38479262672811,-4.827586206896551,,,,,,,92558676.0,50736187.96202818,,
2021-08-31,83900,1768789,,,,,29.59621176632318,11.994256330731698,,,57.52534854245881,-9.777489036868534,,,,,,,94327465.0,52504976.96202818,,
2021-09-01,88800,6376407,,,,,35.00347477049033,10.787342066840813,,60.739059185949905,62.30703638866279,43.072955047899555,,,,,,,100703872.0,58668837.062028185,,
2021-09-02,81900,22859096,,,,,30.681277642170173,12.46315483983812,,59.328681818627395,58.1536605247606,-60.59701492537285,,,,,,,77844776.0,51635269.062028185,,
