Date,close,volume,MACD,MACD_signal,MACD_hist,ADX,DMP,DMN,RSI,Stoch_D,Stoch_K,CCI,ROC,Momentum,BB_upper,BB_middle,BB_lower,ATR,OBV,A/D Line,VROC,Ultimate_Oscillator
2001-03-20,3820,21459750,-38.41761537,-39.79766869,1.380053313235834,10.354871663974519,26.897225640127008,29.070203423487975,48.36233259792469,69.48099415204672,63.888888888888836,35.09385566048734,-8.830548926,-370,4178.518561857005,3862,3545.4814381429946,168.92899232426316,4408748750,-107846782.9,-6.213534952,59.20524304555929
2001-03-21,3870,40550200,-33.43956591,-38.52604813,5.0864822236330625,10.53140667714429,24.547942110106145,31.77170366950935,49.665474548918496,65.74074074074066,62.49999999999994,10.988471915624688,-8.726415094,-370,4108.549052064003,3843.5,3578.4509479359963,170.48254270805003,4449298950,-79461642.86,123.0649690708606,67.43067817373002
2001-03-22,3980,37466850,-20.38337825,-34.89751416,14.514135902811162,10.131984786910344,27.243192798741447,30.07439517951186,52.44469596754757,67.12962962962956,74.99999999999994,104.29149797570871,-4.326923077,-180,4066.0577681703357,3834.5,3602.9422318296643,167.95841557264754,4486765800,-52699607.14,92.12586918,69.75166455600706
2001-03-23,4300,91757400,15.60518333761729,-24.79697466,40.40215799427605,10.863311243977481,38.30020976736224,25.33696413821178,59.32243651978743,74.29439982150818,85.38319946452471,262.25071225071207,7.231920199501247,290,4148.926657701557,3849,3549.073342298443,179.0604947940152,4578523200,-5238883.003,110.41197290892018,68.62277390071891
2001-03-26,4340,42874400,46.81439616926673,-10.47470049,57.28909666074039,11.766476712022621,38.72054075128423,23.980915736971944,60.08206510593788,84.03927821147253,91.73463517,222.17795484727753,13.020833333333334,500,4242.315082504134,3874,3505.684917495866,176.60747005431443,4621397600,-48113283,-44.21623197,63.79091978797645
2001-03-27,4150,31347500,55.575866095267884,2.735412825874649,52.84045326939324,11.417506207659684,35.27937559927596,30.736870550047108,54.951168055343665,86.81630391729207,83.33107711745855,111.43826225012604,8.072916666666666,310,4276.409550153556,3889.5,3502.5904498464442,178.7770965515987,4590050100,-69561572.48,-12.11531614,56.443243112280484
2001-03-28,4150,26078350,61.80692240657663,14.549714742015045,47.25720766456159,11.093462167894101,33.66821482560872,29.33315976,54.951168055343665,83.57371433298732,75.65543071161044,91.06568967733644,9.498680739,360,4307.493749951204,3907.5,3507.5062500487957,175.33824172401876,4590050100,-95639922.48,-32.61251554,53.85943949089599
2001-03-29,4090,29921100,61.19812695353812,23.87939718431966,37.318729769218464,10.362395119351763,31.684905561074757,32.23366147244317,53.35679971740552,75.09288088684319,66.29213483146061,50.866838804868735,9.358288770053475,350,4324.774936683162,3925,3525.2250633168373,173.57132963781783,4560129000,-104188808.2,4.192079673367053,55.22832351055183
2001-03-30,4160,30103850,65.60778149086082,32.22507404562789,33.382707445232924,9.683547145705306,29.922260951933396,30.440489341386247,54.96158886351568,69.53807740324588,66.66666666666661,47.894736842105274,15.23545706371191,550,4337.201182738014,3952.5,3567.7988172619866,171.39276315592693,4590232850,-78716319.73,-32.35561118,56.46698989013123
2001-04-02,3990,39142150,54.75371844755682,36.73080292601368,18.02291552154314,9.460808103111086,27.39710427626752,31.247221900616132,50.51828971859575,63.34034511654945,57.062233851521164,-2.441150828,7.258064516129032,270,4335.778311965461,3966,3596.221688034538,172.8231249981306,4551090700,-101083262.6,58.96709553746934,49.51801150586565
2001-04-03,3800,46074700,30.469153744711093,35.478473089753166,-5.009319345,10.03078192632489,25.11463241177841,35.725403332229995,46.130779495049985,54.91936449,41.02919296085367,-83.71195885,0,0,4335.778311965461,3966,3596.221688034538,174.18196874822405,4505016000,-135639287.6,80.65605138,35.38994523149419
2001-04-04,3660,62281550,-0.072532604,28.36827195108009,-28.44080455,11.182334500028805,23.335068997723344,39.86293952613816,43.21939845396461,39.049881996818975,19.058219178082137,-127.3397879,-8.5,-340,4341.525158429401,3949,3556.474841570599,173.97287031081285,4442734450,-163949083,18.307586370651787,32.78388278388278
2001-04-06,3840,85291850,-9.641403303,20.76633690032718,-30.4077402,11.03389238120249,29.268859966809487,35.13200828873204,47.68760958469676,24.88454072819927,14.566210045662045,-55.32693187,-4.239401496,-170,4334.732165100751,3940.5,3546.267834899248,180.27422679527223,4528026300,-192379699.7,171.93493980513188,39.45031289111389
2001-04-09,3710,25840450,-27.3988786,11.1332938,-38.5321724,11.183398477018446,27.73290173,36.11408091257516,44.995749813687155,15.652587519025806,13.333333333333277,-95.25077674,-3.385416667,-130,4338.791304,3934,3529.2086957455404,177.76051545550862,4502185850,-218220149.7,-16.11537182,38.504075765200405
2001-04-10,3640,39179500,-46.58323812,-0.410012584,-46.17322554,11.717796307026966,26.249433591017794,38.297005936705645,43.60075693620965,13.734129635816835,13.302845528455228,-111.5511551,-0.817438692,-30,4341.394852,3932.5,3523.605148,175.37248968273317,4463006350,-239316803.6,1.4735609826847844,37.93112389
2001-04-11,3720,44517550,-54.70108973,-11.26822801,-43.43286172,11.87869684591461,26.99428531114797,35.76152552524683,45.628622564139874,11.886856368563613,9.024390243902381,-78.53991175,2.197802197802198,80,4335.311985777793,3936.5,3537.688014222207,174.6038651985965,4507523900,-283834353.6,31.64777255501521,34.92988074446618
2001-04-12,4010,73663300,-37.30395251,-16.47537291,-20.8285796,11.42244126278819,34.267229163180566,30.699811837552677,52.188326645393836,14.759485094850879,21.951219512195063,5.939685815846682,2.8205128205128207,110,4341.679871897531,3942,3542.3201281024694,184.37367193866672,4581187200,-272203306.2,87.50402494511438,44.48634162499032
2001-04-13,4060,38840550,-19.25999654,-17.03229764,-2.227698899,11.246204107315345,34.735642041063294,29.025733642402255,53.21277391968674,23.333333333333258,39.02439024390238,39.058339385136726,3.5714285714285716,140,4351.785302611735,3949,3546.2146973882654,182.15498834173337,4620027750,-291623581.2,32.243407500723514,45.01392441459562
2001-04-16,3940,10204850,-14.47615643,-16.5210694,2.0449129691354173,10.647524724205027,32.808930147126965,30.981529478999228,50.48024505394644,37.08091366627945,50.26713124274094,17.822056178220578,1.2853470437017995,50,4353.409193724187,3951.5,3549.5908062758126,180.04723892464668,4609822900,-301828431.2,-56.23579411,43.61582366862164
2001-04-17,3970,16817950,-8.170000711,-14.85085566,6.680854947509824,10.099558390234508,30.590081633973405,32.46664739836335,51.14050392725367,47.25334286309889,52.46850710265338,9.602194787,4.473684210526316,170,4355.878769322158,3960,3564.121230677842,179.54487697841435,4626640850,-294903393,-32.37479066,44.66844298328844
2001-04-18,4280,47793950,21.59316972934721,-7.562050581,29.15522031023092,10.269856926046545,36.836731146131555,28.660258617188592,57.32900366461724,56.74826528485058,67.50915750915745,125.64915458937195,12.041884816753926,460,4396.719711882364,3983,3569.280288117636,186.06763312949366,4674434800,-247109443,122.71438390475191,56.55763810583984
2001-04-19,4700,131306400,78.17009050473007,9.584377636239045,68.58571286849103,12.207574111088164,49.89676807237597,22.734282291894694,63.85756887956776,66.50263512114185,79.53024075161474,263.86138613861385,21.44702842377261,830,4538.833549362694,4024.5,3510.1664506373063,208.76425147301904,4805741200,-285728972.4,223.81196640213858,60.328208009482445
2001-04-20,4490,44908800,104.85377384151434,28.638256877294104,76.21551696422023,13.601257153371025,45.32369804313594,23.495000860600605,59.098643704509506,76.83331935240325,83.46055979643761,169.47624002774907,12.814070351758794,510,4602.1593972758465,4050,3497.8406027241535,212.82603889936811,4760832400,-330637772.4,19.862758678671945,53.811549396484104
2001-04-23,4540,31786050,128.55348273681238,48.62130204919776,79.93218068761462,14.803242127407424,43.26230951,23.076148944166025,59.84858023101658,78.92738304952039,73.79134860050885,119.81981981982001,5.5813953488372094,240,4644.944251193908,4062,3479.055748806092,209.18473695439968,4792618450,-330637772.4,-65.35859778,51.59064760411168
2001-04-24,4400,31189600,134.48854260934695,65.79475016,68.69379244811935,15.278806131135195,40.30136531915407,26.059556245014424,56.78013990470037,74.46988973706523,66.15776081,68.7828218,1.3824884792626728,60,4654.219823156032,4065,3475.7801768439676,209.2255001066797,4761428850,-313310216.8,-27.25355923,51.15234895750013
2001-04-25,4520,26347450,147.17853490139805,82.07150710926169,65.10702779213636,16.002205224104284,40.93752032766061,24.350252021249425,58.69103879618641,68.95674300254446,66.92111959287526,70.79132294531013,8.915662651,370,4704.604661067703,4083.5,3462.395338932297,208.76422510134572,4787776300,-286962766.8,-15.95039477,57.46494794113842
2001-04-26,4470,39211750,151.45498430512544,95.94820254843444,55.50678176,16.894956619175666,41.56118892528406,23.125121606413362,57.57456087527265,66.07294317217975,65.13994911,70.85295656724226,7.710843373493976,320,4742.725465913801,4099.5,3456.2745340861993,205.82601384627844,4748564550,-315718050.1,50.36131503718602,54.00148618725076
2001-04-27,4340,21699000,142.70912575471084,105.30038718968973,37.40873856502111,17.05839912609362,39.29039035643972,26.642402644462603,54.72539963824326,65.22476675148424,63.613231552162794,32.68416596105002,6.112469437652812,250,4763.662489330194,4112,3460.3375106698054,203.5347131539645,4726865550,-328117478.7,-27.47927048,47.832628547552005
2001-04-30,4580,38228550,153.37594169664044,114.91549809107988,38.460443605560556,17.710125376282924,41.290472674078316,24.155133287581524,58.69738989575437,64.36669493921396,64.34690415606441,64.46052161486253,10.096153846153847,420,4815.820620661112,4133,3450.1793793388883,207.35797749626627,4765094100,-304452185.9,26.98890673452067,48.606643095922784
2001-05-02,4580,36513350,159.98525969448656,123.92945041176122,36.055809282725335,18.536997307093856,41.76365714493401,22.842796402304753,58.69738989575437,64.38850708,65.20538552392725,76.99603113241582,14.786967418546366,590,4868.640921,4162.5,3456.3590792200002,204.99007862145297,4765094100,-322708860.9,-6.716033739,52.27633511286191
2001-05-03,4600,25899550,164.93574804385935,132.13070993818084,32.805038105678506,19.05065162997683,39.86838078,23.551590477503794,59.02928332417027,66.51569919066525,69.99480789,59.45512820512827,21.05263157894737,800,4912.595064058345,4202.5,3492.4049359416545,201.2405746903803,4790993650,-304778403.2,-43.78791397,53.832913899922175
2001-05-04,4460,32806350,155.7666349,136.85789494045727,18.908740009105742,19.12102124599202,37.21050589616871,24.788493998031633,55.72953361661136,66.76974256128135,65.10903426791272,15.255349875279178,21.85792349726776,800,4914.984200557921,4242.5,3570.0157994420792,200.67854595586127,4758187300,-304778403.2,-47.3257329,52.75449111115801
2001-05-07,4600,17947850,157.97582970531857,141.08148189342953,16.894347811889048,19.575630101870978,39.225177813567306,23.29226631468578,58.18974647633506,66.94530979577702,65.73208722741428,52.82358820589713,19.791666666666668,760,4943.537706318446,4280.5,3617.462293681554,199.1446186580682,4776135150,-294009693.2,-78.95713365,52.05179514764207
2001-05-08,4590,16826200,157.10866514409736,144.2869185435631,12.821746600534254,19.997766896615726,37.78056406721759,22.434441571054027,57.94761985133295,64.53362653472598,62.75975810885097,48.946360153257054,23.71967654986523,880,4945.739889253761,4324.5,3703.2601107462383,194.18738772516477,4759308950,-287279213.2,-34.88426092,55.82582719852463
2001-05-09,4500,20696050,147.45936339221043,144.9214075132926,2.537955878917842,20.21606870732415,36.33928562428954,22.72305759735136,55.74996451069027,60.87700061384029,54.13915650525564,-5.971128609,23.626373626373628,860,4906.9395239505775,4367.5,3828.060476049422,189.47801833890654,4738612900,-303376140.9,-47.17632946,54.81276631041664
2001-05-10,4500,24624350,138.21892055649096,143.58091012193228,-5.361989565,20.123355201246593,34.63193716291222,23.613095506511858,55.74996451069026,53.71625414767279,44.249847828911776,-14.73684211,20.967741935483872,780,4858.795257547574,4406.5,3954.204742452426,186.0041174219612,4738612900,-303376140.9,-44.68619679,48.595686859292705
2001-05-11,4410,27709150,122.2246257928191,139.30965325610964,-17.08502746,19.798222737553147,33.23077101207999,24.27608977637284,53.501715169655306,43.59790128244754,32.40469951317522,-83.35229427,9.975062344139651,400,4840.663011385645,4426.5,4012.3369886143546,181.70391155086315,4710903750,-323168390.9,-62.38405013,49.59732094276559
2001-05-14,4430,14310100,109.89605153874163,133.42693291263603,-23.53088137,19.49631402126637,32.38416473129247,23.65761811737438,53.93624847129331,36.31104781682342,32.27859610838329,-67.20604099,9.113300492610838,370,4823.549864614988,4445,4066.4501353850114,175.61871597331998,4725213850,-323168390.9,-63.15680391,46.69441707351825
2001-05-15,4340,26421800,91.80504833068971,125.10255599624678,-33.29750767,18.53606343506976,30.17635679578626,26.731815626477907,51.64988940410537,29.183918358461245,22.868459453825253,-135.3577661,10.152284263959391,400,4769.795013082607,4465,4160.204986917393,174.83778017465397,4698792050,-333076565.9,158.9141437649745,47.858696216812696
2001-05-16,4210,25895800,66.21460367,113.32496553120545,-47.11036186,17.292257526334126,27.99268777815035,28.62841864037503,48.52248547992973,23.37839104523063,14.98811757348337,-180.0617804,6.045340050377834,240,4714.326778935766,4477,4239.673221064234,174.59589116592127,4672896250,-355925801.2,53.97714941,36.19950961414376
2001-05-17,4430,24106650,62.960385163667524,103.25204945769786,-40.29166429,16.311515730727077,27.92673110493466,26.00572581386277,53.53438123113348,19.30720589257168,20.065040650406445,-55.74387947,3.5046728971962615,150,4705.359683962524,4484.5,4263.640316037476,176.86609660762522,4697002900,-331819151.2,-49.56129385,45.742109381792886
2001-05-18,4410,18919400,58.09784490673792,94.22120854750588,-36.12336364,15.400826920520531,26.843325930232673,24.99684518931873,53.04021457157518,21.684386074629913,29.999999999999943,-66.28242075,-6.170212766,-290,4669.399097289897,4470,4270.600902710103,172.52279177724395,4678083500,-317629601.2,-85.59141062,51.02525657191012
2001-05-21,4580,28162800,67.18733222787068,88.81443328357885,-21.62710106,15.601471186128169,32.918476657955445,22.776505771853873,56.62280711612118,34.91056910569099,54.66666666666661,56.73352435530057,2.0044543429844097,90,4679.485365331348,4474.5,4269.514634668652,174.39665218838178,4706246300,-301324822.3,-37.28890552,54.55555186337254
2001-05-22,4620,48833250,76.73394102,86.39833482993016,-9.664393815,16.463816897911144,36.849580988387864,20.874765681131365,57.42724139902249,49.37931034482752,63.471264367816026,148.6901535682023,1.7621145374449338,80,4691.410779435955,4478.5,4265.589220564045,175.6768195789627,4755079550,-350158072.3,53.63107400888126,52.78375076674609
2001-05-23,4700,21890450,89.72078333012541,87.06282452996922,2.6579588001561945,16.989034835969015,34.090734032585985,20.975646784165757,59.026924941720445,65.44827586,78.20689655172409,135.65505804311772,6.818181818181818,300,4723.741177898364,4493.5,4263.258822101636,175.89297860001454,4776970000,-342861255.6,-29.81490625,53.59837754482812
2001-05-24,4530,30276450,85.31194715703896,86.71264905538317,-1.400701898,17.00028415276943,31.41695834129075,22.220071469991627,54.45037225020155,71.17241379310339,71.83908045977006,37.80260707635024,0.22123893805309736,10,4724.512472547639,4494,4263.487527452361,176.59832967001384,4746693550,-359681505.6,14.912259061123562,50.91809264916278
2001-05-25,4440,33698700,73.70602768060962,84.11132478042846,-10.4052971,16.49041658535295,28.618086731496692,23.48009231007643,52.19515451400076,70.51340996168577,61.49425287356317,14.084848484849024,-0.67114094,-30,4724.005939448702,4492.5,4260.994060551298,178.76841318651316,4712994850,-390316687.4,-14.05968874,47.62505660253595
2001-05-28,4450,18483300,64.57083689217507,80.20322720277778,-15.63239031,15.701727780618521,27.422218232563388,24.588283870838406,52.425614059950895,60.15325670498078,47.12643678160914,-29.57130359,2.5345622119815667,110,4719.774660410125,4498,4276.225339589875,174.82999252718747,4731478150,-382923367.4,-14.81957694,43.242308244052346
2001-05-29,4640,24282000,71.83448129562748,78.52947802134773,-6.694996726,15.790644082765159,31.633041267786723,22.46524490132489,56.609215299085456,54.02298850574706,53.448275862068904,63.628691983122266,1.3100436681222707,60,4728.675207258116,4501,4273.324792741884,176.5884929008281,4755760150,-358641367.4,-36.48202718,48.98377610370774
2001-05-30,4470,31815650,63.14549065678602,75.45268055,-12.30718989,15.87320922047275,29.178284366489372,20.721918532733813,52.27930764,51.91570881226047,55.172413793103395,3.076923076922706,-2.401746725,-110,4720.575543,4495.5,4270.424457,177.2590682557867,4723944500,-374549192.4,-12.86570528,41.31425416153166
2001-05-31,4240,63596900,37.27069182969626,67.81628280468757,-30.54559097,15.086393067687807,25.978827879598512,28.631688295040973,47.143927806950686,50.75004870446126,43.629456458211514,-133.4845049,-7.826086957,-360,4722.928197239083,4477.5,4232.071802760917,182.39611484299738,4660347600,-395748159.1,145.55214279784784,40.144308921077474
2001-06-01,4240,29315200,16.57367632,57.56776150725716,-40.99408519,14.355778068673215,25.02882256152205,27.584671998853214,47.143927806950686,39.98960971491649,21.166958893434582,-115.4208754,-4.932735426,-220,4732.9038288013635,4466.5,4200.0961711986365,177.7763091008475,4660347600,-405519892.4,-10.64168979,37.392118717249225
2001-06-04,4240,19959700,0.1691920693465363,46.08804761967504,-45.91885555,13.615572803108897,24.605076020637085,26.651710478841046,47.143927806950686,24.423663874277498,8.474576271186441,-99.68253968,-7.826086957,-360,4724.853035083796,4448.5,4172.146964916204,172.8874936458051,4660347600,-420489667.4,11.209420626983176,38.56525889046214
2001-06-05,4060,51520500,-27.04422655,31.461592785091092,-58.50581934,13.918476958432944,22.551563928362416,32.35598218685244,43.26465893257846,12.064051193215377,6.550618415025138,-158.9524766,-11.54684096,-530,4737.822735090472,4422,4106.177264909528,174.24311896351486,4608827100,-461706067.4,206.1921289417694,38.79733557
2001-06-07,4280,39968600,-30.50722717,19.06782879491705,-49.57505596,13.743579165425237,23.10186231392291,29.087990321565236,48.69594165164278,9.853921718,14.536570468773803,-89.14095584,-4.888888889,-220,4730.493348913598,4411,4091.506651086402,178.03096301533913,4648795700,-432164058.7,93.12187591351973,43.378879873143255
2001-06-08,4470,42744450,-17.71604842,11.71105335218878,-29.42710177,13.080437068309868,28.910464277266634,26.441972643098577,52.80334431960023,17.389423321626644,31.081081081081024,13.986120643636065,-0.666666667,-30,4727.586466232102,4409.5,4091.413533767898,180.62941486457217,4691540150,-420506481.5,73.58610481088841,43.18597541031001
2001-06-11,4280,24681300,-22.6492725,4.838988183,-27.48826068,12.458308194690641,26.74600972649999,29.19080240588751,48.699277066067864,28.869547513615245,40.99099099099094,-43.70403722,-2.947845805,-130,4726.054175023363,4403,4079.9458249766362,181.09794412134355,4666858850,-445187781.5,-10.92725688,39.94752899418213
2001-06-12,4220,24196950,-31.04254751,-2.337318956,-28.70522856,12.225059747043433,25.76211526539695,30.978151488572827,47.47276558930805,36.86186186,38.51351351351346,-63.81109281,-4.740406321,-210,4724.877797092444,4392.5,4060.1222029075557,176.54304691527634,4642661900,-464007631.5,69.09001335,41.85739570164348
2001-06-13,4280,23646050,-32.47838922,-8.365533009,-24.11285621,12.008471902799597,24.572324435449044,29.54746459853522,48.82934880866364,37.25446758233637,32.25889824250475,-46.34276562,-1.382488479,-60,4724.789427211814,4389.5,4054.2105727881863,173.2158945695125,4666307950,-453259426.9,-10.50552952,43.70518620760167
2001-06-14,4230,27843300,-37.22181632,-14.13678967,-23.08502665,11.807354618858891,23.408091737335024,28.14751057618176,47.74764341409199,34.20100428297143,31.830601092896117,-48.62837971,0.4750593824228028,20,4723.755157499514,4390.5,4057.244842500486,170.05509984103685,4638464650,-465915472.4,7.520524563828883,44.55169679178504
2001-06-15,4190,40873350,-43.70487954,-20.05040765,-23.65447189,12.056120657639477,22.271691197240283,30.311739354599997,46.87322502929574,31.97336680943232,31.830601092896117,-87.07261478,-5.417607223,-240,4722.318266,4378.5,4034.681734,167.0523448,4597591300,-435260459.9,69.55217751118467,50.56286275978282
2001-06-18,4100,34097400,-55.46562844,-27.1334518,-28.33217664,12.498247720413652,21.165140636451625,30.612422853211648,44.924676572755885,28.570127504553668,22.049180327868797,-110.5601469,-7.029478458,-310,4727.093394611913,4363,3998.906605388087,164.19972760653576,4563493900,-455718899.9,80.22453143334356,42.29835458210744
2001-06-19,4110,31279050,-63.25008267,-34.35677798,-28.89330469,12.908794278703956,20.27744162995401,29.328490096985146,45.191160406401735,23.43611761644542,16.42857142857137,-116.6666667,-10.26200873,-470,4705.203431758612,4339.5,3973.796568241388,160.48974122620896,4594772950,-466145249.9,11.065128467339894,33.52112334215965
2001-06-20,4000,38517900,-77.40314416,-42.96605121,-34.43709295,13.777355110508342,19.125624282445102,31.922763987805208,42.79364100527298,15.738005164234606,8.736263736263679,-168.6308492,-13.41991342,-620,4678.920031855765,4308.5,3938.079968144235,158.4652541648985,4556255050,-495033674.9,-21.12361966,35.94793370779832
2001-06-21,3960,40805000,-90.80052118,-52.53294521,-38.26757597,14.933564442435594,18.023108450493872,33.445227798882854,41.941913681030876,10.94255085780503,7.6628174085800635,-155.9405941,-15.74468085,-740,4625.577675094076,4271.5,3917.422324905924,156.54199145665356,4515450050,-508635341.5,86.40548732438118,38.24171262527427
2001-06-22,3870,44687100,-107.441765,-63.51470917,-43.92705587,16.464094520230365,16.805906523400562,36.010456720991314,40.053817272977795,7.238484242905694,5.316371583873369,-170.3092784,-14.56953642,-660,4612.5200529383765,4238.5,3864.4799470616235,155.71489188382088,4470762950,-516083191.5,47.59689461611252,35.27546444586803
2001-06-25,3870,25927700,-119.255369,-74.66284115,-44.59252789,17.972998266215725,15.742712562108633,34.70560179246568,40.053817272977795,6.980306637275651,7.961730919,-141.2264724,-12.83783784,-570,4604.563049,4210,3815.436950538921,154.42914728962984,4470762950,-514088753.1,-23.06023675,38.30386735986031
2001-06-26,3780,33504700,-134.3314933,-86.59657158,-47.73492173,19.464859118911814,14.811251123822403,33.638277950329915,38.15084327048486,6.326648805656908,5.701843913723832,-133.0193616,-15.05617978,-670,4596.798703305192,4176.5,3756.2012966948078,152.70768992514834,4437258250,-547593453.1,81.27011951329038,33.48044821163323
2001-06-27,3720,40985400,-149.3987531,-99.15700789,-50.24174526,21.202199361223347,14.06443931742902,35.97592526,36.91990944575173,5.924335025704276,4.109430244015477,-131.8644505,-19.82758621,-920,4539.03274,4130.5,3721.9672595739403,150.0723054288909,4396272850,-572184693.1,68.78922658759575,30.97288429488326
2001-06-28,3750,27041100,-157.1078741,-110.7471811,-46.36069294,22.85854615,13.34006655880217,34.63806513136712,37.97321943551778,4.510956716622205,3.721595992127336,-112.4487004,-16.10738255,-720,4503.912994420092,4094.5,3685.0870055799082,147.56869015744635,4423313950,-566776473.1,-15.00692269,31.335442218490037
2001-06-29,3840,30676850,-154.1778933,-119.4333236,-34.74456975,23.72759327364069,15.79208858254091,32.81780324289177,41.08009312,6.539046119100793,11.786112121159595,-68.95238095,-9.433962264,-400,4492.517942198689,4074.5,3656.4820578013114,145.19025564957403,4453990800,-548370363.1,-51.76360797,39.43183235521945
2001-07-02,3860,23284700,-148.5298697,-125.2526328,-23.27723693,24.209074870339112,16.82342229439683,31.567256819077265,41.76244962273362,11.870186637731114,20.102851799906443,-53.00261097,-8.962264151,-380,4476.236259431043,4055.5,3634.7637405689566,141.43074286709532,4477275500,-538391205.9,-20.57123949,42.81362190080856
2001-07-03,3890,20307400,-140.0189695,-128.2059001,-11.8130694,24.32934425914449,18.052977680334557,30.668304361431723,42.80825361726774,19.948651056125925,27.95698924731177,-27.88477366,-8.254716981,-350,4455.688879430643,4038,3620.311120569357,136.85920572374056,4497582900,-538391205.9,1.742010150453163,43.901963606502136
2001-07-04,3940,13705550,-127.7666236,-128.1180448,0.3514212458591146,24.441022977320916,17.00967442920234,28.89594623782709,44.555019015519655,28.097394482181148,36.23234239932527,-9.88700565,-2.955665025,-120,4451.695127443751,4032,3612.3048725562494,135.01624543755352,4511288450,-524685655.9,-73.39787075,49.73621662018275
2001-07-05,3860,15551750,-123.0929437,-127.1130246,4.020080886251989,24.4244414,16.69680301481694,27.363248344815585,42.37525287369402,34.28217165002195,38.657183303428845,-9.982174688,-9.813084112,-420,4420.873151109006,4011,3601.126848890994,132.76543316567586,4495736700,-540237405.9,-61.09008071,50.22994942809625
2001-07-06,3670,38024900,-133.1851553,-128.3274508,-4.857704552,25.666365214215443,14.733102241628421,35.90601220569427,37.75725535862573,34.69202404,29.186546413437114,-145.7227139,-17.89709172,-800,4348.777712418329,3971,3593.2222875816706,136.62716150739206,4457711800,-565587339.3,-11.04131648,44.11997308718002
2001-07-09,3420,81635450,-159.5173991,-134.5654404,-24.95195865,27.80233203765667,12.604514612942753,44.13411448559373,32.80558246526241,27.38699836151714,14.317265367685481,-258.9671362,-20.09345794,-860,4348.6471205179305,3928,3507.3528794820695,143.7958034320225,4376076350,-614568609.3,230.75830689631422,34.72746703481376
2001-07-10,3400,32667650,-179.9256539,-143.6374831,-36.28817077,29.78572980228066,11.940979462350128,41.81077739561169,32.447242125065486,15.589757270429475,3.2654600301658583,-193.8182491,-19.43127962,-820,4344.082049527245,3887,3429.917950472756,141.60601326042138,4343408700,-640702729.3,35.007304639634334,29.839585701654666
2001-07-11,3380,37970550,-195.4600341,-154.0019933,-41.4580408,31.957370384504372,11.12133982001417,44.74892439,32.07840291666792,8.180419508025112,6.958533126224029,-173.9433349,-21.02803738,-900,4312.472103317536,3842,3371.527896682464,141.02571259740031,4305438150,-620257048.5,60.578828176376184,33.21241962029576
2001-07-12,3520,66369650,-194.2352889,-162.0486524,-32.18663646,32.45846263533521,17.826139902271162,40.59403851656278,37.327791534374335,9.217412184927484,17.428243398392596,-83.06428774,-16.78486998,-710,4261.396691568565,3806.5,3351.603308431435,142.9744269675303,4371807800,-606983118.5,138.36847643777855,38.434062784318726
2001-07-13,3400,46560850,-200.6348727,-169.7658965,-30.86897619,33.30226892573343,15.42665283133459,39.93719952491218,34.89453521923178,15.757449554640006,22.885572139303424,-84.06254106,-18.85441527,-790,4219.022123352415,3767,3314.9778766475847,149.8257056191538,4325246950,-640240868.5,13.914934792474803,31.209765408051513
2001-07-16,3340,27913350,-208.1486791,-177.442453,-30.70622608,34.426200373302706,14.384099075828976,42.06542840276032,33.737066457695015,20.69633253280229,21.77518206071088,-110.1760563,-18.53658537,-760,4190.3415220853485,3729,3267.6584779146515,149.3344203381961,4297333600,-633799326.2,-18.13642682,35.48059638363117
2001-07-18,3350,33431300,-210.8657789,-184.1271182,-26.73866074,35.18364712397271,15.231051900213446,40.18527678763363,34.12044487738411,19.614487946739665,14.182709640204719,-82.47027234,-18.49148418,-760,4145.704299517858,3691,3236.295700482142,146.3676993212863,4330764900,-652372270.6,6.880803604968821,36.83967286101432
2001-07-19,3540,37325350,-195.4348369,-186.3886619,-9.046174952,34.81178026030373,19.27760070164804,35.78356889095215,40.953023872874724,19.232340711899376,21.739130434782556,-44.90131579,-11.5,-460,4104.009174215435,3668,3231.9908257845645,150.5493144,4368090250,-615046920.6,-3.096092985,49.444696931441364
2001-07-20,3520,29629850,-182.7133314,-185.6535958,2.9402643919479488,33.97507058385552,20.957531810221774,33.54687512869953,40.48774812513694,22.11887422789428,30.43478261,-17.99701046,-11.11111111,-440,4064.922427186736,3646,3227.077572813264,149.52184863746092,4338460400,-621884578.3,-27.38671731,50.148374994291785
2001-07-23,3460,21277700,-175.4504616,-183.612969,8.162507404806462,33.39922278198524,20.024352305859423,34.03211300999723,39.085459807216345,29.30756843800316,35.74879227053135,-36.02172437,-10.59431525,-410,4038.657355011412,3625.5,3212.342644988588,146.54575620558788,4317182700,-624924249.8,-52.38514023,47.449911674108534
2001-07-24,3470,21483650,-166.9630226,-180.2829797,13.319957055123382,33.01649103125187,18.915731421195304,33.657888861251834,39.453359048247826,32.85024154589365,32.367149758454055,-31.47675013,-10.33591731,-400,4007.9661476447754,3605.5,3203.0338523552246,144.7184683953085,4338666350,-619065072.5,-17.14016284,45.80350578651343
2001-07-25,3570,20909100,-150.4333993,-174.3130636,23.879664315214995,31.964245334502273,21.503592384475404,31.127150754837295,43.07250729218165,34.299516908212496,34.78260869565212,25.401256106071276,-5.555555556,-210,3989.5883931390103,3595,3200.4116068609897,144.98254497554308,4359575450,-603731732.5,-37.59353165,55.55308134929119
